episode,epsilon_p1,epsilon_p2,score_p1,score_p2,avg_duration,avg_reward_p1,avg_reward_p2,opponent_ep,episode_step,lr
292,0.815,0.815,134,135,1180,-0.5840259089044227,-0.600088356393379,450,1180,0.0001
293,0.814,0.814,134,135,5571,-0.607731970216779,-0.5329946310205499,200,5571,0.0001
294,0.814,0.814,134,135,5566,-0.7803663993723673,-0.6900833320079884,100,5566,0.0001
295,0.813,0.813,135,135,1264,-0.6156175347116905,-0.6241139446699923,250,1264,0.0001
296,0.813,0.813,135,136,1190,-0.48181364626208156,-0.47837444992519773,450,1190,0.0001
297,0.812,0.812,135,136,5562,-1.0618067171471206,-0.9805770956835053,550,5562,0.0001
298,0.811,0.811,136,136,1160,-0.5943379565793789,-0.5967403411962113,450,1160,0.0001
299,0.811,0.811,137,136,1300,-0.46221443033778614,-0.4848421510619219,900,1300,0.0001
300,0.81,0.81,137,137,1513,-0.5289524962826917,-0.5325746193715568,500,1513,0.0001
301,0.809,0.809,137,137,5560,-0.3320414603090598,-0.33757538657634895,250,5560,0.0001
302,0.809,0.809,137,138,1577,-0.608474712770032,-0.6226417328697693,100,1577,0.0001
303,0.808,0.808,137,139,1054,-0.4404162148843678,-0.4419142273577939,850,1054,0.0001
304,0.807,0.807,138,139,1212,-0.4379215743423433,-0.4535265794811807,900,1212,0.0001
305,0.807,0.807,139,139,1300,-0.6064708250690809,-0.6199763538114824,450,1300,0.0001
306,0.806,0.806,139,139,5562,-1.1118426747745873,-1.0233178449300484,550,5562,0.0001
307,0.806,0.806,139,140,1427,-0.5482850312595344,-0.5460416582804524,650,1427,0.0001
308,0.805,0.805,139,140,5566,-1.3661234674239144,-1.4620301193706715,450,5566,0.0001
309,0.804,0.804,139,141,2668,-0.818632611894675,-0.7436929368354913,850,2668,0.0001
310,0.804,0.804,140,141,2478,-0.499129841050915,-0.4937058135013489,0,2478,0.0001
311,0.803,0.803,140,142,1314,-0.5529154261787578,-0.5288084559211534,700,1314,0.0001
312,0.802,0.802,140,143,1371,-0.6418451609844236,-0.6585463064833184,100,1371,0.0001
313,0.802,0.802,141,143,1180,-0.46817417137540107,-0.47571963149447705,900,1180,0.0001
314,0.801,0.801,141,144,1984,-0.7259206774918878,-0.6948139632860343,0,1984,0.0001
315,0.8,0.8,141,144,5563,-0.25443774239984385,-0.25234098694254475,200,5563,0.0001
316,0.8,0.8,141,145,1277,-0.838690756530684,-0.8103846476639952,550,1277,0.0001
317,0.799,0.799,141,146,1392,-0.5980175848340877,-0.5794976025764637,0,1392,0.0001
318,0.799,0.799,142,146,1334,-0.5549450132786508,-0.5425135281658426,700,1334,0.0001
319,0.798,0.798,143,146,1274,-0.45800589442589035,-0.4645281771682533,650,1274,0.0001
320,0.797,0.797,144,146,1150,-0.5171417385930337,-0.5030496188805981,700,1150,0.0001
321,0.797,0.797,144,147,999,-0.4196106913538057,-0.42241412482844637,900,999,0.0001
322,0.796,0.796,144,148,1113,-0.43662479100657725,-0.44345487744745493,900,1113,0.0001
323,0.795,0.795,144,149,1280,-0.4352732447776992,-0.4452370624188099,850,1280,0.0001
324,0.795,0.795,145,149,1343,-0.5485271870696541,-0.5477605572835493,800,1343,0.0001
325,0.794,0.794,145,150,1304,-0.7695046287909972,-0.7671636897852642,350,1304,0.0001
326,0.794,0.794,145,151,1304,-0.6545978683114875,-0.6261686252622776,850,1304,0.0001
327,0.793,0.793,146,151,1323,-0.44475282712886693,-0.4346376810412151,750,1323,0.0001
328,0.792,0.792,146,152,1658,-0.7410302092865719,-0.7463874903922167,550,1658,0.0001
329,0.792,0.792,147,152,1024,-0.5448102072413608,-0.5462364292625818,0,1024,0.0001
330,0.791,0.791,147,153,1049,-0.518265067904885,-0.4885756827400762,750,1049,0.0001
331,0.79,0.79,147,154,1748,-0.7373501256542978,-0.743699038763582,250,1748,0.0001
332,0.79,0.79,147,155,1307,-0.5187881306060009,-0.5272406737043419,500,1307,0.0001
333,0.789,0.789,147,156,1356,-0.5162983133533139,-0.5207683036012551,650,1356,0.0001
334,0.788,0.788,147,156,5554,-0.4641105990936165,-0.4679792175656106,400,5554,0.0001
335,0.788,0.788,148,156,1499,-0.48931596913590136,-0.476009474533764,700,1499,0.0001
336,0.787,0.787,148,156,5560,-0.17829059870872987,-0.18147442680531747,350,5560,0.0001
337,0.787,0.787,148,157,1171,-0.40608819291491666,-0.4173963532181076,900,1171,0.0001
338,0.786,0.786,148,157,5549,-0.47152851435785736,-0.47141617473095676,50,5549,0.0001
339,0.785,0.785,148,158,1771,-0.8119710070605137,-0.8239029824455476,400,1771,0.0001
340,0.785,0.785,148,159,1227,-0.4789618028462569,-0.49432608919870874,600,1227,0.0001
341,0.784,0.784,148,159,5565,-0.48366145123674625,-0.4876722940758834,450,5565,0.0001
342,0.783,0.783,148,159,5559,-0.3018324504528543,-0.30474098560736806,250,5559,0.0001
343,0.783,0.783,148,160,1023,-0.4282868822042397,-0.41347268980045754,950,1023,0.0001
344,0.782,0.782,148,161,1085,-0.4130524540320127,-0.4240396826428028,900,1085,0.0001
345,0.781,0.781,148,161,5561,-0.32429036148606916,-0.33035378853445574,600,5561,0.0001
346,0.781,0.781,149,161,1385,-0.7659868245158966,-0.8175743374644258,350,1385,0.0001
347,0.78,0.78,150,161,1387,-0.5224199274975538,-0.5352784894694105,500,1387,0.0001
348,0.78,0.78,151,161,1328,-0.5997596716332041,-0.60127655443138,700,1328,0.0001
349,0.779,0.779,151,162,1248,-0.42774346871427954,-0.4397080695345072,850,1248,0.0001
350,0.778,0.778,152,162,1281,-0.4549374250680525,-0.44741584260790257,850,1281,0.0001
351,0.778,0.778,153,162,1170,-0.4361989386217793,-0.42490332653030805,0,1170,0.0001
352,0.777,0.777,153,163,1000,-0.46237315910221305,-0.4819256747018819,300,1000,0.0001
353,0.776,0.776,154,163,1286,-0.4597148163700935,-0.4665615214645013,850,1286,0.0001
354,0.776,0.776,154,164,1844,-0.7199914334622399,-0.7266260344771986,150,1844,0.0001
355,0.775,0.775,155,164,1380,-0.4761973655303538,-0.4795910323805223,650,1380,0.0001
356,0.775,0.775,156,164,1221,-0.4423838332620525,-0.4291856944787202,750,1221,0.0001
357,0.774,0.774,156,165,1551,-0.7186424817529029,-0.7169617068948827,450,1551,0.0001
358,0.773,0.773,157,165,1109,-0.5138772137310408,-0.5187568046150327,650,1109,0.0001
359,0.773,0.773,158,165,1310,-0.6176137058190095,-0.6320670038458804,550,1310,0.0001
360,0.772,0.772,158,165,5562,-0.3656390671449938,-0.36898069774007963,350,5562,0.0001
361,0.771,0.771,158,165,5561,-0.23518867323073117,-0.23700296650813346,200,5561,0.0001
362,0.771,0.771,158,166,1212,-0.4954839490856075,-0.4823783721449216,750,1212,0.0001
363,0.77,0.77,159,166,1340,-0.5266429593531129,-0.5418919116295989,850,1340,0.0001
364,0.769,0.769,160,166,1251,-0.6879267532860552,-0.7334993781103236,850,1251,0.0001
365,0.769,0.769,160,166,5565,-0.9435650820463659,-0.8519854983986354,550,5565,0.0001
366,0.768,0.768,160,167,1339,-0.48755887792432423,-0.4739371697458644,750,1339,0.0001
367,0.768,0.768,160,167,5564,-0.3459198713117204,-0.3501160981896389,350,5564,0.0001
368,0.767,0.767,160,168,2746,-0.5557138028965751,-0.564181436268174,500,2746,0.0001
369,0.766,0.766,160,168,5563,-0.4560928554991364,-0.3659485072091781,600,5563,0.0001
370,0.766,0.766,161,168,1417,-0.5881125219015133,-0.598014446539973,950,1417,0.0001
371,0.765,0.765,161,169,1247,-0.5025710190396548,-0.4836278526424957,750,1247,0.0001
372,0.764,0.764,161,170,1439,-0.4547109541604666,-0.4501138012739895,800,1439,0.0001
373,0.764,0.764,162,170,1329,-0.5208706095899569,-0.5280342451360235,650,1329,0.0001
374,0.763,0.763,162,170,5563,-0.6361728041415591,-0.552993006297564,250,5563,0.0001
375,0.762,0.762,162,171,1365,-0.6942822334966064,-0.7030137038282395,250,1365,0.0001
376,0.762,0.762,162,172,1745,-0.5768217456645927,-0.5846928953588627,900,1745,0.0001
377,0.761,0.761,162,173,3212,-0.5085383439381919,-0.5025996892115493,550,3212,0.0001
378,0.761,0.761,163,173,1263,-0.5524673008568132,-0.5371823533430248,750,1263,0.0001
379,0.76,0.76,164,173,1262,-0.5829348771424517,-0.6097004254950943,950,1262,0.0001
380,0.759,0.759,165,173,1310,-0.506044628213084,-0.5049940807005052,950,1310,0.0001
381,0.759,0.759,166,173,1178,-0.674883246190295,-0.6824449519714224,700,1178,0.0001
382,0.758,0.758,166,174,1118,-0.4383599713004949,-0.42405496263280795,750,1118,0.0001
383,0.757,0.757,167,174,4449,-0.27502493244339554,-0.2812307844149013,300,4449,0.0001
384,0.757,0.757,167,174,5562,-0.14803912958230508,-0.1492976855134282,400,5562,0.0001
385,0.756,0.756,167,174,5557,-0.29603795077727196,-0.2966006614373227,600,5557,0.0001
386,0.756,0.756,167,175,1215,-0.6320934047104344,-0.622416090660093,300,1215,0.0001
387,0.755,0.755,168,175,1210,-0.44083711547955273,-0.42654588745766586,950,1210,0.0001
388,0.754,0.754,169,175,1332,-0.5270575774049581,-0.5406416175738435,200,1332,0.0001
389,0.754,0.754,169,175,5560,-0.29522546885706846,-0.2995787662159649,50,5560,0.0001
390,0.753,0.753,169,176,1062,-0.44375682565076574,-0.45927791809060103,400,1062,0.0001
391,0.752,0.752,169,176,5556,-0.39854970245847593,-0.36473123137786034,800,5556,0.0001
392,0.752,0.752,170,176,1180,-0.4446887120640312,-0.4480525561285435,650,1180,0.0001
393,0.751,0.751,170,176,5563,-0.135579115215154,-0.14104400636783362,550,5563,0.0001
394,0.75,0.75,170,177,1311,-0.5944493903676166,-0.5903480633811737,900,1311,0.0001
395,0.75,0.75,170,178,1180,-0.5028791288012067,-0.5175296487702593,450,1180,0.0001
396,0.749,0.749,171,178,1319,-0.5258752125871379,-0.5389428751388761,650,1319,0.0001
397,0.749,0.749,171,178,5559,-0.24952507366568855,-0.259632902363315,350,5559,0.0001
398,0.748,0.748,171,179,1420,-0.5933616243859795,-0.6052075586406644,600,1420,0.0001
399,0.747,0.747,171,180,1147,-0.575170114085447,-0.577198170949748,250,1147,0.0001
400,0.747,0.747,171,181,1494,-0.579726606153403,-0.5719356089791541,800,1494,0.0001
401,0.746,0.746,171,181,5565,-0.2327037991559833,-0.23891282850450302,600,5565,0.0001
402,0.745,0.745,171,182,1271,-0.5285053884945976,-0.5325633634709009,900,1271,0.0001
403,0.745,0.745,171,183,1472,-0.5391404084372325,-0.5538887906573892,550,1472,0.0001
404,0.744,0.744,171,184,1140,-0.4781781566203828,-0.48123005825796855,850,1140,0.0001
405,0.744,0.744,171,184,5561,-0.2756557822047948,-0.28085646596872604,150,5561,0.0001
406,0.743,0.743,171,184,5560,-0.27485280057651795,-0.2803127988527118,450,5560,0.0001
407,0.742,0.742,171,184,5563,-0.2750008120144861,-0.276776915201282,600,5563,0.0001
408,0.742,0.742,171,185,1261,-0.5445442870598458,-0.5580377164061137,600,1261,0.0001
409,0.741,0.741,171,185,5566,-0.6492308641790933,-0.7365945214889323,50,5566,0.0001
410,0.74,0.74,172,185,1258,-0.5817135249151324,-0.6195470249019498,900,1258,0.0001
411,0.74,0.74,173,185,1419,-0.5677591185161932,-0.5820350288685813,300,1419,0.0001
412,0.739,0.739,174,185,1161,-0.4574015204801606,-0.4509147145192354,800,1161,0.0001
413,0.738,0.738,175,185,1453,-0.5961691012801471,-0.6135070586667271,300,1453,0.0001
414,0.738,0.738,175,185,5562,-0.2813013790456207,-0.28352946949825963,350,5562,0.0001
415,0.737,0.737,175,185,5554,-0.7014254655680515,-0.7081192173972827,550,5554,0.0001
416,0.737,0.737,176,185,1095,-0.8425697113597165,-0.8857390701744476,800,1095,0.0001
417,0.736,0.736,176,185,5561,-0.28143259077836286,-0.28790653588850756,350,5561,0.0001
418,0.735,0.735,176,186,1256,-0.5498112406918787,-0.5689368518173958,250,1256,0.0001
419,0.735,0.735,177,186,1400,-0.5714349475433602,-0.5796819161326862,500,1400,0.0001
420,0.734,0.734,177,187,1104,-0.5449458100106436,-0.5381666646571006,850,1104,0.0001
421,0.733,0.733,177,187,5561,-0.28696186039071875,-0.29163807376068557,150,5561,0.0001
422,0.733,0.733,177,188,1205,-0.4389760602909799,-0.43883818836347577,900,1205,0.0001
423,0.732,0.732,177,189,1224,-0.43378710891606004,-0.4209558384765604,850,1224,0.0001
424,0.731,0.731,178,189,1219,-0.7041096677412797,-0.7339852191798265,800,1219,0.0001
425,0.731,0.731,178,189,5558,-0.3683467983605901,-0.37420338341519405,200,5558,0.0001
426,0.73,0.73,179,189,1363,-0.6673593316555935,-0.6749711710555676,850,1363,0.0001
427,0.73,0.73,179,190,1020,-0.46433184792616067,-0.47530754719446167,900,1020,0.0001
428,0.729,0.729,179,191,1031,-0.4542193116766309,-0.45509366281292946,850,1031,0.0001
429,0.728,0.728,179,191,5561,-0.1647538717299761,-0.1701353691382641,250,5561,0.0001
430,0.728,0.728,179,192,1269,-0.45362049584825526,-0.4399361626454296,700,1269,0.0001
431,0.727,0.727,179,192,5558,-0.22595041057858137,-0.23137840200343215,450,5558,0.0001
432,0.726,0.726,179,192,5561,-0.3250372106589118,-0.3233843701708737,100,5561,0.0001
433,0.726,0.726,179,193,1363,-0.5158379351548746,-0.5265683791236886,900,1363,0.0001
434,0.725,0.725,179,193,5561,-0.30509518343678754,-0.3071253561381145,550,5561,0.0001
435,0.725,0.725,179,193,5556,-0.4295967801825809,-0.35603192488433794,600,5556,0.0001
436,0.724,0.724,179,193,5565,-0.24744657400591064,-0.25179022772079773,450,5565,0.0001
437,0.723,0.723,179,193,5564,-0.4634055854184721,-0.5520830350114309,200,5564,0.0001
438,0.723,0.723,179,194,1110,-0.6950353547752078,-0.6502951632455637,0,1110,0.0001
439,0.722,0.722,180,194,1149,-0.4171287358175929,-0.433425596766867,850,1149,0.0001
440,0.721,0.721,180,194,5563,-0.2524335837088476,-0.2523837591427296,250,5563,0.0001
441,0.721,0.721,180,195,1139,-0.46011025826517915,-0.4716649603387463,800,1139,0.0001
442,0.72,0.72,180,196,1408,-0.6615391711047871,-0.6631250257960614,550,1408,0.0001
443,0.719,0.719,180,197,1922,-0.5831091696883014,-0.6011267463806288,500,1922,0.0001
444,0.719,0.719,180,197,5565,-0.3178158977921825,-0.3237348441659221,600,5565,0.0001
445,0.718,0.718,180,197,5560,-0.2617200065372061,-0.26704464728489125,400,5560,0.0001
446,0.718,0.718,180,197,5559,-0.30737950794084656,-0.31521633239060415,100,5559,0.0001
447,0.717,0.717,180,198,1124,-0.5426827814009803,-0.5557467101743069,50,1124,0.0001
448,0.716,0.716,181,198,1357,-0.455410170855357,-0.4502765653767377,750,1357,0.0001
449,0.716,0.716,181,198,5564,-0.36128836601456804,-0.36277725346693024,450,5564,0.0001
450,0.715,0.715,181,198,5561,-0.6441490349592507,-0.5560819072092816,100,5561,0.0001
451,0.714,0.714,182,198,1123,-0.5017923818347152,-0.5178759218987815,800,1123,0.0001
452,0.714,0.714,182,198,5561,-0.384549394332594,-0.394133060480775,400,5561,0.0001
453,0.713,0.713,182,198,5563,-0.33972316896165167,-0.3465748692984792,200,5563,0.0001
454,0.712,0.712,182,199,1308,-0.5956329237974188,-0.6114670689764623,50,1308,0.0001
455,0.712,0.712,182,199,5560,-0.22693081476291063,-0.22875965453932282,950,5560,0.0001
456,0.711,0.711,182,199,5568,-0.8352741899920957,-0.928088989680438,500,5568,0.0001
457,0.711,0.711,183,199,1123,-0.4479283269468733,-0.4606236970163547,900,1123,0.0001
458,0.71,0.71,183,199,5562,-0.48765569671680775,-0.4943135333425591,550,5562,0.0001
459,0.709,0.709,184,199,2210,-0.6768119170204794,-0.7288756797532052,950,2210,0.0001
460,0.709,0.709,184,199,5561,-0.35945131412514447,-0.36297939362283793,200,5561,0.0001
461,0.708,0.708,185,199,1104,-0.41823122522407713,-0.43066723020971764,900,1104,0.0001
462,0.707,0.707,186,199,3196,-0.3995358558024308,-0.3993935401397607,0,3196,0.0001
463,0.707,0.707,186,199,5564,-0.28305734999706517,-0.28704363045156506,200,5564,0.0001
464,0.706,0.706,186,199,5560,-0.28035614290441224,-0.28330973522455655,350,5560,0.0001
465,0.706,0.706,186,199,5563,-0.14251577916105593,-0.14329516132065484,600,5563,0.0001
466,0.705,0.705,186,199,5568,-0.8369757204209904,-0.9276512715743499,150,5568,0.0001
467,0.704,0.704,186,199,5567,-0.40767280861578836,-0.40947227368161193,600,5567,0.0001
468,0.704,0.704,186,200,5220,-0.6179771650475616,-0.5416428016455169,350,5220,0.0001
469,0.703,0.703,186,200,5560,-0.13301987372404916,-0.13393517268955,700,5560,0.0001
470,0.702,0.702,187,200,1178,-0.48889013616907173,-0.502134017233788,500,1178,0.0001
471,0.702,0.702,188,200,1380,-0.7495536907665582,-0.74351193733558,450,1380,0.0001
472,0.701,0.701,188,201,3348,-0.3287354626731593,-0.332796268296574,750,3348,0.0001
473,0.7,0.7,188,202,1232,-0.5573213437900212,-0.566010975182422,900,1232,0.0001
474,0.7,0.7,189,202,1274,-0.622377671671156,-0.637208479839367,450,1274,0.0001
475,0.699,0.699,189,202,5564,-0.2247102837355791,-0.22163232666226607,500,5564,0.0001
476,0.699,0.699,189,203,1482,-0.8075840676329127,-0.750544689674792,500,1482,0.0001
477,0.698,0.698,189,204,1128,-0.7679072081980732,-0.7406423666563476,900,1128,0.0001
478,0.697,0.697,189,204,5564,-0.32244760755217516,-0.32784984701424036,550,5564,0.0001
479,0.697,0.697,190,204,1195,-0.5711438963081382,-0.5856117013639226,600,1195,0.0001
480,0.696,0.696,190,205,1434,-0.552683759064709,-0.5277798785357175,750,1434,0.0001
481,0.695,0.695,190,206,1147,-0.5967877915806068,-0.5640437156096041,650,1147,0.0001
482,0.695,0.695,191,206,2804,-0.4454732667475842,-0.4500275409593533,0,2804,0.0001
483,0.694,0.694,191,207,3511,-0.6823783447758621,-0.6048090932305452,750,3511,0.0001
484,0.693,0.693,191,207,5555,-0.12529842725735973,-0.13327585220425095,600,5555,0.0001
485,0.693,0.693,192,207,1490,-0.661933071979617,-0.6753514451457772,350,1490,0.0001
486,0.692,0.692,192,207,5563,-0.6949491061450485,-0.7874604474978463,100,5563,0.0001
487,0.692,0.692,192,207,5556,-0.29523330116453067,-0.3006976152593995,200,5556,0.0001
488,0.691,0.691,192,208,1243,-0.46625205024420635,-0.4824855060140322,650,1243,0.0001
489,0.69,0.69,193,208,1796,-0.5567252737379129,-0.5530803252135297,950,1796,0.0001
490,0.69,0.69,193,208,5562,-0.14869637009013492,-0.14821319014411036,700,5562,0.0001
491,0.689,0.689,194,208,5389,-0.09609089871292259,-0.09166816398972083,700,5389,0.0001
492,0.688,0.688,194,209,2038,-0.6097272601858333,-0.6309122873020891,700,2038,0.0001
493,0.688,0.688,194,209,5565,-0.6014236898599713,-0.5228892529991565,950,5565,0.0001
494,0.687,0.687,194,210,1372,-0.7581983445662474,-0.7388029393300041,750,1372,0.0001
495,0.686,0.686,194,210,5562,-0.2857749881518376,-0.2972978261279817,100,5562,0.0001
496,0.686,0.686,194,210,5562,-0.36457507999964367,-0.36579530139508737,400,5562,0.0001
497,0.685,0.685,194,210,5566,-0.22196906866524643,-0.21438365834724707,700,5566,0.0001
498,0.685,0.685,194,211,1487,-0.5123596879002239,-0.5252937660269981,650,1487,0.0001
499,0.684,0.684,194,211,5560,-0.18707248861210307,-0.19262368167220006,550,5560,0.0001
500,0.683,0.683,194,212,1078,-0.8796501734847267,-0.8391189271793191,50,1078,0.0001
501,0.683,0.683,195,212,1248,-0.4653134029449119,-0.47091641597181066,800,1248,0.0001
502,0.682,0.682,196,212,1077,-0.5170327218746321,-0.5541020916615094,800,1077,0.0001
503,0.681,0.681,196,213,1780,-0.5759688352268713,-0.5841650395750382,850,1780,0.0001
504,0.681,0.681,196,213,5563,-0.3023607654730261,-0.3059259232111158,50,5563,0.0001
505,0.68,0.68,196,214,1240,-0.5951602332305246,-0.595079015848657,900,1240,0.0001
506,0.68,0.68,197,214,1176,-0.5331905253997585,-0.5689318783024587,900,1176,0.0001
507,0.679,0.679,197,214,5564,-0.10796508151744992,-0.10895679585337616,150,5564,0.0001
508,0.678,0.678,197,214,5562,-0.2592344087631618,-0.26065571060603476,200,5562,0.0001
509,0.678,0.678,198,214,1145,-0.41330520200891313,-0.42866238181585464,900,1145,0.0001
510,0.677,0.677,198,214,5563,-0.4893820461581959,-0.40907441451349325,200,5563,0.0001
511,0.676,0.676,199,214,1369,-0.5057490730510544,-0.504257239603696,900,1369,0.0001
512,0.676,0.676,199,214,5563,-0.35494917697614886,-0.43910758604156935,600,5563,0.0001
513,0.675,0.675,199,214,5558,-0.31738922979674755,-0.3517090168564981,600,5558,0.0001
514,0.674,0.674,199,214,5563,-0.11162462071389893,-0.11527331779220255,600,5563,0.0001
515,0.674,0.674,199,214,5555,-0.23131133273366136,-0.22866255143797345,250,5555,0.0001
516,0.673,0.673,199,215,2975,-0.4871138366995538,-0.4787078114837793,850,2975,0.0001
517,0.673,0.673,199,215,5564,-0.1793499566521509,-0.1783217576540173,450,5564,0.0001
518,0.672,0.672,200,215,1732,-0.7281607664825445,-0.7176432359722769,300,1732,0.0001
519,0.671,0.671,200,215,5562,-0.17151328782529826,-0.17002743804855494,350,5562,0.0001
520,0.671,0.671,201,215,2043,-0.7465483210475641,-0.7433716916912092,850,2043,0.0001
521,0.67,0.67,201,216,1197,-0.6142275395456653,-0.6010571420578167,850,1197,0.0001
522,0.669,0.669,201,216,5564,-0.6552745675981562,-0.6040711915352303,350,5564,0.0001
523,0.669,0.669,202,216,1964,-0.6036002885671801,-0.613286462762844,50,1964,0.0001
524,0.668,0.668,202,217,1464,-0.7013861031318841,-0.6954393266245509,650,1464,0.0001
525,0.667,0.667,203,217,1191,-0.9113399772399524,-0.9810485552467088,350,1191,0.0001
526,0.667,0.667,204,217,1219,-0.47582103872192094,-0.4864439155961837,800,1219,0.0001
527,0.666,0.666,204,217,5564,-0.23629652120381248,-0.24212506396904276,200,5564,0.0001
528,0.666,0.666,205,217,2201,-0.6481118970857519,-0.6797801681062717,750,2201,0.0001
529,0.665,0.665,205,217,5562,-0.17260963195862983,-0.17411954071255323,250,5562,0.0001
530,0.664,0.664,205,218,1724,-0.7766032432682186,-0.7762327272798392,350,1724,0.0001
531,0.664,0.664,205,218,5556,-0.640437808212549,-0.7356398481744716,500,5556,0.0001
532,0.663,0.663,205,219,1288,-0.5596651411488437,-0.542099541469697,850,1288,0.0001
533,0.662,0.662,206,219,2955,-0.46741717766284707,-0.4654258947298795,700,2955,0.0001
534,0.662,0.662,206,219,5561,-0.4377788468733233,-0.40902653810835354,300,5561,0.0001
535,0.661,0.661,207,219,1812,-0.8021774779711704,-0.8253795146333293,750,1812,0.0001
536,0.661,0.661,207,220,1234,-0.45562038875949384,-0.4760213674466233,350,1234,0.0001
537,0.66,0.66,207,221,1679,-0.5574913144458615,-0.5642531848789789,550,1679,0.0001
538,0.659,0.659,207,221,5562,-0.4630547548795119,-0.3698481369370671,350,5562,0.0001
539,0.659,0.659,207,222,1260,-0.6505051825473848,-0.6310034864504056,850,1260,0.0001
540,0.658,0.658,208,222,1157,-0.4939062144262302,-0.4939417593214624,900,1157,0.0001
541,0.657,0.657,208,222,5562,-0.2577442399903139,-0.2597056219918476,150,5562,0.0001
542,0.657,0.657,208,223,1297,-0.4834499982068403,-0.4737338158523587,950,1297,0.0001
543,0.656,0.656,208,224,2116,-0.5057077541107008,-0.5142430011823522,850,2116,0.0001
544,0.655,0.655,208,224,5558,-0.11475780907904519,-0.11441881187350517,700,5558,0.0001
545,0.655,0.655,208,224,5558,-0.19904181985537628,-0.20032009280633203,700,5558,0.0001
546,0.654,0.654,208,224,5562,-0.2931102042653391,-0.30246969523430073,600,5562,0.0001
547,0.654,0.654,208,224,5560,-0.14033547568042398,-0.14696132519251018,500,5560,0.0001
548,0.653,0.653,208,224,5564,-0.26779662816652205,-0.24471437395379375,700,5564,0.0001
549,0.652,0.652,208,224,5557,-0.17264441061523134,-0.1718255448998737,700,5557,0.0001
550,0.652,0.652,208,224,5559,-0.21239450028548423,-0.21188743517128794,950,5559,0.0001
551,0.651,0.651,209,224,1154,-0.4916307848640788,-0.4849356666321642,800,1154,0.0001
552,0.65,0.65,209,224,5559,-0.4364259340045542,-0.4249260264019717,600,5559,0.0001
553,0.65,0.65,210,224,1502,-0.5794526690312974,-0.6088605139788353,650,1502,0.0001
554,0.649,0.649,210,224,5566,-0.4094012328222832,-0.38981546686321084,500,5566,0.0001
555,0.649,0.649,210,225,1723,-0.5707917232383912,-0.5733390216650186,750,1723,0.0001
556,0.648,0.648,210,225,5561,-0.30990409065999036,-0.31569068134715506,600,5561,0.0001
557,0.647,0.647,210,226,1948,-0.5329935685224126,-0.5377887699149799,750,1948,0.0001
558,0.647,0.647,210,226,5557,-0.43080293537279635,-0.34711774707479626,700,5557,0.0001
559,0.646,0.646,210,226,5564,-0.18758267069809095,-0.18698939068926482,550,5564,0.0001
560,0.645,0.645,210,227,1309,-0.5953194273114111,-0.5993349136458337,850,1309,0.0001
561,0.645,0.645,210,227,5558,-0.524713972489977,-0.5129210730729853,950,5558,0.0001
562,0.644,0.644,210,227,5564,-0.5251712305017546,-0.44425412162030425,550,5564,0.0001
563,0.643,0.643,210,227,5553,-0.2816106061629054,-0.2860425568266857,500,5553,0.0001
564,0.643,0.643,211,227,1370,-0.5219312202619077,-0.5332741237653064,650,1370,0.0001
565,0.642,0.642,212,227,1087,-0.5300723579533961,-0.5456578406257582,900,1087,0.0001
566,0.642,0.642,212,227,5565,-0.102697833475472,-0.10745192031087183,100,5565,0.0001
567,0.641,0.641,212,227,5564,-0.13524832845898568,-0.12812118766084984,500,5564,0.0001
568,0.64,0.64,212,228,1374,-0.664696392632202,-0.6446700918886259,0,1374,0.0001
569,0.64,0.64,212,228,5561,-0.20281392061445588,-0.1963608356634535,950,5561,0.0001
570,0.639,0.639,212,228,5562,-0.11355334703207742,-0.11434106285328768,300,5562,0.0001
571,0.638,0.638,212,228,5563,-0.24972955427339258,-0.25079263334002433,600,5563,0.0001
572,0.638,0.638,213,228,2385,-0.6768797359136637,-0.6758204042077725,750,2385,0.0001
573,0.637,0.637,213,228,5563,-0.2554932836315117,-0.2623838400589325,350,5563,0.0001
574,0.636,0.636,214,228,1851,-0.6997882544049827,-0.6784850094878352,500,1851,0.0001
575,0.636,0.636,214,228,5562,-0.48427604887769915,-0.4421238320018898,950,5562,0.0001
576,0.635,0.635,214,228,5560,-0.14111786022872835,-0.14549347661082151,600,5560,0.0001
577,0.635,0.635,215,228,1189,-0.4202360002510814,-0.429413563113303,800,1189,0.0001
578,0.634,0.634,215,228,5562,-0.5238038160641922,-0.5961027380654673,250,5562,0.0001
579,0.633,0.633,215,228,5566,-0.2687857336135713,-0.26855106553069724,700,5566,0.0001
580,0.633,0.633,215,228,5555,-0.2753762037614169,-0.27668571610069015,150,5555,0.0001
581,0.632,0.632,215,228,5567,-0.25118006655371655,-0.25144091114305955,400,5567,0.0001
582,0.631,0.631,215,228,5563,-0.22467044698083177,-0.23223886309772632,450,5563,0.0001
583,0.631,0.631,216,228,1874,-0.6087557714640253,-0.6346757492021509,500,1874,0.0001
584,0.63,0.63,216,228,5564,-0.11221458282536463,-0.1115123753409977,100,5564,0.0001
585,0.629,0.629,216,229,1418,-0.5600627443971193,-0.5548835611866961,950,1418,0.0001
586,0.629,0.629,216,229,5564,-0.22484157036895913,-0.2261005198541474,600,5564,0.0001
587,0.628,0.628,216,229,5557,-0.212216361434207,-0.20965638405589335,950,5557,0.0001
588,0.628,0.628,217,229,1243,-0.5642799951378595,-0.5838403003422191,950,1243,0.0001
