episode,episode_step,loss_p1,loss_p2,q_p1,q_p2,eps_p1,eps_p2,reward_p1,reward_p2,opponent_ep
4,1253,0.0,0.07623042911291122,0.0,11.052781105041504,0.995,0.995,84.26651795301967,47.86385681768478,0
4,1753,0.0,0.16294978559017181,0.0,9.963662147521973,0.995,0.995,42.508331484418825,6.075797173625511,0
4,2253,0.0,0.14182165265083313,0.0,11.099531173706055,0.995,0.995,22.894727928088177,-15.481316965412578,0
5,389,0.0,0.11855929344892502,0.0,11.053558349609375,0.994,0.994,-25.79914107652269,-25.79781009002741,300
5,889,0.0,0.22757333517074585,0.0,10.740663528442383,0.994,0.994,-24.24286624397134,-24.297067298011097,300
5,1389,0.0,0.2584807872772217,0.0,11.00625991821289,0.994,0.994,6.221102757681344,-17.245343081912193,300
6,180,0.0,0.22437521815299988,0.0,12.602741241455078,0.993,0.993,-5.964571204433869,-5.964690156025979,50
6,680,0.0,0.18224523961544037,0.0,12.947037696838379,0.993,0.993,-51.39720746093771,-51.41645599952903,50
6,1180,0.0,0.13202069699764252,0.0,13.947068214416504,0.993,0.993,-95.83161138385954,-97.79348208419793,50
6,1680,0.0,0.18083930015563965,0.0,14.814459800720215,0.993,0.993,-133.07854524653743,-133.9861982750798,50
6,2180,0.0,0.01488614734262228,0.0,14.451983451843262,0.993,0.993,-99.82145060966552,-92.25552798316845,50
7,235,0.0,0.182557612657547,0.0,14.832728385925293,0.992,0.992,-9.936945900143373,-9.937713559505301,850
7,735,0.0,0.05860336869955063,0.0,15.50748062133789,0.992,0.992,-29.416540191034724,-39.444943766961785,850
7,1235,0.0,0.35808712244033813,0.0,15.815293312072754,0.992,0.992,-73.6783685422752,-83.67540663435085,850
7,1735,0.0,0.18849560618400574,0.0,16.72114372253418,0.992,0.992,-115.61350869126021,-125.58831884024875,850
7,2235,0.0,0.4474652111530304,0.0,17.080204010009766,0.992,0.992,-153.60572789711492,-165.15650155126812,850
7,2735,0.0,0.1750965416431427,0.0,18.057456970214844,0.992,0.992,-184.71959152665318,-199.02863895235257,850
7,3235,0.0,0.12614989280700684,0.0,20.278640747070312,0.992,0.992,-200.79654574550634,-226.06188335551582,850
7,3735,0.0,0.034660883247852325,0.0,20.57685661315918,0.992,0.992,-158.01181174051493,-146.4629008627981,850
7,4235,0.0,0.1694052815437317,0.0,20.6328182220459,0.992,0.992,-157.66195438922614,-141.04628018736148,850
7,4735,0.0,0.03583461046218872,0.0,21.42314910888672,0.992,0.992,-184.85686101487528,-169.41472195633386,850
7,5235,0.0,0.1221129298210144,0.0,23.26650619506836,0.992,0.992,-217.50004267008546,-202.10726602587775,850
8,597,0.0,0.16280123591423035,0.0,23.48863410949707,0.991,0.991,-36.58289629415843,-37.47805933756038,850
8,1097,0.0,0.29823124408721924,0.0,23.710281372070312,0.991,0.991,-62.27990470581649,-65.84748876099951,850
8,1597,0.0,0.24255552887916565,0.0,25.28413963317871,0.991,0.991,-91.36564938466462,-91.75834883526888,850
8,2097,0.0,0.07983871549367905,0.0,24.7343807220459,0.991,0.991,-4.846635850703606,-26.704800240269194,850
9,506,0.0,0.09452129155397415,0.0,24.844419479370117,0.989,0.989,-9.72606596833138,-16.99695023903596,0
9,1006,0.0,0.17455044388771057,0.0,26.46580696105957,0.989,0.989,-33.782565483152084,-43.195148879484194,0
9,1506,0.0,0.016094641759991646,0.0,28.672584533691406,0.989,0.989,-1.2361740036140798,-14.953128684562081,0
9,2006,0.0,0.07137463986873627,0.0,28.05345916748047,0.989,0.989,6.264066825447692,-0.32827574773847457,0
9,2506,0.0,0.21627305448055267,0.0,28.978933334350586,0.989,0.989,-28.840517372790053,-36.9463390445117,0
9,3006,0.0,0.3581691384315491,0.0,30.320541381835938,0.989,0.989,-59.57360302534255,-66.47028504443624,0
9,3506,0.0,0.08275184780359268,0.0,30.591049194335938,0.989,0.989,-79.47998780371674,-90.209465707102,0
9,4006,0.0,0.19091105461120605,0.0,31.309207916259766,0.989,0.989,-102.65111571804326,-113.38224751169663,0
10,447,0.0,0.13693535327911377,0.0,32.150386810302734,0.988,0.988,-31.7318937973331,-29.754512613415905,450
10,947,0.0,0.17160151898860931,0.0,31.834991455078125,0.988,0.988,-76.72174575068571,-74.78408875990155,450
10,1447,0.0,0.18592022359371185,0.0,32.495540618896484,0.988,0.988,-23.91007028118235,-59.25949292417046,450
10,1947,0.0,0.1913827806711197,0.0,32.12141036987305,0.988,0.988,3.5267018672474455,-37.043416859776144,450
11,415,0.0,0.01271775271743536,0.0,33.643699645996094,0.987,0.987,-27.772622506773153,-27.77766180390998,400
11,915,0.0,0.15255747735500336,0.0,35.5988655090332,0.987,0.987,-72.81909330288354,-74.80608179415283,400
11,1415,0.0,0.0535518079996109,0.0,36.29857635498047,0.987,0.987,-116.38723865588597,-118.34516469135485,400
11,1915,0.0,0.09126417338848114,0.0,38.110694885253906,0.987,0.987,-158.76097165845425,-158.95707542581536,400
11,2415,0.0,0.36962398886680603,0.0,37.894718170166016,0.987,0.987,-193.30778772507261,-196.56205594692813,400
11,2915,0.0,0.1577880084514618,0.0,38.84018325805664,0.987,0.987,-225.0619169050338,-228.26394392685353,400
11,3415,0.0,0.322676420211792,0.0,39.327171325683594,0.987,0.987,-250.52830961676437,-253.7109176780037,400
11,3915,0.0,0.20494255423545837,0.0,39.71735763549805,0.987,0.987,-189.65205271263585,-225.6297646197966,400
12,249,0.0,0.17825847864151,0.0,43.93275451660156,0.986,0.986,-11.923486141065611,-11.922524728141632,200
12,749,0.0,0.22239196300506592,0.0,43.13167190551758,0.986,0.986,-59.236244396367994,-57.27142295073325,200
12,1249,0.0,0.2531087398529053,0.0,44.80527114868164,0.986,0.986,-103.41464562216147,-101.44776576266976,200
12,1749,0.0,0.2325444370508194,0.0,46.8865966796875,0.986,0.986,-145.2418854923403,-143.3257229345606,200
12,2249,0.0,0.2591876983642578,0.0,46.2578010559082,0.986,0.986,-184.62817440849025,-182.81684034798207,200
12,2749,0.0,0.44606712460517883,0.0,46.17254638671875,0.986,0.986,-216.98142208671285,-215.29714586943658,200
12,3249,0.0,0.12855979800224304,0.0,49.21751403808594,0.986,0.986,-244.02140779180303,-243.48933242785702,200
12,3749,0.0,0.2025911957025528,0.0,52.86789321899414,0.986,0.986,-267.628220134243,-268.11176708235075,200
12,4249,0.0,0.09073545038700104,0.0,51.61941909790039,0.986,0.986,-291.3393244950186,-291.8659978325885,200
12,4749,0.0,0.5004669427871704,0.0,52.370723724365234,0.986,0.986,-318.6935856201204,-319.3100686747426,200
12,5249,0.0,0.21222257614135742,0.0,56.08985900878906,0.986,0.986,-351.4888029841398,-350.6724676746148,200
13,338,0.0,0.10124211758375168,0.0,54.358367919921875,0.985,0.985,-19.85760476697334,-19.85591261984991,850
13,838,0.0,0.12744882702827454,0.0,55.989200592041016,0.985,0.985,-67.03595139575631,-67.0300891593819,850
13,1338,0.0,0.1716654747724533,0.0,55.4521369934082,0.985,0.985,-110.9109383407173,-110.9265856109046,850
13,1838,0.0,0.039146821945905685,0.0,56.30821228027344,0.985,0.985,-153.88591048981985,-152.1704462216146,850
13,2338,0.0,0.39926430583000183,0.0,56.0324592590332,0.985,0.985,-189.15483923041091,-190.64050122209363,850
13,2838,0.0,0.1428314447402954,0.0,55.783714294433594,0.985,0.985,-201.79962249145893,-210.16719222159074,850
13,3338,0.0,0.1347019374370575,0.0,55.279659271240234,0.985,0.985,-125.13797485193248,-168.28820774107098,850
14,366,0.0,0.15792927145957947,0.0,53.48021697998047,0.983,0.983,-23.820132153696218,-23.818051145745645,800
14,866,0.0,0.31235605478286743,0.0,56.22332000732422,0.983,0.983,-68.96256201333593,-68.95953247018593,800
14,1366,0.0,0.080332912504673,0.0,56.04557800292969,0.983,0.983,-110.80504733889119,-112.72660401203265,800
14,1866,0.0,0.04701243340969086,0.0,52.74509048461914,0.983,0.983,-153.60319514029246,-155.5432220454577,800
14,2366,0.0,0.1260078102350235,0.0,54.52936935424805,0.983,0.983,-157.38132403546456,-157.0798813270553,800
14,2866,0.0,0.05592944473028183,0.0,52.31663513183594,0.983,0.983,-94.63190663470556,-97.32206916642197,800
15,442,0.0,0.01529027335345745,0.0,50.5848388671875,0.982,0.982,-29.75051247244468,-29.752326025669614,850
15,942,0.0,0.07210376113653183,0.0,50.13957214355469,0.982,0.982,-74.76397044460234,-72.81173924467039,850
15,1442,0.0,0.013625851832330227,0.0,48.577781677246094,0.982,0.982,-116.35862150526596,-116.29208250013698,850
15,1942,0.0,0.04012349247932434,0.0,49.28449249267578,0.982,0.982,-158.61097709537754,-156.76655426793508,850
15,2442,0.0,0.022800246253609657,0.0,48.74953079223633,0.982,0.982,-195.9905227563287,-192.49497558867122,850
15,2942,0.0,0.08744944632053375,0.0,47.332969665527344,0.982,0.982,-227.38622066266728,-222.62560941301678,850
15,3442,0.0,0.015446468256413937,0.0,46.864349365234375,0.982,0.982,-252.62024582667615,-249.0020864637403,850
15,3942,0.0,0.043891020119190216,0.0,45.532875061035156,0.982,0.982,-251.76770184484954,-242.1597483587868,850
15,4442,0.0,0.03319458290934563,0.0,44.16175842285156,0.982,0.982,-234.9708074923048,-221.58298014470805,850
15,4942,0.0,0.030480284243822098,0.0,44.283626556396484,0.982,0.982,-178.21310808759375,-186.7928236491733,850
16,491,0.0,0.20135830342769623,0.0,42.65774154663086,0.981,0.981,-35.67838742190358,-35.67977474977663,400
16,991,0.0,0.03377040848135948,0.0,43.087249755859375,0.981,0.981,-80.56830213533412,-80.59026054259357,400
16,1491,0.0,0.06618288904428482,0.0,42.456329345703125,0.981,0.981,-125.65000687698262,-123.8611340572779,400
16,1991,0.0,0.016688186675310135,0.0,44.10405731201172,0.981,0.981,-165.63121778382504,-163.9615353946673,400
16,2491,0.0,0.027882281690835953,0.0,43.166481018066406,0.981,0.981,-200.81514369189443,-187.59281248830007,400
16,2991,0.0,0.15262281894683838,0.0,43.755653381347656,0.981,0.981,-230.44747152010427,-218.48794048352426,400
16,3491,0.0,0.09520573168992996,0.0,44.48894119262695,0.981,0.981,-176.4674119360152,-177.947920825371,400
16,3991,0.0,0.10938278585672379,0.0,42.88633728027344,0.981,0.981,-104.57022317048745,-124.14126045105581,400
16,4491,0.0,0.09334132820367813,0.0,43.01447296142578,0.981,0.981,-129.78813229929548,-150.431928397123,400
16,4991,0.0,0.17965252697467804,0.0,43.37757873535156,0.981,0.981,-159.78942541908035,-180.46086457741768,400
16,5491,0.0,0.17823085188865662,0.0,43.93398666381836,0.981,0.981,-195.40633197698773,-217.72800050626822,400
17,590,0.0,0.07993513345718384,0.0,43.203182220458984,0.98,0.98,-41.57399851389969,-43.54753847899909,750
17,1090,0.0,0.17055614292621613,0.0,43.0099983215332,0.98,0.98,-88.1865808680543,-88.22788487033252,750
17,1590,0.0,0.07015570998191833,0.0,44.38603973388672,0.98,0.98,-129.07355021248432,-132.83228064162432,750
17,2090,0.0,0.15447011590003967,0.0,45.15713882446289,0.98,0.98,-169.9863719043396,-170.3070944376515,750
17,2590,0.0,0.22705604135990143,0.0,44.48044967651367,0.98,0.98,-205.48679151351593,-205.90167270883785,750
17,3090,0.0,0.0532124787569046,0.0,45.35551834106445,0.98,0.98,-235.16649646761357,-234.31953998943,750
17,3590,0.0,0.5699399709701538,0.0,46.169273376464844,0.98,0.98,-259.4370989340067,-258.55119568089754,750
17,4090,0.0,0.07062388211488724,0.0,46.95660400390625,0.98,0.98,-283.7312322388911,-281.84405348816955,750
17,4590,0.0,0.4483659863471985,0.0,45.90939712524414,0.98,0.98,-309.6334683444938,-306.68918585203863,750
17,5090,0.0,0.07414659112691879,0.0,49.696937561035156,0.98,0.98,-339.3334662318675,-337.6282184205871,750
18,181,0.0,0.23160992562770844,0.0,48.15304946899414,0.979,0.979,-5.964737735416762,-5.964554898502224,200
18,681,0.0,0.17031154036521912,0.0,52.4371452331543,0.979,0.979,-53.38059110222659,-51.405076512620134,200
18,1181,0.0,0.15313220024108887,0.0,51.8159065246582,0.979,0.979,-97.77213540129925,-95.83767877670982,200
18,1681,0.0,0.2796035408973694,0.0,52.92649459838867,0.979,0.979,-139.97276918352875,-139.9011647792625,200
18,2181,0.0,0.1702873855829239,0.0,51.945777893066406,0.979,0.979,-178.32703362821408,-178.1667830984563,200
18,2681,0.0,0.17727656662464142,0.0,54.797645568847656,0.979,0.979,-212.80112504579677,-211.15136878175767,200
18,3181,0.0,0.33238035440444946,0.0,55.56840896606445,0.979,0.979,-240.3575374703115,-237.5635304404531,200
18,3681,0.0,0.12453774362802505,0.0,57.27888488769531,0.979,0.979,-235.2123340120595,-237.3911877876868,200
18,4181,0.0,0.8299422264099121,0.0,55.76433563232422,0.979,0.979,-139.2663302237517,-175.99481654258145,200
19,494,0.0,0.13091996312141418,0.0,58.63144302368164,0.977,0.977,-33.698991302865494,-35.6808673098381,350
19,994,0.0,0.4139518141746521,0.0,58.268917083740234,0.977,0.977,-80.56390346436964,-80.57791632036293,350
19,1494,0.0,0.5383703708648682,0.0,58.71308517456055,0.977,0.977,-121.91079514631993,-123.80015257690566,350
19,1994,0.0,0.9140955805778503,0.0,62.51823425292969,0.977,0.977,-163.7614602108613,-163.84253748845904,350
19,2494,0.0,0.2487669587135315,0.0,62.526187896728516,0.977,0.977,-197.50728029256507,-199.13913965318926,350
19,2994,0.0,0.7904186248779297,0.0,63.21699905395508,0.977,0.977,-222.2814729856096,-222.74076961082216,350
19,3494,0.0,0.6124021410942078,0.0,63.4675178527832,0.977,0.977,-248.2723704274948,-247.7327448405293,350
19,3994,0.0,0.7690452337265015,0.0,64.84463500976562,0.977,0.977,-217.38222370593093,-195.4680519964639,350
20,132,0.0,0.15643759071826935,0.0,65.18470001220703,0.976,0.976,-1.9887536135345547,-1.9888643134139654,0
20,632,0.0,0.9083845615386963,0.0,68.78738403320312,0.976,0.976,-45.50695693864585,-47.487156350592514,0
20,1132,0.0,0.5785089135169983,0.0,67.001220703125,0.976,0.976,-90.08790839349541,-93.96353469779656,0
20,1632,0.0,0.6755086779594421,0.0,72.28702545166016,0.976,0.976,-134.51427824834872,-136.4904225807423,0
20,2132,0.0,0.43443694710731506,0.0,74.42720031738281,0.976,0.976,-175.10993891917312,-177.105531253553,0
20,2632,0.0,0.70498126745224,0.0,74.01045227050781,0.976,0.976,-208.73451320621533,-210.79141216679835,0
20,3132,0.0,1.0286931991577148,0.0,76.73723602294922,0.976,0.976,-236.8595587991966,-238.99067436352266,0
20,3632,0.0,0.8918626308441162,0.0,77.22383880615234,0.976,0.976,-260.9686777374239,-263.1140716782191,0
20,4132,0.0,0.32700979709625244,0.0,83.22760009765625,0.976,0.976,-285.33424634294386,-286.44908788607904,0
20,4632,0.0,0.6923586130142212,0.0,83.32498931884766,0.976,0.976,-310.41881596463935,-313.76516400943467,0
20,5132,0.0,0.21281278133392334,0.0,84.92411041259766,0.976,0.976,-341.87881493727787,-345.19802884781734,0
21,243,0.0,1.4410953521728516,0.0,89.84111785888672,0.975,0.975,-11.921373045103225,-11.92254725769234,950
21,743,0.0,0.8460178375244141,0.0,89.1976089477539,0.975,0.975,-57.25965798131447,-61.20564806895112,950
21,1243,0.0,1.8638416528701782,0.0,91.04280090332031,0.975,0.975,-101.45965591153134,-103.47360092264772,950
21,1743,0.0,0.653893768787384,0.0,92.42689514160156,0.975,0.975,-145.0398514470364,-145.32444015514994,950
21,2243,0.0,2.049203395843506,0.0,96.36632537841797,0.975,0.975,-167.98509851303135,-178.18119756729573,950
21,2743,0.0,0.40394410490989685,0.0,95.6890869140625,0.975,0.975,-187.3158783212522,-202.53176522040496,950
21,3243,0.0,0.24754536151885986,0.0,99.90943908691406,0.975,0.975,-214.09701148347528,-230.60466769405886,950
21,3743,0.0,1.1081715822219849,0.0,98.62043762207031,0.975,0.975,-231.5668110186953,-236.00355482263947,950
21,4243,0.0,0.25670820474624634,0.0,100.48405456542969,0.975,0.975,-255.43747204459987,-234.77762497966884,950
21,4743,0.0,0.5139350295066833,0.0,101.59466552734375,0.975,0.975,-208.4256085579606,-211.44960457316967,950
22,371,0.0,0.5203579664230347,0.0,104.79557800292969,0.974,0.974,-23.81983170373595,-23.820434043258842,250
22,871,0.0,0.37994101643562317,0.0,100.24948120117188,0.974,0.974,-68.97263869560418,-68.98370033396525,250
22,1371,0.0,0.7550159096717834,0.0,104.95123291015625,0.974,0.974,-112.7532233663282,-114.65128985997723,250
22,1871,0.0,0.5260837078094482,0.0,104.99789428710938,0.974,0.974,-155.5492618408791,-155.622352254121,250
22,2371,0.0,0.15699410438537598,0.0,103.693359375,0.974,0.974,-193.724306092045,-193.699499052693,250
22,2871,0.0,0.168654665350914,0.0,105.08480072021484,0.974,0.974,-224.66564739465144,-224.5551419927638,250
22,3371,0.0,0.3504509925842285,0.0,103.6903076171875,0.974,0.974,-250.56778380241403,-249.26096672912226,250
22,3871,0.0,0.029530543833971024,0.0,104.2092514038086,0.974,0.974,-274.8477774249704,-273.53680587363067,250
22,4371,0.0,0.42268693447113037,0.0,102.78608703613281,0.974,0.974,-300.2469839711037,-297.85834373039813,250
22,4871,0.0,0.046297233551740646,0.0,100.94722747802734,0.974,0.974,-328.8499196826282,-326.4850054558583,250
22,5371,0.0,0.25595858693122864,0.0,99.22962188720703,0.974,0.974,-363.15399971453684,-360.75189292498845,250
23,462,0.0,0.024842582643032074,0.0,99.19953155517578,0.973,0.973,-31.730210144591002,-31.726464621655964,100
23,962,0.0,0.31946682929992676,0.0,98.3128433227539,0.973,0.973,-76.70780689951812,-76.6804055960216,100
23,1462,0.0,0.13853830099105835,0.0,95.62049102783203,0.973,0.973,-58.187991145595646,-63.40525613407933,100
23,1962,0.0,0.26823288202285767,0.0,95.86420440673828,0.973,0.973,18.122480442408353,-19.4248622477464,100
24,537,0.0,0.1547223925590515,0.0,92.84297180175781,0.972,0.972,-37.64408513652269,-37.63904145292043,250
24,1037,0.0,0.23175272345542908,0.0,92.18104553222656,0.972,0.972,-82.44031245968937,-80.47535635588878,250
24,1537,0.0,0.05387616902589798,0.0,89.22361755371094,0.972,0.972,-125.46498346001215,-123.52470670373498,250
24,2037,0.0,0.30548757314682007,0.0,89.50933074951172,0.972,0.972,-166.87695430105157,-163.27484433823312,250
24,2537,0.0,0.05797187238931656,0.0,87.68881225585938,0.972,0.972,-203.1342481271666,-199.4920269489494,250
24,3037,0.0,0.1676863431930542,0.0,89.65945434570312,0.972,0.972,-232.3229685110502,-228.56471762095163,250
24,3537,0.0,0.12130125612020493,0.0,87.44715118408203,0.972,0.972,-256.94333805019625,-252.11474211785713,250
24,4037,0.0,0.23822814226150513,0.0,85.36302185058594,0.972,0.972,-280.1174394396079,-275.2977278136482,250
24,4537,0.0,0.09247247129678726,0.0,84.81584930419922,0.972,0.972,-305.50859821507396,-301.8853361043189,250
24,5037,0.0,0.1380418837070465,0.0,84.23004150390625,0.972,0.972,-336.0075256318253,-331.0384560838964,250
25,132,0.0,0.16831998527050018,0.0,83.86389923095703,0.97,0.97,-1.9888643134139654,-1.9888643134139654,450
25,632,0.0,0.12690813839435577,0.0,82.03582000732422,0.97,0.97,-47.49122803125257,-49.459414905801225,450
25,1132,0.0,0.21640264987945557,0.0,82.24659729003906,0.97,0.97,-92.03183227525567,-94.015394976059,450
25,1632,0.0,0.20667435228824615,0.0,81.51206970214844,0.97,0.97,-73.18240638450288,-79.32952261446445,450
25,2132,0.0,0.3535057306289673,0.0,78.31407165527344,0.97,0.97,-91.89896525312018,-80.47651142532715,450
25,2632,0.0,0.09506682306528091,0.0,79.974609375,0.97,0.97,-98.81197878453784,-95.32394636321239,450
26,141,0.0,0.31129753589630127,0.0,79.408935546875,0.969,0.969,-1.988837566385651,-1.9888626433951109,350
26,641,0.0,0.6852584481239319,0.0,77.71461486816406,0.969,0.969,-47.4684768918263,-47.486520224251024,350
26,1141,0.0,0.20793357491493225,0.0,80.70011901855469,0.969,0.969,-90.05310097667468,-93.94905406847361,350
26,1641,0.0,0.7108184695243835,0.0,78.86016082763672,0.969,0.969,-132.48806542067535,-138.18331336786034,350
26,2141,0.0,0.2350197732448578,0.0,82.07447814941406,0.969,0.969,-171.23334906713598,-178.49014136831383,350
26,2641,0.0,0.3122099041938782,0.0,80.17961883544922,0.969,0.969,-206.2752624868678,-211.93731347250213,350
26,3141,0.0,0.0718117356300354,0.0,80.75390625,0.969,0.969,-234.29643921401728,-241.0758746959838,350
26,3641,0.0,0.34042125940322876,0.0,82.83873748779297,0.969,0.969,-258.34423292395275,-265.1027446119849,350
26,4141,0.0,0.3303251564502716,0.0,82.25445556640625,0.969,0.969,-234.4693063285059,-247.27749640825246,350
26,4641,0.0,0.1957429200410843,0.0,82.52503204345703,0.969,0.969,-248.529450425964,-255.25181758170925,350
26,5141,0.0,0.4542892575263977,0.0,83.55160522460938,0.969,0.969,-243.77456808659014,-250.74467042452198,350
27,237,0.0,0.4621601104736328,0.0,80.9979476928711,0.968,0.968,-9.93651105545746,-9.936860442537782,500
27,737,0.0,0.09883353114128113,0.0,82.48663330078125,0.968,0.968,-57.26981958300648,-57.277811152297446,500
27,1237,0.0,0.8159215450286865,0.0,84.62781524658203,0.968,0.968,-101.47293980689481,-101.51947940216935,500
27,1737,0.0,0.13501228392124176,0.0,83.77141571044922,0.968,0.968,-143.32611508925933,-145.19804974201642,500
27,2237,0.0,0.7725299596786499,0.0,85.93688201904297,0.968,0.968,-181.19265603095062,-183.04673043265663,500
27,2737,0.0,0.5085231065750122,0.0,84.44839477539062,0.968,0.968,-207.39707644088384,-215.52614535658202,500
27,3237,0.0,0.6472989320755005,0.0,82.89473724365234,0.968,0.968,-160.99588274769846,-177.77985076903414,500
27,3737,0.0,0.9359516501426697,0.0,84.31495666503906,0.968,0.968,-148.4982135255645,-155.08863135942218,500
28,271,0.0,0.39446577429771423,0.0,86.48429870605469,0.967,0.967,-13.906959072734361,-15.892425675340942,800
28,771,0.0,0.10300055891275406,0.0,86.36451721191406,0.967,0.967,-59.21704879578789,-61.20791942104234,800
28,1271,0.0,0.7270472049713135,0.0,90.70467376708984,0.967,0.967,-103.34282312082222,-105.35481345325947,800
28,1771,0.0,0.20351962745189667,0.0,93.88299560546875,0.967,0.967,-145.00929101221843,-147.00465312425015,800
28,2271,0.0,1.0030831098556519,0.0,89.24774169921875,0.967,0.967,-182.5638598479467,-186.0611276316517,800
28,2771,0.0,1.5016324520111084,0.0,91.17300415039062,0.967,0.967,-214.64316023471534,-218.04513514400298,800
28,3271,0.0,0.6474950909614563,0.0,92.50502014160156,0.967,0.967,-218.14352520817812,-221.5068417649089,800
28,3771,0.0,0.6770938634872437,0.0,94.0209732055664,0.967,0.967,-127.14996327576974,-153.6050788926595,800
29,343,0.0,2.072415828704834,0.0,94.52824401855469,0.966,0.966,-21.839645475928627,-19.85530042425357,200
29,843,0.0,0.811829686164856,0.0,94.70576477050781,0.966,0.966,-65.09149641234407,-63.09838886235024,200
29,1343,0.0,0.6179361939430237,0.0,96.7917251586914,0.966,0.966,-108.95047169133079,-108.85209103987614,200
29,1843,0.0,0.14928022027015686,0.0,100.76203155517578,0.966,0.966,-150.1180835025465,-149.96881851511273,200
29,2343,0.0,1.0820831060409546,0.0,97.92239379882812,0.966,0.966,-186.99075915150544,-186.7888695990269,200
