episode,epsilon_p1,epsilon_p2,score_p1,score_p2,avg_duration,avg_reward_p1,avg_reward_p2,opponent_ep,episode_step,lr
1,0.999,0.999,0,1,2662,0.0,0.0,0,2662,0.0001
2,0.997,0.997,0,2,3326,0.0,0.0,1050,3326,0.0001
3,0.996,0.996,0,3,4598,0.0,0.0,750,4598,0.0001
4,0.994,0.994,1,3,1315,0.0,0.0,1200,1315,0.0001
