episode,raw_total,after_scale,balance,duration,on_hit,episode_reward
37,-1.5957020666152095,-0.6147477736903766,1.0,-0.2957020666152094,-0.3,7.980072807602101
38,-1.5957001743440058,-0.6147474928406462,1.0,-0.29570017434400575,-0.3,7.98087682115254
39,0.40423497773238287,0.2878684722589366,1.0,-0.2957650222676171,-0.3,8.596412770031424
40,0.40452354239870597,0.28801478237085526,1.0,-0.295476457601294,-0.3,8.598228521284947
41,0.4045793436046506,0.2880430681590091,1.0,-0.29542065639534937,-0.3,8.597973059445941
42,0.4043074023099081,0.28790519913579715,1.0,-0.295692597690092,-0.3,8.59658777692699
43,-1.5951512009450068,-0.61466599725062,1.0,-0.2951512009450069,-0.3,7.982882719656528
44,0.4049221131652559,0.2882167697204054,1.0,-0.2950778868347442,-0.3,8.599374914070891
45,0.40419594139442633,0.287848675159282,1.0,-0.2958040586055737,-0.3,8.310303093469306
46,-1.5949840165188514,-0.6146411717242516,1.0,-0.2949840165188514,-0.3,7.983903297686316
47,0.4041940907025319,0.28784773656205154,1.0,-0.2958059092974681,-0.3,8.309111932801112
48,-1.5951922002673298,-0.6146720848278635,1.0,-0.29519220026732984,-0.3,7.9833299932947765
49,-1.5950596704306068,-0.6146524061105436,1.0,-0.2950596704306068,-0.3,7.982697315429142
50,0.4041425715268508,0.2878216070946344,1.0,-0.2958574284731493,-0.3,8.595785984715778
51,0.4039544568926889,0.28772618293241764,1.0,-0.2960455431073111,-0.3,8.30825767204185
52,0.40477231336776104,0.2881408677519928,1.0,-0.295227686632239,-0.3,8.598574463172431
53,-1.5954922870877262,-0.614716635847895,1.0,-0.29549228708772607,-0.3,7.981339789157383
54,-1.59548338919767,-0.6147153150114647,1.0,-0.29548338919767014,-0.3,7.981510069188145
55,-1.5952005714488535,-0.6146733277568145,1.0,-0.2952005714488535,-0.3,7.9825089622044265
56,-1.5950262949923344,-0.6146474500355866,1.0,-0.29502629499233446,-0.3,7.984168120891616
57,0.40412522291770453,0.28781280780495616,1.0,-0.2958747770822955,-0.3,8.595859283099417
58,0.40448898069367106,0.28799726181824203,1.0,-0.29551101930632895,-0.3,8.59732685936904
59,-1.59540359360833,-0.6147034694478006,1.0,-0.29540359360832996,-0.3,7.981461349487914
60,-1.5946994661419116,-0.6145989109532938,1.0,-0.2946994661419115,-0.3,7.985300787777529
61,0.40423684480908323,0.2878694191107358,1.0,-0.2957631551909168,-0.3,8.596500568122135
62,-1.595269131225082,-0.6146835070134111,1.0,-0.295269131225082,-0.3,7.982366753270601
63,0.40542188700136644,0.288469882781164,1.0,-0.2945781129986335,-0.3,8.602509608180801
64,0.40475777047111144,0.2881334981584537,1.0,-0.2952422295288885,-0.3,8.312485441132358
65,0.4040952480075775,0.2877976038883345,1.0,-0.29590475199242244,-0.3,8.59590422990072
66,0.40440217206428825,0.2879532516457659,1.0,-0.29559782793571177,-0.3,8.597233904945256
67,-1.5953622046645808,-0.6146973250197122,1.0,-0.2953622046645807,-0.3,7.982097589539258
68,0.40415539711512954,0.2878281121487525,1.0,-0.2958446028848705,-0.3,8.595923577333881
69,0.40416917885428444,0.28783510202386126,1.0,-0.2958308211457156,-0.3,8.595834649025
70,-1.5956650305670625,-0.6147422767484236,1.0,-0.29566503056706256,-0.3,7.9808889920375305
71,-1.595318433861242,-0.6146908267775728,1.0,-0.29531843386124207,-0.3,7.981666016763357
72,-1.595106693732067,-0.6146593886042184,1.0,-0.2951066937320671,-0.3,7.98262313666878
73,0.40438769238717726,0.2879459102207022,1.0,-0.2956123076128228,-0.3,8.596994784400298
74,0.4046246355603303,0.2880660251262916,1.0,-0.2953753644396697,-0.3,8.598382505691312
75,0.40421356001226233,0.28785761049674846,1.0,-0.2957864399877376,-0.3,8.3094796383147
76,-1.5951364061330615,-0.6146638004704842,1.0,-0.2951364061330616,-0.3,7.983339818442206
77,0.4044527047629161,0.28797887133635536,1.0,-0.29554729523708384,-0.3,8.596677260980538
78,0.40446052558574613,0.28798283626879534,1.0,-0.2955394744142538,-0.3,8.597963326987507
79,-1.5953985641776094,-0.6147027228101805,1.0,-0.29539856417760946,-0.3,7.98111358130752
80,-1.5952680990997692,-0.6146833537749438,1.0,-0.29526809909976925,-0.3,7.982448317345047
81,-1.5957715511510668,-0.6147580862589541,1.0,-0.29577155115106674,-0.3,7.979902769097782
82,0.40423311140320367,0.2878675257837119,1.0,-0.2957668885967964,-0.3,8.59625134896375
83,-0.8971774328746749,-0.47290117272544074,1.0,-0.29717743287467485,0.4,7.823791110236349
84,-1.5951890576640955,-0.6146716182211056,1.0,-0.2951890576640955,-0.3,7.983288204418093
85,-1.5955580285463773,-0.6147263944778601,1.0,-0.2955580285463773,-0.3,7.980906407990289
86,0.404379987585805,0.2879420037029673,1.0,-0.29562001241419494,-0.3,8.596856237130035
87,0.40444684731590513,0.2879759017501159,1.0,-0.29555315268409493,-0.3,8.597233826236998
88,0.4046246355603303,0.2880660251262916,1.0,-0.2953753644396697,-0.3,8.597345463987583
89,0.40422472216541655,0.2878632713018132,1.0,-0.2957752778345835,-0.3,8.596257517231678
90,-1.5952835595643708,-0.6146856491597187,1.0,-0.29528355956437086,-0.3,7.9814932922297865
91,0.4042658802836879,0.2878841435654754,1.0,-0.2957341197163121,-0.3,8.595938798208861
92,-1.594757517966195,-0.6146075334300166,1.0,-0.2947575179661951,-0.3,7.983685753749389
93,0.40425930813198835,0.2878808107526473,1.0,-0.29574069186801166,-0.3,8.310104350903396
94,0.40451265421878096,0.28800926285977774,1.0,-0.2954873457812191,-0.3,8.597093503313994
95,0.40456433594448843,0.2880354609548321,1.0,-0.2954356640555116,-0.3,8.597597076800795
96,-1.5951869615611158,-0.6146713069957559,1.0,-0.29518696156111585,-0.3,7.981465464501074
97,-1.595431666381877,-0.6147076369018664,1.0,-0.295431666381877,-0.3,7.981351645801628
98,-1.5950273747990922,-0.6146476103831389,1.0,-0.2950273747990921,-0.3,7.982704162098052
99,-1.595680259763133,-0.6147445371059476,1.0,-0.295680259763133,-0.3,7.932192788912452
100,0.4042969875328472,0.2878999179818368,1.0,-0.2957030124671528,-0.3,8.308882551072958
101,-1.59547447537303,-0.6147139918005641,1.0,-0.2954744753730302,-0.3,7.981694661390795
102,-1.5953682826213995,-0.6146982273398324,1.0,-0.29536828262139947,-0.3,7.981064609294102
103,0.40458636248713725,0.28804662589114544,1.0,-0.29541363751286276,-0.3,8.597525313835796
104,0.40467339447879286,0.2880907377255108,1.0,-0.29532660552120715,-0.3,8.596889841169139
105,-0.895247413676699,-0.4723644033049792,1.0,-0.295247413676699,0.4,8.124798726372074
106,-1.595603625004246,-0.6147331625034372,1.0,-0.2956036250042459,-0.3,7.980696494196563
107,-1.595115199726531,-0.6146606516329686,1.0,-0.295115199726531,-0.3,7.982254220406729
108,-1.595415643903022,-0.6147052583469111,1.0,-0.29541564390302194,-0.3,7.980742964131222
109,0.40423311140320367,0.2878675257837119,1.0,-0.2957668885967964,-0.3,8.59659974697337
110,0.4049135618130138,0.2882124372765544,1.0,-0.2950864381869862,-0.3,8.59836674351517
111,0.40432639702151557,0.2879148308249887,1.0,-0.29567360297848444,-0.3,8.596458722837538
112,-1.595011155382242,-0.6146452018420318,1.0,-0.2950111553822419,-0.3,7.982982355904407
113,-1.5955021549739186,-0.6147181006636271,1.0,-0.2955021549739185,-0.3,7.981322894329276
114,0.40440217206428825,0.2879532516457659,1.0,-0.29559782793571177,-0.3,8.597235385165712
115,-1.595538495935266,-0.6147234951182399,1.0,-0.295538495935266,-0.3,7.981380264651412
116,0.4042209984661996,0.28786138286474955,1.0,-0.29577900153380043,-0.3,8.596037139116033
117,-1.5953479946249047,-0.6146952154119409,1.0,-0.29534799462490474,-0.3,7.98167129009036
118,0.40451859027430653,0.2880122720164942,1.0,-0.29548140972569353,-0.3,8.597189844418354
119,-1.5957659555256305,-0.614757255802939,1.0,-0.2957659555256304,-0.3,7.9803749345141775
120,-1.5954903111546073,-0.614716342533697,1.0,-0.2954903111546072,-0.3,7.981313161345852
121,1.1039264840830239,0.5246982213659236,1.0,-0.29607351591697606,0.4,8.545379218074455
122,-1.5951564749149747,-0.6146667803401862,1.0,-0.29515647491497465,-0.3,7.982802221325518
123,-1.5954476380412084,-0.6147100078833789,1.0,-0.29544763804120844,-0.3,7.981436033869167
124,-1.595285617495648,-0.6146859546946659,1.0,-0.295285617495648,-0.3,7.982200889423872
125,-1.5956411373201245,-0.6147387303961239,1.0,-0.29564113732012454,-0.3,7.98102253991092
126,-1.5956487961377284,-0.6147398671623143,1.0,-0.29564879613772826,-0.3,7.980845274549538
127,0.4043954094917542,0.28794982293348814,1.0,-0.2956045905082458,-0.3,8.596569923120766
128,0.4043703738592322,0.2879371292545968,1.0,-0.29562962614076777,-0.3,8.596534608787366
129,-1.5954346649347524,-0.6147080820371413,1.0,-0.29543466493475246,-0.3,7.981159471697634
130,0.4042089170286807,0.2878552558147762,1.0,-0.29579108297131923,-0.3,8.30954969578617
131,0.4043159405375714,0.28790952866546504,1.0,-0.2956840594624286,-0.3,8.309921977349907
132,0.40451166556444457,0.2880087616800816,1.0,-0.2954883344355555,-0.3,8.597194497644178
133,-1.5949161343000542,-0.6146310908542185,1.0,-0.2949161343000542,-0.3,7.984228601900987
134,0.4044527047629161,0.28797887133635536,1.0,-0.29554729523708384,-0.3,8.597415264654138
135,-1.5955881507317786,-0.6147308656351863,1.0,-0.29558815073177863,-0.3,7.981008099225864
136,0.40436461482379477,0.28793420921854423,1.0,-0.2956353851762053,-0.3,8.597032905583871
137,-1.5946083941118296,-0.6145853831856142,1.0,-0.29460839411182954,-0.3,7.985282404510429
138,1.1037066197526926,0.5246485462323839,1.0,-0.2962933802473073,0.4,8.258023674624866
139,0.40353902492194965,0.2875153577894924,1.0,-0.29646097507805036,-0.3,7.971560636184273
140,-1.5956084505995123,-0.6147338787677978,1.0,-0.2956084505995123,-0.3,7.980597246834652
141,0.40468361107719925,0.28809591561110515,1.0,-0.2953163889228007,-0.3,8.311368777223835
142,0.4044978450260815,0.2880017555445733,1.0,-0.2955021549739185,-0.3,8.597977431660638
143,-1.594897376705373,-0.6146283051587743,1.0,-0.2948973767053728,-0.3,7.984322466008432
144,0.4043588626798755,0.2879312926528305,1.0,-0.29564113732012454,-0.3,8.596975266548215
145,0.404858305316336,0.2881844409391685,1.0,-0.29514169468366397,-0.3,8.599237276122743
146,-1.5975976973775337,-0.615028916521764,1.0,-0.2975976973775336,-0.3,7.5837872429369355
147,0.4036950609028212,0.28759455821065205,1.0,-0.2963049390971788,-0.3,8.209393760868101
148,-1.5963074117186429,-0.6148375976256051,1.0,-0.29630741171864294,-0.3,7.83040929773845
149,-1.5954386602276742,-0.6147086751369115,1.0,-0.2954386602276742,-0.3,7.981575597918956
150,-0.8975904563402795,-0.4730158993692377,1.0,-0.29759045634027964,0.4,7.725023797982616
151,1.1026037826941928,0.524399219562594,1.0,-0.29739621730580734,0.4,7.772390880096634
152,-0.8980048643181489,-0.4731309604102378,1.0,-0.2980048643181489,0.4,7.627892182724725
153,-0.8968597886598779,-0.47281290584661767,1.0,-0.29685978865987794,0.4,7.873915507576835
154,-0.8978053523491891,-0.4730755718640192,1.0,-0.29780535234918915,0.4,7.342256487400755
155,-0.898012355617694,-0.4731330399192489,1.0,-0.29801235561769396,0.4,7.341967396669609
156,-0.8981194449422314,-0.47316276503851173,1.0,-0.2981194449422316,0.4,7.579512431960064
157,-0.8971214835014667,-0.47288562767507825,1.0,-0.2971214835014667,0.4,7.776346122799293
158,-0.8980926197378056,-0.473155319397356,1.0,-0.2980926197378055,0.4,7.293312501471351
159,-0.8952276866322388,-0.4723589112519936,1.0,-0.295227686632239,0.4,8.07454664457023
160,-0.8979608046801577,-0.4731187295680119,1.0,-0.29796080468015773,0.4,7.342287674080272
161,1.1020310751906943,0.5242696400626328,1.0,-0.29796892480930587,0.4,8.150058743572295
162,1.1028785164985333,0.5244613551594589,1.0,-0.2971214835014667,0.4,8.059146376756713
163,1.1022626617598292,0.5243220468165057,1.0,-0.29773733824017096,0.4,7.723391956083321
164,-0.8981467991928702,-0.47317035730575746,1.0,-0.29814679919287024,0.4,7.53118469577556
165,1.1028045668604332,0.5244446318218541,1.0,-0.29719543313956687,0.4,7.870403880456557
166,0.40261157837252065,0.28704424274015994,1.0,-0.2973884216274794,-0.3,8.248967122060465
167,0.40234019686637407,0.2869062712210853,1.0,-0.2976598031336259,-0.3,7.438978269543686
168,-0.896913384266024,-0.4728278010506359,1.0,-0.296913384266024,0.4,7.58658402283751
169,-1.5974325131440104,-0.6150044342096996,1.0,-0.2974325131440104,-0.3,7.58567498448458
170,-0.8978429376368311,-0.4730860071881466,1.0,-0.29784293763683095,0.4,7.677392213154769
171,-0.897923650223794,-0.47310841514510615,1.0,-0.29792365022379397,0.4,7.391264349454179
172,-0.8974566475912602,-0.47297873642095745,1.0,-0.2974566475912603,0.4,7.488083081151199
173,1.101364891188525,0.5241188219174998,1.0,-0.2986351088114749,0.4,7.669713568775779
174,-0.8982354961075791,-0.4731949739373503,1.0,-0.29823549610757916,0.4,7.244943874132732
175,-0.8982932495192668,-0.47321100138071664,1.0,-0.29829324951926667,0.4,7.244859174422356
176,0.40198530866140875,0.28672576394200405,1.0,-0.2980146913385912,-0.3,7.81618124666356
177,1.1020856129627639,0.5242819826969084,1.0,-0.2979143870372362,0.4,8.10204239588848
178,-0.8972950523502141,-0.47293384929176846,1.0,-0.29729505235021403,0.4,7.775015203608776
179,1.1021885121661485,0.5243052684320996,1.0,-0.29781148783385153,0.4,8.198639095217715
180,-0.8955277198014588,-0.47244242880038606,1.0,-0.295527719801459,0.4,7.787642570198077
181,1.102231793472717,0.5243150621615893,1.0,-0.2977682065272828,0.4,7.960852312356259
182,0.40260557980263095,0.2870411936185824,1.0,-0.297394420197369,-0.3,7.773519821625827
183,0.40274741785866436,0.28711328406754105,1.0,-0.29725258214133565,-0.3,8.05980584000285
184,-0.8979507327320633,-0.4731159335413731,1.0,-0.29795073273206324,0.4,7.531500468460382
185,-0.8983138517276479,-0.4732167185684791,1.0,-0.298313851727648,0.4,7.244822197781743
186,-0.8984580710409473,-0.47325673647788913,1.0,-0.29845807104094735,0.4,7.196458882084451
187,-0.8977697657233228,-0.47306569107509394,1.0,-0.2977697657233227,0.4,7.677480006432276
188,-0.8978888406108927,-0.47309875130615137,1.0,-0.2978888406108927,0.4,7.628497792004582
189,-0.8977956055199094,-0.47307286564927753,1.0,-0.29779560551990947,0.4,7.628510308904798
190,0.40313169276158395,0.28730852195930184,1.0,-0.29686830723841606,-0.3,7.396651772155029
191,-1.5976065820259178,-0.6150302332464515,1.0,-0.29760658202591767,-0.3,7.487490072586831
192,1.1022453484859895,0.5243181293181658,1.0,-0.2977546515140105,0.4,7.675049899008904
193,0.40394919822287917,0.28772351502048554,1.0,-0.2960508017771208,-0.3,8.308244082301734
194,-0.8972838691147464,-0.47293074258487744,1.0,-0.29728386911474647,0.4,7.4887249857880995
195,0.40451166556444457,0.2880087616800816,1.0,-0.2954883344355555,-0.3,8.597589238593876
196,1.1020040653185132,0.5242635271266844,1.0,-0.2979959346814868,0.4,8.101867945719482
197,-0.8974531287541432,-0.47297775905716616,1.0,-0.2974531287541432,0.4,7.7259123291188025
198,-0.8951701629175215,-0.47234289586928224,1.0,-0.29517016291752135,0.4,8.12530862899906
199,-1.5943943784444512,-0.6145535897284896,1.0,-0.29439437844445115,-0.3,7.987173934972291
200,-1.5951785688697475,-0.6146700608600046,1.0,-0.2951785688697474,-0.3,7.982255261613491
201,0.40413799968593916,0.28781928825822817,1.0,-0.2958620003140608,-0.3,8.309302076913898
202,1.1024039718575471,0.5243540188347032,1.0,-0.2975960281424529,0.4,7.772291235837701
203,0.40235763312683553,0.28691513749577496,1.0,-0.2976423668731645,-0.3,8.151513181658874
204,0.40470821359438486,0.28810838413111606,1.0,-0.29529178640561515,-0.3,8.311714313319966
205,0.40395095040559276,0.2877244039678835,1.0,-0.29604904959440725,-0.3,8.210656392042104
206,-0.8978514881563031,-0.47308838112961865,1.0,-0.2978514881563031,0.4,7.390499543741436
207,0.40499534578914215,0.2882538700237963,1.0,-0.29500465421085786,-0.3,8.598855699087546
208,-0.8969287420805463,-0.4728320691144135,1.0,-0.2969287420805464,0.4,7.586907697471925
209,1.102623010516175,0.5244035687812105,1.0,-0.29737698948382496,0.4,7.773903656864821
210,0.40466625488899827,0.2880871192573615,1.0,-0.29533374511100174,-0.3,8.597433844991365
211,-1.59503816119434,-0.6146492121180367,1.0,-0.2950381611943401,-0.3,7.982429495875332
212,1.102095404702411,0.5242841986319989,1.0,-0.2979045952975891,0.4,8.101427689443724
213,-0.898101600346862,-0.47315781209116603,1.0,-0.298101600346862,0.4,7.341794735436277
214,-1.5950478508256867,-0.614650650976697,1.0,-0.29504785082568674,-0.3,7.983011018231788
215,-1.5951215704283654,-0.6146615975933125,1.0,-0.29512157042836534,-0.3,7.981953154479311
216,0.40502033808468224,0.2882665304594838,1.0,-0.2949796619153178,-0.3,8.599602239992699
217,0.40451265421878096,0.28800926285977774,1.0,-0.2954873457812191,-0.3,8.311098779354472
218,0.40454439514224944,0.2880253529481907,1.0,-0.2954556048577506,-0.3,8.597847151398085
219,-1.5949861925376836,-0.6146414948658814,1.0,-0.29498619253768354,-0.3,7.9829603218227865
220,-1.5943460587024152,-0.6145464107821611,1.0,-0.2943460587024152,-0.3,7.987239514616409
221,0.4041654996681226,0.28783323601359523,1.0,-0.29583450033187747,-0.3,8.310004020763646
222,0.40475051409837387,0.2881298209441548,1.0,-0.2952494859016261,-0.3,8.312515735728775
223,0.40385134063059874,0.2876738647050705,1.0,-0.29614865936940127,-0.3,8.02152613435904
224,1.1039221296289798,0.5246972376414203,1.0,-0.29607787037102007,0.4,8.496501937324618
225,-1.595431666381877,-0.6147076369018664,1.0,-0.295431666381877,-0.3,7.981951902801206
226,0.4040287500910998,0.28776387240281553,1.0,-0.2959712499089003,-0.3,8.02217034655161
227,1.1036199158473612,0.5246289538967457,1.0,-0.2963800841526389,0.4,7.922296433435085
228,-1.5953571341758608,-0.6146965722628599,1.0,-0.2953571341758607,-0.3,7.1220505042390885
229,-1.5949818396448274,-0.6146408484550825,1.0,-0.29498183964482744,-0.3,7.983469828125121
230,0.40493818329786474,0.2882249113248086,1.0,-0.2950618167021353,-0.3,8.599616112564103
231,0.40426212364134856,0.2878822385332654,1.0,-0.29573787635865145,-0.3,8.309488088778675
232,-1.5952763503892726,-0.6146845788310724,1.0,-0.2952763503892727,-0.3,7.98155202196277
233,-1.5949643938304634,-0.6146382577049985,1.0,-0.2949643938304633,-0.3,7.983216944821606
234,-1.5950500017481122,-0.6146509703757667,1.0,-0.2950500017481121,-0.3,7.982341472504716
235,0.4044801322181986,0.28799277607392954,1.0,-0.29551986778180145,-0.3,8.310921566415292
236,-1.5949436056058108,-0.6146351705525632,1.0,-0.2949436056058108,-0.3,7.983605809201285
237,-1.5955794247408057,-0.6147295704118706,1.0,-0.29557942474080573,-0.3,7.980223320186211
238,-1.5950543010544365,-0.6146516087953633,1.0,-0.2950543010544364,-0.3,7.9821563771075805
239,1.103769944337492,0.5246628545618306,1.0,-0.2962300556625081,0.4,7.971532439783019
240,0.40451958030546536,0.2880127738891952,1.0,-0.2954804196945346,-0.3,8.31043928742178
241,0.4044283448450204,0.2879665212749956,1.0,-0.29557165515497963,-0.3,8.597158615452523
242,-1.5952979479957083,-0.6146877853572543,1.0,-0.29529794799570824,-0.3,7.981674780759487
243,-1.5948630103153865,-0.6146232012924423,1.0,-0.2948630103153864,-0.3,7.9831027801480055
244,-1.595498210174226,-0.6147175150882213,1.0,-0.2954982101742262,-0.3,7.981269681161535
245,0.40436461482379477,0.28793420921854423,1.0,-0.2956353851762053,-0.3,8.309759190407181
246,0.40417194018164043,0.2878365025079177,1.0,-0.2958280598183596,-0.3,8.023352514429229
247,1.1036728614934965,0.5246409181273305,1.0,-0.2963271385065035,0.4,8.495427856980161
248,-1.5948217181947124,-0.6146170686841149,1.0,-0.29482171819471237,-0.3,7.983256580673132
249,-1.5952650014988394,-0.6146828938769368,1.0,-0.29526500149883933,-0.3,7.98199008969044
250,-1.5948161151990716,-0.6146162365253844,1.0,-0.29481611519907164,-0.3,7.98404720183218
251,0.4049306779974003,0.2882211089408282,1.0,-0.29506932200259967,-0.3,8.59921950403447
252,-0.8958620003140609,-0.47253544834257766,1.0,-0.2958620003140608,0.4,7.735458324108361
253,-1.5946880154748533,-0.6145972101324135,1.0,-0.29468801547485335,-0.3,7.984586104074702
254,0.4051559245884067,0.28833520714584293,1.0,-0.2948440754115933,-0.3,8.599886839552704
255,0.40457033364588396,0.2880385011377316,1.0,-0.295429666354116,-0.3,8.597308956832693
256,0.40447031914615345,0.28798780126022944,1.0,-0.2955296808538465,-0.3,8.596400972436252
257,-1.595680259763133,-0.6147445371059476,1.0,-0.295680259763133,-0.3,7.9805364829077305
258,0.40196208989229937,0.2867139509622394,1.0,-0.2980379101077007,-0.3,8.101695450607078
259,-1.5955070815621628,-0.6147188319755506,1.0,-0.2955070815621629,-0.3,7.981022550647572
260,0.40436557418426095,0.28793469565012697,1.0,-0.29563442581573907,-0.3,8.595662017247276
261,0.404379987585805,0.2879420037029673,1.0,-0.29562001241419494,-0.3,8.596728186856298
262,-0.8980984615691634,-0.473156940882141,1.0,-0.2980984615691634,0.4,7.579616070340258
263,1.1046185732486489,0.5248545210468141,1.0,-0.2953814267513513,0.4,8.548528031374806
264,1.1030050556193767,0.5244899686151824,1.0,-0.2969949443806232,0.4,8.108326731051283
265,1.1029188143782567,0.5244704678265684,1.0,-0.29708118562174324,0.4,7.584746239805852
266,-0.897118856687199,-0.47288489781487525,1.0,-0.29711885668719906,0.4,7.823545283181767
267,1.1034917544236644,0.5245999905172007,1.0,-0.29650824557633576,0.4,8.444461978818014
268,1.1025900425366204,0.5243961115721952,1.0,-0.2974099574633796,0.4,8.296680208323885
269,-1.5975054457811848,-0.6150152440973014,1.0,-0.29750544578118476,-0.3,7.5854618074699856
270,1.1029441780464135,0.5244762032014674,1.0,-0.29705582195358643,0.4,8.059896164554
271,1.1019547128033373,0.5242523571469726,1.0,-0.2980452871966627,0.4,8.101902526280242
272,1.1021384922759125,0.5242939493880183,1.0,-0.2978615077240875,0.4,7.912459409065094
273,0.4017851392064225,0.2866239111607937,1.0,-0.29821486079357745,-0.3,7.149919920341292
274,1.1022085102873027,0.5243097936734482,1.0,-0.2977914897126973,0.4,8.247123381414838
275,1.1032823768524243,0.5245526653931716,1.0,-0.29671762314757577,0.4,8.396018942249029
276,1.1028982711095527,0.5244658223660198,1.0,-0.29710172889044717,0.4,7.584562850545881
277,1.1025521578663557,0.5243875419410343,1.0,-0.2974478421336442,0.4,7.962010877761033
278,1.1026212023990372,0.5244031597992898,1.0,-0.297378797600963,0.4,7.962348757362263
279,0.40469692293196174,0.2881026620940094,1.0,-0.2953030770680383,-0.3,8.26170706418869
280,-0.8979391659510694,-0.4731127225045205,1.0,-0.29793916595106934,0.4,7.342494187466139
281,-0.8983785583351243,-0.4732346740804959,1.0,-0.2983785583351243,0.4,7.244930827338121
282,0.4033255585966237,0.28740697846333235,1.0,-0.2966744414033763,-0.3,8.111463603779887
283,-0.8979784398392758,-0.47312362511099876,1.0,-0.2979784398392758,0.4,7.342436862613021
284,-0.8953540894698939,-0.4723941001020621,1.0,-0.2953540894698938,0.4,7.925557059125489
285,-1.5979765401182249,-0.6150850538648461,1.0,-0.29797654011822483,-0.3,7.437861289695918
286,1.1027055678331263,0.5244222418498102,1.0,-0.2972944321668737,0.4,7.962485536922751
287,-1.59494141285767,-0.614634844915919,1.0,-0.2949414128576699,-0.3,7.9347097061357434
288,-0.8977336500100743,-0.47305566300376695,1.0,-0.29773365001007446,0.4,7.390433954888252
289,-0.8964980527529267,-0.47271235077282797,1.0,-0.2964980527529266,0.4,7.874637460334056
290,-1.5976093522919976,-0.6150306438042151,1.0,-0.29760935229199753,-0.3,7.5357924843666835
291,-1.5978058642422543,-0.6150597649483377,1.0,-0.29780586424225436,-0.3,7.486511609117606
292,-0.8975871075769029,-0.4730149693750102,1.0,-0.2975871075769029,0.4,7.48760214997188
293,1.1015891934182913,0.5241696126284923,1.0,-0.2984108065817086,0.4,7.766285599764197
294,-1.5978109771457545,-0.6150605225716954,1.0,-0.29781097714575444,-0.3,7.486636742750319
295,-1.5981603385316647,-0.6151122834223756,1.0,-0.29816033853166474,-0.3,7.389811385486286
