episode,epsilon_p1,epsilon_p2,score_p1,score_p2,avg_duration,avg_reward_p1,avg_reward_p2,opponent_ep,episode_step,lr
1,0.999,0.999,1,0,1226,0.0,0.0,0,1226,0.0001
2,0.997,0.997,1,0,5550,0.0,0.0,450,5550,0.0001
3,0.996,0.996,1,0,5548,0.0,0.0,900,5548,0.0001
