episode,episode_step,loss_p1,loss_p2,q_p1,q_p2,eps_p1,eps_p2,reward_p1,reward_p2,lr,opponent_ep
0,623,0.0,0.04207850247621536,0.0,3.620985746383667,0.0,1.0,3.60057413537841,5.3504434532359,5e-05,300
0,1123,0.0,0.0012313836487010121,0.0,3.6042044162750244,0.0,1.0,4.543820466300777,6.609448798797373,5e-05,300
0,1623,0.0,0.002495024586096406,0.0,3.632565498352051,0.0,1.0,12.066757472636509,11.407709134486277,5e-05,300
1,424,0.0,0.01859023980796337,0.0,3.5199804306030273,0.999,0.999,2.8478105710690023,2.8479418955366924,5e-05,750
1,924,0.0,0.0073459758423268795,0.0,3.4458937644958496,0.999,0.999,6.870777824622727,7.0557726745503455,5e-05,750
1,1424,0.0,0.033228613436222076,0.0,3.5202584266662598,0.999,0.999,12.124921178313492,12.089630022197618,5e-05,750
1,1924,0.0,0.027195557951927185,0.0,3.5638267993927,0.999,0.999,23.49509891801484,21.929689787508195,5e-05,750
2,75,0.0,0.008346688002347946,0.0,3.6461002826690674,0.998,0.998,0.16690143135519234,0.16690331505026623,5e-05,800
2,575,0.0,0.001906202407553792,0.0,3.718339443206787,0.998,0.998,4.218450009261083,4.046175775364036,5e-05,800
2,1075,0.0,0.004283421207219362,0.0,3.9530248641967773,0.998,0.998,8.682499900845649,8.48241798740791,5e-05,800
2,1575,0.0,0.020048391073942184,0.0,4.094052791595459,0.998,0.998,16.052258841398892,15.811063341805498,5e-05,800
2,2075,0.0,0.007984047755599022,0.0,4.012856483459473,0.998,0.998,26.99471130427818,26.823586156654304,5e-05,800
2,2575,0.0,0.0020636199042201042,0.0,3.9979193210601807,0.998,0.998,42.49372612768171,40.27628480930763,5e-05,800
3,124,0.0,0.0041220723651349545,0.0,4.0401201248168945,0.996,0.996,0.5008904259144535,0.5008549521628222,5e-05,900
3,624,0.0,0.012979032471776009,0.0,3.885619878768921,0.996,0.996,10.006585057210087,7.0533226820497,5e-05,900
4,172,0.0,0.005932869389653206,0.0,4.098989963531494,0.995,0.995,0.8349275061828105,0.834906142284318,5e-05,500
4,672,0.0,0.008815379813313484,0.0,4.164988040924072,0.995,0.995,5.1577219366433384,4.8915921997737,5e-05,500
4,1172,0.0,0.0066736964508891106,0.0,4.252779483795166,0.995,0.995,10.023816267245634,9.547798233666299,5e-05,500
4,1672,0.0,0.01551305502653122,0.0,4.358031749725342,0.995,0.995,21.294357473733886,17.816704673417743,5e-05,500
4,2172,0.0,0.00576417101547122,0.0,4.482419967651367,0.995,0.995,33.007013716033384,29.06860833521948,5e-05,500
4,2672,0.0,0.0039540608413517475,0.0,4.402719974517822,0.995,0.995,45.22739672862332,41.28148170574778,5e-05,500
4,3172,0.0,0.011904176324605942,0.0,4.527576446533203,0.995,0.995,54.647174240994474,50.6409623668184,5e-05,500
5,351,0.0,0.008907749317586422,0.0,4.655797004699707,0.994,0.994,2.271400310622256,2.004888973042759,5e-05,650
5,851,0.0,0.012352317571640015,0.0,4.574868679046631,0.994,0.994,9.029813851556904,7.06884968701025,5e-05,650
5,1351,0.0,0.002974429167807102,0.0,4.570624828338623,0.994,0.994,14.33719996977543,12.019153188595043,5e-05,650
5,1851,0.0,0.022168172523379326,0.0,4.693348407745361,0.994,0.994,20.533213380800966,17.955340763703546,5e-05,650
5,2351,0.0,0.014019238762557507,0.0,4.846188545227051,0.994,0.994,29.365647464634666,26.467426371025027,5e-05,650
5,2851,0.0,0.02150949090719223,0.0,5.002325057983398,0.994,0.994,41.998997770117825,38.42960527707099,5e-05,650
5,3351,0.0,0.01894642412662506,0.0,5.272065162658691,0.994,0.994,54.44596576354589,51.417667956564,5e-05,650
5,3851,0.0,0.0412614569067955,0.0,5.067478656768799,0.994,0.994,66.28471853943037,63.22081226718089,5e-05,650
5,4351,0.0,0.014476142823696136,0.0,5.498534202575684,0.994,0.994,76.2380236783867,73.15541611305693,5e-05,650
6,230,0.0,0.04692290723323822,0.0,5.361215114593506,0.993,0.993,0.8348531734463602,0.8348199990811391,5e-05,0
6,730,0.0,0.022640012204647064,0.0,5.70781135559082,0.993,0.993,4.702587065473254,4.87175924066857,5e-05,0
6,1230,0.0,0.03587992116808891,0.0,5.991619110107422,0.993,0.993,8.964896351379139,9.140809969904128,5e-05,0
