episode,step,loss_p1,loss_p2,q_p1,q_p2,eps_p1,eps_p2,reward_p1,reward_p2,opponent_ep
372,392000,0.0,0.20389728248119354,0.0,30.67699432373047,0.558,0.558,-149.0,-200.0,750
372,392500,0.0,0.24156156182289124,0.0,30.176111221313477,0.558,0.558,-180.5,-231.5,750
372,393000,0.0,0.22951292991638184,0.0,30.841197967529297,0.558,0.558,-212.0,-264.5,750
372,393500,0.0,0.18362267315387726,0.0,28.075462341308594,0.558,0.558,-243.5,-296.0,750
373,394000,0.0,0.21673260629177094,0.0,32.08168411254883,0.557,0.557,13.0,20.75,0
375,394500,0.0,0.1033753976225853,0.0,32.25431442260742,0.555,0.555,-9.0,3.0,100
375,395000,0.0,0.1295021027326584,0.0,30.80386734008789,0.555,0.555,15.0,-5.75,100
375,395500,0.0,0.13435709476470947,0.0,31.844776153564453,0.555,0.555,-22.5,-37.25,100
375,396000,0.0,0.07921278476715088,0.0,30.158414840698242,0.555,0.555,-58.5,-70.25,100
375,396500,0.0,0.22940130531787872,0.0,31.893064498901367,0.555,0.555,-94.5,-101.75,100
375,397000,0.0,0.12611030042171478,0.0,27.63199234008789,0.555,0.555,-132.0,-131.75,100
375,397500,0.0,0.15820977091789246,0.0,31.215505599975586,0.555,0.555,-169.5,-163.25,100
375,398000,0.0,0.07545004040002823,0.0,30.330350875854492,0.555,0.555,-205.5,-193.25,100
375,398500,0.0,0.11978111416101456,0.0,31.677215576171875,0.555,0.555,-243.0,-226.25,100
375,399000,0.0,0.0868544653058052,0.0,31.166240692138672,0.555,0.555,-279.0,-257.75,100
376,399500,0.0,0.09095099568367004,0.0,31.582117080688477,0.554,0.554,26.5,22.5,450
377,400000,0.0,0.08192399889230728,0.0,30.48218536376953,0.552,0.552,-13.5,-31.5,350
377,400500,0.0,0.06753603368997574,0.0,28.4700870513916,0.552,0.552,-49.5,-63.0,350
377,401000,0.0,0.1295768916606903,0.0,29.39628028869629,0.552,0.552,-85.5,-94.5,350
377,401500,0.0,0.03294659033417702,0.0,28.622072219848633,0.552,0.552,-123.0,-124.5,350
377,402000,0.0,0.16944752633571625,0.0,27.727060317993164,0.552,0.552,-159.0,-154.5,350
377,402500,0.0,0.08581439405679703,0.0,26.97116470336914,0.552,0.552,-196.5,-186.0,350
377,403000,0.0,0.07771530002355576,0.0,27.62271499633789,0.552,0.552,-232.5,-219.0,350
377,403500,0.0,0.07492286711931229,0.0,25.786449432373047,0.552,0.552,-268.5,-250.5,350
377,404000,0.0,0.17407913506031036,0.0,26.469350814819336,0.552,0.552,-306.0,-280.5,350
378,404500,0.0,0.09964471310377121,0.0,26.846792221069336,0.551,0.551,-9.0,-10.5,300
378,405000,0.0,0.08079719543457031,0.0,25.080059051513672,0.551,0.551,-42.0,-40.5,300
378,405500,0.0,0.07652106881141663,0.0,24.547510147094727,0.551,0.551,-75.0,-72.0,300
378,406000,0.0,0.06417154520750046,0.0,24.325531005859375,0.551,0.551,-108.0,-103.5,300
378,406500,0.0,0.10086353123188019,0.0,23.22612762451172,0.551,0.551,-141.0,-133.5,300
378,407000,0.0,0.0796864926815033,0.0,23.648935317993164,0.551,0.551,-172.5,-165.0,300
378,407500,0.0,0.08380326628684998,0.0,21.84140968322754,0.551,0.551,-205.5,-195.0,300
378,408000,0.0,0.07619434595108032,0.0,20.272504806518555,0.551,0.551,-240.0,-228.0,300
378,408500,0.0,0.04867399483919144,0.0,19.888042449951172,0.551,0.551,-273.0,-259.5,300
378,409000,0.0,0.0807449072599411,0.0,17.968551635742188,0.551,0.551,-306.0,-292.5,300
379,409500,0.0,0.1606050580739975,0.0,21.25015640258789,0.55,0.55,21.5,10.25,200
381,410000,0.0,0.0766403004527092,0.0,17.90290641784668,0.548,0.548,-2.5,-3.25,900
382,410500,0.0,0.05700502172112465,0.0,18.004777908325195,0.546,0.546,-18.0,-16.5,750
382,411000,0.0,0.02904745563864708,0.0,17.701244354248047,0.546,0.546,-46.5,-48.0,750
382,411500,0.0,0.09274864196777344,0.0,18.755029678344727,0.546,0.546,-76.5,-81.0,750
382,412000,0.0,0.13898223638534546,0.0,17.582035064697266,0.546,0.546,-108.0,-114.0,750
382,412500,0.0,0.06594418734312057,0.0,15.611103057861328,0.546,0.546,-138.0,-147.0,750
382,413000,0.0,0.08072438091039658,0.0,16.20408058166504,0.546,0.546,-168.0,-178.5,750
382,413500,0.0,0.05935842543840408,0.0,15.215253829956055,0.546,0.546,-199.5,-210.0,750
382,414000,0.0,0.062283825129270554,0.0,15.448213577270508,0.546,0.546,-231.0,-243.0,750
382,414500,0.0,0.0361679308116436,0.0,14.191901206970215,0.546,0.546,-261.0,-276.0,750
382,415000,0.0,0.028845541179180145,0.0,14.679550170898438,0.546,0.546,-294.0,-306.0,750
384,415500,0.0,0.0709623396396637,0.0,15.242115020751953,0.544,0.544,-6.0,-6.0,900
385,416000,0.0,0.0642785057425499,0.0,14.708598136901855,0.543,0.543,-6.0,-6.0,550
385,416500,0.0,0.07834076881408691,0.0,14.690924644470215,0.543,0.543,-26.0,-33.25,550
385,417000,0.0,0.032496195286512375,0.0,14.976412773132324,0.543,0.543,-57.5,-66.25,550
385,417500,0.0,0.06781744211912155,0.0,15.034762382507324,0.543,0.543,-90.5,-97.75,550
385,418000,0.0,0.07460683584213257,0.0,15.481206893920898,0.543,0.543,-123.5,-130.75,550
385,418500,0.0,0.04806147515773773,0.0,15.1323823928833,0.543,0.543,-156.5,-163.75,550
385,419000,0.0,0.20776674151420593,0.0,17.10560417175293,0.543,0.543,-186.5,-196.75,550
385,419500,0.0,0.1217820942401886,0.0,15.113052368164062,0.543,0.543,-219.5,-226.75,550
385,420000,0.0,0.07510758191347122,0.0,15.03023624420166,0.543,0.543,-252.5,-261.25,550
385,420500,0.0,0.04203100502490997,0.0,14.500384330749512,0.543,0.543,-285.5,-294.25,550
386,421000,0.0,0.104137122631073,0.0,14.594942092895508,0.542,0.542,36.0,29.5,500
388,421500,0.0,0.16477179527282715,0.0,16.51581573486328,0.539,0.539,-7.5,-9.0,750
389,422000,0.0,0.2487536072731018,0.0,18.090970993041992,0.538,0.538,34.0,24.25,700
391,422500,0.0,0.05642010271549225,0.0,15.606687545776367,0.536,0.536,13.5,12.0,650
393,423000,0.0,0.04734053835272789,0.0,16.05708885192871,0.533,0.533,-6.0,-6.0,500
393,423500,0.0,0.11963573098182678,0.0,16.976301193237305,0.533,0.533,-39.0,-37.5,500
393,424000,0.0,0.20076800882816315,0.0,16.268281936645508,0.533,0.533,-72.0,-69.0,500
393,424500,0.0,0.07006563991308212,0.0,17.118141174316406,0.533,0.533,-105.0,-100.5,500
393,425000,0.0,0.09494105726480484,0.0,16.64786720275879,0.533,0.533,-139.5,-133.5,500
393,425500,0.0,0.041180387139320374,0.0,16.475069046020508,0.533,0.533,-169.5,-165.0,500
393,426000,0.0,0.20541304349899292,0.0,18.685165405273438,0.533,0.533,-202.5,-193.5,500
393,426500,0.0,0.2442975491285324,0.0,19.000682830810547,0.533,0.533,-234.0,-223.5,500
393,427000,0.0,0.13605621457099915,0.0,18.543460845947266,0.533,0.533,-265.5,-256.5,500
393,427500,0.0,0.1227523535490036,0.0,18.776168823242188,0.533,0.533,-297.0,-289.5,500
394,428000,0.0,0.1300881952047348,0.0,17.336925506591797,0.532,0.532,-21.0,-21.0,550
395,428500,0.0,0.2778378129005432,0.0,17.443918228149414,0.531,0.531,-15.0,-13.5,750
395,429000,0.0,0.01875142753124237,0.0,16.54729652404785,0.531,0.531,-49.5,-45.0,750
395,429500,0.0,0.07887042313814163,0.0,17.56742286682129,0.531,0.531,-82.5,-78.0,750
395,430000,0.0,0.06290759891271591,0.0,19.250612258911133,0.531,0.531,-114.0,-109.5,750
395,430500,0.0,0.07308559864759445,0.0,16.926042556762695,0.531,0.531,-145.5,-142.5,750
395,431000,0.0,0.24077728390693665,0.0,18.896066665649414,0.531,0.531,-177.0,-172.5,750
395,431500,0.0,0.2727474570274353,0.0,17.776140213012695,0.531,0.531,-208.5,-205.5,750
395,432000,0.0,0.10416294634342194,0.0,16.670866012573242,0.531,0.531,-235.5,-237.0,750
395,432500,0.0,0.023116866126656532,0.0,15.362836837768555,0.531,0.531,-268.5,-265.5,750
395,433000,0.0,0.05392584204673767,0.0,15.252398490905762,0.531,0.531,-300.0,-297.0,750
397,433500,0.0,0.08159180730581284,0.0,15.497276306152344,0.529,0.529,-4.5,-4.5,700
398,434000,0.0,0.06530886143445969,0.0,16.27996063232422,0.527,0.527,-9.0,-9.0,300
398,434500,0.0,0.10686734318733215,0.0,15.547321319580078,0.527,0.527,-35.5,-39.0,300
399,435000,0.0,0.040539130568504333,0.0,15.066398620605469,0.526,0.526,-12.0,-12.0,950
399,435500,0.0,0.2096199244260788,0.0,17.222959518432617,0.526,0.526,-7.5,-13.0,950
399,436000,0.0,0.13604503870010376,0.0,19.972423553466797,0.526,0.526,-34.0,-41.0,950
399,436500,0.0,0.21189868450164795,0.0,18.632015228271484,0.526,0.526,-64.0,-71.0,950
399,437000,0.0,0.41462451219558716,0.0,30.72766876220703,0.526,0.526,-94.0,-102.5,950
399,437500,0.0,0.07895223796367645,0.0,25.297605514526367,0.526,0.526,-127.0,-135.5,950
399,438000,0.0,0.28809863328933716,0.0,35.78142166137695,0.526,0.526,-160.0,-167.0,950
399,438500,0.0,0.1079317256808281,0.0,35.60312271118164,0.526,0.526,-191.5,-198.5,950
399,439000,0.0,0.35632506012916565,0.0,41.901302337646484,0.526,0.526,-223.0,-231.5,950
399,439500,0.0,0.15709376335144043,0.0,41.343727111816406,0.526,0.526,-256.0,-261.5,950
401,440000,0.0,0.4429572820663452,0.0,51.4501838684082,0.524,0.524,-7.5,-7.5,950
402,440500,0.0,0.3159223794937134,0.0,46.2349853515625,0.523,0.523,-16.5,-21.0,650
402,441000,0.0,0.20028050243854523,0.0,43.2802619934082,0.523,0.523,-49.5,-52.5,650
402,441500,0.0,0.12935391068458557,0.0,46.075252532958984,0.523,0.523,-81.0,-82.5,650
402,442000,0.0,0.2123638093471527,0.0,46.77815628051758,0.523,0.523,-114.0,-112.5,650
402,442500,0.0,0.22250959277153015,0.0,39.9548454284668,0.523,0.523,-147.0,-144.0,650
402,443000,0.0,0.2539633810520172,0.0,37.29499816894531,0.523,0.523,-181.5,-174.0,650
402,443500,0.0,0.27202698588371277,0.0,38.213478088378906,0.523,0.523,-213.0,-205.5,650
402,444000,0.0,0.2907891869544983,0.0,46.39190673828125,0.523,0.523,-244.5,-234.0,650
402,444500,0.0,0.11844119429588318,0.0,38.56062698364258,0.523,0.523,-274.5,-265.5,650
402,445000,0.0,0.1943943053483963,0.0,37.57054901123047,0.523,0.523,-262.0,-254.5,650
404,445500,0.0,0.3492327928543091,0.0,44.17353820800781,0.52,0.52,37.0,21.25,900
406,446000,0.0,0.30340492725372314,0.0,36.31568908691406,0.518,0.518,20.5,17.5,250
407,446500,0.0,0.39948752522468567,0.0,36.34980773925781,0.517,0.517,10.0,7.0,250
409,447000,0.0,0.2695295512676239,0.0,32.757965087890625,0.514,0.514,7.0,7.0,950
410,447500,0.0,0.40027400851249695,0.0,36.27104568481445,0.513,0.513,22.5,26.75,0
411,448000,0.0,0.21557459235191345,0.0,31.501956939697266,0.512,0.512,23.5,3.5,50
413,448500,0.0,0.5708233118057251,0.0,35.526954650878906,0.51,0.51,0.0,0.0,250
414,449000,0.0,0.5934072732925415,0.0,25.497825622558594,0.508,0.508,-1.5,-3.0,750
415,449500,0.0,0.20916464924812317,0.0,21.34139060974121,0.507,0.507,9.0,1.75,550
416,450000,0.0,0.3339955806732178,0.0,26.4984188079834,0.506,0.506,-6.0,3.75,350
418,450500,0.0,0.976371705532074,0.0,26.565502166748047,0.504,0.504,-1.5,-1.5,850
419,451000,0.0,1.2390530109405518,0.0,38.569664001464844,0.502,0.502,9.0,9.0,350
420,451500,0.0,1.2308905124664307,0.0,39.14564514160156,0.501,0.501,37.5,36.75,500
420,452000,0.0,1.169898271560669,0.0,38.09318923950195,0.501,0.501,6.0,3.75,500
420,452500,0.0,1.51383638381958,0.0,41.264404296875,0.501,0.501,-22.5,-29.25,500
420,453000,0.0,1.3223328590393066,0.0,41.21718978881836,0.501,0.501,-52.5,-62.25,500
420,453500,0.0,1.7741583585739136,0.0,49.87299346923828,0.501,0.501,-87.0,-95.25,500
420,454000,0.0,0.6218525767326355,0.0,44.37313461303711,0.501,0.501,-117.0,-129.75,500
420,454500,0.0,1.3177490234375,0.0,46.14748001098633,0.501,0.501,-148.5,-164.25,500
420,455000,0.0,1.4633406400680542,0.0,62.15702819824219,0.501,0.501,-178.5,-198.75,500
420,455500,0.0,1.7639219760894775,0.0,55.954551696777344,0.501,0.501,-208.5,-233.25,500
420,456000,0.0,0.8121321797370911,0.0,55.325477600097656,0.501,0.501,-241.5,-266.25,500
422,456500,0.0,0.9581173062324524,0.0,61.594425201416016,0.499,0.499,27.0,16.0,500
424,457000,0.0,1.1122349500656128,0.0,49.33034896850586,0.497,0.497,10.5,14.75,700
425,457500,0.0,0.7703515887260437,0.0,56.46042251586914,0.495,0.495,29.5,22.25,700
428,458000,0.0,1.1650863885879517,0.0,57.51535415649414,0.492,0.492,3.5,-4.5,50
429,458500,0.0,0.6147140860557556,0.0,52.23713684082031,0.491,0.491,24.0,22.5,950
430,459000,0.0,1.0703727006912231,0.0,50.87931823730469,0.489,0.489,33.0,4.0,100
432,459500,0.0,1.2450367212295532,0.0,53.716407775878906,0.487,0.487,14.0,1.0,950
434,460000,0.0,0.7599443197250366,0.0,58.18745040893555,0.485,0.485,0.5,0.5,650
435,460500,0.0,1.173747181892395,0.0,50.978641510009766,0.483,0.483,16.0,3.0,750
436,461000,0.0,0.8085945844650269,0.0,54.264739990234375,0.482,0.482,17.0,9.0,800
437,461500,0.0,1.436806321144104,0.0,57.53202438354492,0.481,0.481,2.0,5.5,300
438,462000,0.0,0.5586639046669006,0.0,54.423744201660156,0.48,0.48,1.5,6.25,700
439,462500,0.0,0.5204059481620789,0.0,47.10743713378906,0.479,0.479,-14.0,-8.25,250
440,463000,0.0,0.8205536603927612,0.0,36.27131271362305,0.478,0.478,-13.0,-21.0,750
441,463500,0.0,0.885090172290802,0.0,45.08146667480469,0.476,0.476,-1.0,-6.0,100
442,464000,0.0,0.7382622361183167,0.0,46.41828155517578,0.475,0.475,-0.5,7.25,500
442,464500,0.0,0.8426065444946289,0.0,35.840797424316406,0.475,0.475,-22.0,-14.0,500
444,465000,0.0,0.4986218512058258,0.0,30.236827850341797,0.473,0.473,-1.5,-1.5,150
445,465500,0.0,0.8761877417564392,0.0,35.68254470825195,0.472,0.472,19.0,17.5,400
447,466000,0.0,0.47314414381980896,0.0,32.14539337158203,0.469,0.469,0.0,-1.5,750
448,466500,0.0,1.4105138778686523,0.0,30.474964141845703,0.468,0.468,-10.5,-10.5,950
448,467000,0.0,0.6092184782028198,0.0,29.810211181640625,0.468,0.468,-12.5,-18.25,950
448,467500,0.0,1.0677529573440552,0.0,37.84925842285156,0.468,0.468,-42.5,-54.25,950
448,468000,0.0,0.47239845991134644,0.0,33.02418518066406,0.468,0.468,-72.5,-85.75,950
448,468500,0.0,0.5137661695480347,0.0,32.9229736328125,0.468,0.468,-102.5,-117.25,950
448,469000,0.0,0.6085544228553772,0.0,41.51784133911133,0.468,0.468,-134.0,-145.75,950
448,469500,0.0,0.34128186106681824,0.0,33.01952362060547,0.468,0.468,-165.5,-175.75,950
448,470000,0.0,1.1647779941558838,0.0,32.90601348876953,0.468,0.468,-197.0,-208.75,950
448,470500,0.0,0.23802947998046875,0.0,34.70366668701172,0.468,0.468,-228.5,-238.75,950
448,471000,0.0,0.37437888979911804,0.0,35.120445251464844,0.468,0.468,-261.5,-268.75,950
449,471500,0.0,0.4348641335964203,0.0,31.03715705871582,0.467,0.467,26.0,19.25,750
451,472000,0.0,0.18693473935127258,0.0,29.176355361938477,0.464,0.464,4.0,11.25,550
452,472500,0.0,1.2181695699691772,0.0,39.187896728515625,0.463,0.463,-3.5,-0.75,750
453,473000,0.0,0.47029203176498413,0.0,36.923912048339844,0.462,0.462,31.0,19.75,50
455,473500,0.0,0.5121083855628967,0.0,34.13559341430664,0.46,0.46,-3.0,-3.0,700
456,474000,0.0,0.6625400185585022,0.0,35.56920623779297,0.459,0.459,17.0,4.0,150
457,474500,0.0,0.34566134214401245,0.0,35.181846618652344,0.457,0.457,39.0,21.5,100
459,475000,0.0,0.4104599952697754,0.0,38.317684173583984,0.455,0.455,6.0,6.0,650
459,475500,0.0,0.4450875520706177,0.0,39.528770446777344,0.455,0.455,-25.5,-25.5,650
459,476000,0.0,0.5353686809539795,0.0,36.44001007080078,0.455,0.455,-57.0,-55.5,650
459,476500,0.0,0.2570076286792755,0.0,34.89716339111328,0.455,0.455,-90.0,-85.5,650
459,477000,0.0,0.3850364089012146,0.0,35.56267547607422,0.455,0.455,-124.5,-115.5,650
459,477500,0.0,0.296292245388031,0.0,34.188629150390625,0.455,0.455,-157.5,-144.0,650
459,478000,0.0,0.5776562690734863,0.0,36.65296936035156,0.455,0.455,-190.5,-172.5,650
459,478500,0.0,0.4188958406448364,0.0,32.010196685791016,0.455,0.455,-223.5,-205.5,650
459,479000,0.0,0.3925918638706207,0.0,31.421688079833984,0.455,0.455,-256.5,-238.5,650
459,479500,0.0,0.5111663341522217,0.0,32.98670959472656,0.455,0.455,-289.5,-268.5,650
461,480000,0.0,0.43542763590812683,0.0,32.13933563232422,0.453,0.453,-9.0,-9.0,300
461,480500,0.0,0.7254866361618042,0.0,34.487274169921875,0.453,0.453,15.0,11.75,300
463,481000,0.0,0.580884575843811,0.0,29.5169734954834,0.45,0.45,9.0,0.25,350
464,481500,0.0,1.0861939191818237,0.0,34.55078887939453,0.449,0.449,-3.0,-8.0,200
464,482000,0.0,0.8382352590560913,0.0,36.7169189453125,0.449,0.449,-26.0,-33.75,200
464,482500,0.0,0.44847914576530457,0.0,40.58198928833008,0.449,0.449,-62.0,-62.25,200
465,483000,0.0,0.8511273860931396,0.0,36.25546646118164,0.448,0.448,6.0,12.75,650
466,483500,0.0,0.8114568591117859,0.0,43.28333282470703,0.447,0.447,34.0,17.25,400
466,484000,0.0,0.3686125874519348,0.0,38.5291633605957,0.447,0.447,7.5,-15.75,400
466,484500,0.0,0.36395755410194397,0.0,42.358795166015625,0.447,0.447,-27.0,-48.75,400
466,485000,0.0,0.4794815182685852,0.0,44.663814544677734,0.447,0.447,-60.0,-80.25,400
466,485500,0.0,0.7604214549064636,0.0,45.555564880371094,0.447,0.447,-93.0,-110.25,400
466,486000,0.0,0.783734917640686,0.0,50.24209976196289,0.447,0.447,-124.5,-140.25,400
466,486500,0.0,0.567854642868042,0.0,47.465431213378906,0.447,0.447,-159.0,-168.75,400
466,487000,0.0,0.6245349645614624,0.0,52.73643493652344,0.447,0.447,-190.5,-201.75,400
466,487500,0.0,0.5732965469360352,0.0,54.617645263671875,0.447,0.447,-223.5,-231.75,400
466,488000,0.0,0.7877362370491028,0.0,54.391178131103516,0.447,0.447,-256.5,-263.25,400
468,488500,0.0,0.7328535318374634,0.0,60.1644401550293,0.444,0.444,20.5,9.75,150
468,489000,0.0,0.8470727801322937,0.0,59.12880325317383,0.444,0.444,10.5,-18.25,150
468,489500,0.0,0.2757461965084076,0.0,54.16470718383789,0.444,0.444,-25.5,-48.25,150
468,490000,0.0,0.5590386390686035,0.0,58.53305435180664,0.444,0.444,-61.5,-78.25,150
468,490500,0.0,0.35667264461517334,0.0,58.258575439453125,0.444,0.444,-99.0,-111.25,150
468,491000,0.0,0.7810585498809814,0.0,63.407440185546875,0.444,0.444,-135.0,-142.75,150
468,491500,0.0,0.7497080564498901,0.0,65.71772003173828,0.444,0.444,-172.5,-171.25,150
468,492000,0.0,0.5778890252113342,0.0,68.2738037109375,0.444,0.444,-208.5,-199.75,150
468,492500,0.0,0.5569618344306946,0.0,67.86083984375,0.444,0.444,-246.0,-231.25,150
468,493000,0.0,0.6655044555664062,0.0,70.74219512939453,0.444,0.444,-282.0,-261.25,150
469,493500,0.0,0.34737715125083923,0.0,65.70838928222656,0.443,0.443,16.5,7.75,500
470,494000,0.0,0.29861876368522644,0.0,63.197059631347656,0.442,0.442,27.0,13.25,750
471,494500,0.0,0.26980119943618774,0.0,60.88788986206055,0.441,0.441,16.0,2.5,100
471,495000,0.0,0.24280495941638947,0.0,62.708953857421875,0.441,0.441,-13.5,-21.75,100
471,495500,0.0,0.5794485807418823,0.0,59.89564514160156,0.441,0.441,-49.5,-53.25,100
471,496000,0.0,0.703984260559082,0.0,62.73601531982422,0.441,0.441,-85.5,-86.25,100
471,496500,0.0,0.38459309935569763,0.0,63.13798141479492,0.441,0.441,-121.5,-111.75,100
471,497000,0.0,0.42226043343544006,0.0,60.80445098876953,0.441,0.441,-157.5,-141.75,100
471,497500,0.0,0.6669385433197021,0.0,60.19964599609375,0.441,0.441,-193.5,-170.25,100
471,498000,0.0,0.6385741233825684,0.0,61.16616439819336,0.441,0.441,-231.0,-197.25,100
473,498500,0.0,0.49520817399024963,0.0,59.46817398071289,0.438,0.438,14.0,-6.0,150
474,499000,0.0,0.8875382542610168,0.0,58.34660720825195,0.437,0.437,0.0,-0.75,650
474,499500,0.0,0.34409552812576294,0.0,49.71306610107422,0.437,0.437,-29.5,-28.75,650
474,500000,0.0,0.532004714012146,0.0,50.99022674560547,0.437,0.437,-64.0,-63.25,650
474,500500,0.0,0.5494503378868103,0.0,53.465911865234375,0.437,0.437,-72.5,-75.25,650
475,501000,0.0,0.794223427772522,0.0,58.58663558959961,0.436,0.436,-25.5,-27.0,300
475,501500,0.0,0.6288383603096008,0.0,52.31248474121094,0.436,0.436,-14.5,-32.75,300
476,502000,0.0,0.5508551001548767,0.0,49.26525115966797,0.435,0.435,4.0,-4.0,200
476,502500,0.0,0.9142805933952332,0.0,46.97196960449219,0.435,0.435,-32.0,-38.5,200
476,503000,0.0,0.7842092514038086,0.0,53.27137756347656,0.435,0.435,-68.0,-71.5,200
477,503500,0.0,0.7179911732673645,0.0,47.44811248779297,0.434,0.434,-4.5,-4.5,350
478,504000,0.0,0.8988425731658936,0.0,51.2510986328125,0.432,0.432,-15.0,-13.5,350
478,504500,0.0,0.6869819164276123,0.0,53.11711120605469,0.432,0.432,-48.0,-45.0,350
478,505000,0.0,1.016931176185608,0.0,54.46405792236328,0.432,0.432,-79.5,-75.0,350
478,505500,0.0,0.9262123107910156,0.0,50.73786163330078,0.432,0.432,-112.5,-103.5,350
478,506000,0.0,0.751906156539917,0.0,46.59278106689453,0.432,0.432,-139.5,-135.0,350
478,506500,0.0,0.481205552816391,0.0,38.45016098022461,0.432,0.432,-169.5,-165.0,350
478,507000,0.0,1.5501477718353271,0.0,46.86571502685547,0.432,0.432,-201.0,-195.0,350
478,507500,0.0,1.4275331497192383,0.0,49.257476806640625,0.432,0.432,-231.0,-226.5,350
478,508000,0.0,0.40128669142723083,0.0,38.731544494628906,0.432,0.432,-262.5,-256.5,350
478,508500,0.0,0.6172333359718323,0.0,35.18019485473633,0.432,0.432,-292.5,-288.0,350
479,509000,0.0,0.5411627292633057,0.0,36.96009063720703,0.431,0.431,2.5,4.75,200
479,509500,0.0,0.4551764130592346,0.0,34.62870788574219,0.431,0.431,-26.0,-26.75,200
479,510000,0.0,0.6110584139823914,0.0,30.233158111572266,0.431,0.431,-56.0,-56.75,200
479,510500,0.0,0.32706624269485474,0.0,25.494380950927734,0.431,0.431,-86.0,-86.75,200
479,511000,0.0,0.3253536820411682,0.0,30.70197105407715,0.431,0.431,-117.5,-115.25,200
479,511500,0.0,0.32378950715065,0.0,26.160139083862305,0.431,0.431,-147.5,-146.75,200
479,512000,0.0,0.305606871843338,0.0,24.818986892700195,0.431,0.431,-179.0,-179.75,200
479,512500,0.0,0.37217679619789124,0.0,23.818260192871094,0.431,0.431,-210.5,-211.25,200
479,513000,0.0,0.4069373309612274,0.0,20.597883224487305,0.431,0.431,-240.5,-241.25,200
480,513500,0.0,0.2509624660015106,0.0,19.36687660217285,0.43,0.43,7.5,12.5,450
480,514000,0.0,0.242462158203125,0.0,17.600852966308594,0.43,0.43,-20.5,-19.0,450
480,514500,0.0,0.35191810131073,0.0,21.557769775390625,0.43,0.43,-58.0,-49.0,450
480,515000,0.0,0.21924158930778503,0.0,18.683401107788086,0.43,0.43,-94.0,-76.0,450
480,515500,0.0,0.2788429856300354,0.0,20.93147850036621,0.43,0.43,-128.5,-104.5,450
480,516000,0.0,0.3751164674758911,0.0,23.772096633911133,0.43,0.43,-166.0,-134.5,450
480,516500,0.0,0.3539566993713379,0.0,22.55781364440918,0.43,0.43,-202.0,-164.5,450
480,517000,0.0,0.1963357925415039,0.0,21.907188415527344,0.43,0.43,-238.0,-193.0,450
480,517500,0.0,0.3584648668766022,0.0,22.19986915588379,0.43,0.43,-274.0,-224.5,450
480,518000,0.0,0.30356723070144653,0.0,22.664031982421875,0.43,0.43,-310.0,-253.0,450
482,518500,0.0,1.0631599426269531,0.0,24.71416664123535,0.428,0.428,22.0,6.75,700
484,519000,0.0,0.33548790216445923,0.0,23.172574996948242,0.425,0.425,-1.5,-1.5,900
485,519500,0.0,0.5092010498046875,0.0,29.216386795043945,0.424,0.424,40.5,24.0,500
487,520000,0.0,0.3807421922683716,0.0,28.7172794342041,0.422,0.422,-2.0,3.0,500
489,520500,0.0,0.5251408815383911,0.0,27.441604614257812,0.419,0.419,-3.0,-4.5,700
490,521000,0.0,0.404624342918396,0.0,28.644060134887695,0.418,0.418,16.0,17.5,950
491,521500,0.0,0.7244347929954529,0.0,30.31972885131836,0.417,0.417,1.5,2.75,250
492,522000,0.0,1.4895936250686646,0.0,38.36104202270508,0.416,0.416,34.5,2.0,600
492,522500,0.0,0.6197296977043152,0.0,42.45986557006836,0.416,0.416,3.0,-29.5,600
492,523000,0.0,2.261378526687622,0.0,47.91672897338867,0.416,0.416,-27.0,-62.5,600
492,523500,0.0,1.038070797920227,0.0,52.704627990722656,0.416,0.416,-58.5,-91.0,600
492,524000,0.0,0.8560433983802795,0.0,48.340087890625,0.416,0.416,-87.0,-121.0,600
492,524500,0.0,2.085880756378174,0.0,48.12150955200195,0.416,0.416,-117.0,-148.0,600
492,525000,0.0,0.24068568646907806,0.0,42.64741516113281,0.416,0.416,-147.0,-178.0,600
492,525500,0.0,1.8126914501190186,0.0,66.12985229492188,0.416,0.416,-177.0,-209.5,600
492,526000,0.0,1.5141704082489014,0.0,65.65596008300781,0.416,0.416,-207.0,-239.5,600
493,526500,0.0,0.5810957551002502,0.0,57.04530334472656,0.415,0.415,13.5,11.25,200
493,527000,0.0,1.3553416728973389,0.0,61.2498779296875,0.415,0.415,-3.0,-8.0,200
493,527500,0.0,1.3437007665634155,0.0,73.12775421142578,0.415,0.415,-40.5,-44.0,200
493,528000,0.0,3.0711047649383545,0.0,76.90593719482422,0.415,0.415,-78.0,-78.5,200
493,528500,0.0,2.2083959579467773,0.0,84.333740234375,0.415,0.415,-114.0,-110.0,200
493,529000,0.0,2.3005106449127197,0.0,78.42147064208984,0.415,0.415,-151.5,-141.5,200
493,529500,0.0,1.4291549921035767,0.0,60.20426559448242,0.415,0.415,-189.0,-173.0,200
493,530000,0.0,1.765832781791687,0.0,87.96751403808594,0.415,0.415,-225.0,-201.5,200
493,530500,0.0,0.752551257610321,0.0,67.59217834472656,0.415,0.415,-262.5,-233.0,200
493,531000,0.0,0.6637637615203857,0.0,66.9017333984375,0.415,0.415,-298.5,-266.0,200
494,531500,0.0,1.069154977798462,0.0,72.1838607788086,0.413,0.413,27.5,23.0,350
496,532000,0.0,1.2850079536437988,0.0,54.940513610839844,0.411,0.411,17.0,6.25,150
