episode,step,loss_p1,loss_p2,q_p1,q_p2,eps_p1,eps_p2,reward_p1,reward_p2,opponent_ep
85,93500,0.0,0.1489025056362152,0.0,21.135000228881836,0.899,0.899,8.0,-0.75,150
85,94000,0.0,0.16499456763267517,0.0,22.538820266723633,0.899,0.899,-28.0,-33.75,150
85,94500,0.0,0.3532464802265167,0.0,24.371580123901367,0.899,0.899,-62.5,-68.25,150
85,95000,0.0,0.4015832245349884,0.0,23.72829818725586,0.899,0.899,-97.0,-102.75,150
85,95500,0.0,0.25842875242233276,0.0,27.301328659057617,0.899,0.899,-133.0,-137.25,150
85,96000,0.0,0.4456855058670044,0.0,27.13161849975586,0.899,0.899,-167.5,-171.75,150
85,96500,0.0,0.3081996738910675,0.0,25.93277931213379,0.899,0.899,-200.5,-206.25,150
85,97000,0.0,0.2767593264579773,0.0,28.18912696838379,0.899,0.899,-235.0,-240.75,150
85,97500,0.0,0.29086190462112427,0.0,29.937427520751953,0.899,0.899,-271.0,-275.25,150
85,98000,0.0,0.4018016457557678,0.0,32.05207443237305,0.899,0.899,-305.5,-309.75,150
86,98500,0.0,0.2144804745912552,0.0,29.473461151123047,0.898,0.898,-13.5,-15.0,300
86,99000,0.0,0.24789151549339294,0.0,29.78750228881836,0.898,0.898,-48.0,-48.0,300
86,99500,0.0,0.415566623210907,0.0,32.42697525024414,0.898,0.898,-43.5,-63.5,300
87,100000,0.0,0.9067488312721252,0.0,29.363384246826172,0.897,0.897,-17.0,-8.0,700
88,100500,0.0,0.45331817865371704,0.0,30.760738372802734,0.895,0.895,-5.5,-2.0,400
90,101000,0.0,0.41262051463127136,0.0,29.98177719116211,0.893,0.893,-1.5,-3.0,50
91,101500,0.0,0.7427993416786194,0.0,32.24626922607422,0.892,0.892,-10.0,-15.0,0
92,102000,0.0,0.1945376843214035,0.0,31.136497497558594,0.891,0.891,31.0,13.0,900
94,102500,0.0,0.46549364924430847,0.0,31.26264762878418,0.888,0.888,-3.0,-3.0,200
95,103000,0.0,0.43569979071617126,0.0,30.68264389038086,0.887,0.887,-4.5,-4.5,850
96,103500,0.0,0.20410437881946564,0.0,31.999313354492188,0.886,0.886,30.5,32.75,150
98,104000,0.0,0.5006377696990967,0.0,31.585437774658203,0.884,0.884,-3.0,-3.0,650
99,104500,0.0,0.36017584800720215,0.0,29.14948844909668,0.882,0.882,6.0,8.25,600
100,105000,0.0,0.3137599527835846,0.0,28.556076049804688,0.881,0.881,25.0,7.0,700
101,105500,0.0,0.25120097398757935,0.0,29.63094139099121,0.88,0.88,-31.5,-33.0,950
101,106000,0.0,0.3107876181602478,0.0,26.286178588867188,0.88,0.88,-15.5,-22.0,950
102,106500,0.0,0.18839547038078308,0.0,28.096904754638672,0.879,0.879,1.0,-7.75,750
103,107000,0.0,0.3913894295692444,0.0,26.024871826171875,0.878,0.878,13.5,6.25,50
104,107500,0.0,0.29107436537742615,0.0,25.225963592529297,0.877,0.877,-15.5,-19.75,250
105,108000,0.0,0.3792371451854706,0.0,26.240116119384766,0.875,0.875,6.5,10.25,650
107,108500,0.0,0.3035476505756378,0.0,34.18125915527344,0.873,0.873,-6.0,-4.5,200
108,109000,0.0,0.361163854598999,0.0,27.857736587524414,0.872,0.872,-9.0,-10.5,350
109,109500,0.0,0.6448434591293335,0.0,26.475257873535156,0.871,0.871,8.0,8.25,100
110,110000,0.0,0.4067348837852478,0.0,29.09783935546875,0.869,0.869,34.5,28.75,600
112,110500,0.0,1.0470788478851318,0.0,28.560462951660156,0.867,0.867,-5.5,4.75,800
113,111000,0.0,0.4162195026874542,0.0,28.647302627563477,0.866,0.866,14.5,20.25,400
114,111500,0.0,0.46254393458366394,0.0,29.926769256591797,0.865,0.865,-2.5,-10.5,200
114,112000,0.0,0.22063080966472626,0.0,27.530122756958008,0.865,0.865,-38.5,-43.5,200
114,112500,0.0,0.20509490370750427,0.0,28.11922264099121,0.865,0.865,-73.0,-79.5,200
114,113000,0.0,0.32546740770339966,0.0,32.59426498413086,0.865,0.865,-109.0,-114.0,200
114,113500,0.0,0.5872952938079834,0.0,32.985862731933594,0.865,0.865,-132.0,-135.5,200
114,114000,0.0,0.44649404287338257,0.0,34.294761657714844,0.865,0.865,-168.0,-171.5,200
115,114500,0.0,0.5468103885650635,0.0,35.663185119628906,0.863,0.863,-11.0,-17.5,450
115,115000,0.0,0.5404362082481384,0.0,35.76316833496094,0.863,0.863,-45.5,-52.0,450
115,115500,0.0,0.4986417591571808,0.0,36.980098724365234,0.863,0.863,-80.0,-86.5,450
115,116000,0.0,0.3034328818321228,0.0,34.618778228759766,0.863,0.863,-113.0,-121.0,450
115,116500,0.0,0.24671655893325806,0.0,33.65583419799805,0.863,0.863,-147.5,-155.5,450
115,117000,0.0,0.3138793706893921,0.0,34.16302490234375,0.863,0.863,-182.0,-190.0,450
115,117500,0.0,0.2182798981666565,0.0,33.40702819824219,0.863,0.863,-216.5,-223.0,450
116,118000,0.0,0.23692595958709717,0.0,31.856651306152344,0.862,0.862,-3.0,-3.0,900
117,118500,0.0,0.27757325768470764,0.0,31.441938400268555,0.861,0.861,2.5,-10.5,900
118,119000,0.0,0.30942824482917786,0.0,36.89418029785156,0.86,0.86,-4.0,-3.25,900
119,119500,0.0,0.3396955132484436,0.0,37.506629943847656,0.859,0.859,9.5,15.25,150
120,120000,0.0,0.245530366897583,0.0,35.3760871887207,0.858,0.858,-9.0,-14.75,400
120,120500,0.0,0.19847840070724487,0.0,35.87513732910156,0.858,0.858,-42.0,-49.25,400
121,121000,0.0,0.4088931083679199,0.0,35.1102180480957,0.856,0.856,-7.5,-7.5,250
122,121500,0.0,0.30695676803588867,0.0,33.207427978515625,0.855,0.855,-4.5,-4.5,900
123,122000,0.0,0.37815433740615845,0.0,34.29485321044922,0.854,0.854,-6.0,-6.0,0
123,122500,0.0,0.41963762044906616,0.0,37.791038513183594,0.854,0.854,-1.5,-4.5,0
123,123000,0.0,0.23835578560829163,0.0,39.20282745361328,0.854,0.854,-36.0,-39.0,0
123,123500,0.0,0.5036682486534119,0.0,41.00025177001953,0.854,0.854,-72.0,-72.0,0
123,124000,0.0,0.2751369774341583,0.0,44.315284729003906,0.854,0.854,-106.5,-106.5,0
123,124500,0.0,0.6581451892852783,0.0,51.46303176879883,0.854,0.854,-144.0,-139.5,0
123,125000,0.0,0.32879751920700073,0.0,48.128055572509766,0.854,0.854,-178.5,-175.5,0
123,125500,0.0,0.22512120008468628,0.0,47.38404846191406,0.854,0.854,-214.5,-208.5,0
123,126000,0.0,0.28099557757377625,0.0,52.80529022216797,0.854,0.854,-249.0,-243.0,0
123,126500,0.0,0.16949278116226196,0.0,59.51274108886719,0.854,0.854,-286.5,-277.5,0
124,127000,0.0,0.25817734003067017,0.0,54.27255630493164,0.853,0.853,7.0,-4.5,500
125,127500,0.0,0.4717712700366974,0.0,62.16114044189453,0.852,0.852,-9.0,-9.0,750
126,128000,0.0,0.34907662868499756,0.0,68.7225112915039,0.85,0.85,12.5,-7.5,150
127,128500,0.0,0.28485503792762756,0.0,56.65986633300781,0.849,0.849,15.0,23.0,600
129,129000,0.0,0.2301422655582428,0.0,59.03813171386719,0.847,0.847,-1.5,-1.5,450
130,129500,0.0,0.32050803303718567,0.0,63.565704345703125,0.846,0.846,11.0,8.75,200
131,130000,0.0,0.39117366075515747,0.0,62.84330749511719,0.844,0.844,13.5,13.25,900
133,130500,0.0,0.6780809164047241,0.0,54.64159393310547,0.842,0.842,25.5,23.25,400
134,131000,0.0,0.3175015151500702,0.0,55.762351989746094,0.841,0.841,32.5,35.0,50
135,131500,0.0,0.3360569179058075,0.0,55.823081970214844,0.84,0.84,11.0,8.75,650
137,132000,0.0,0.3255482316017151,0.0,55.421852111816406,0.837,0.837,-9.0,-9.0,0
138,132500,0.0,0.30919888615608215,0.0,56.065555572509766,0.836,0.836,-6.5,-4.75,300
140,133000,0.0,0.4454307556152344,0.0,51.78955841064453,0.834,0.834,4.0,4.0,500
142,133500,0.0,0.22459259629249573,0.0,51.57368469238281,0.831,0.831,-3.0,-3.0,950
142,134000,0.0,0.4270785450935364,0.0,54.03093719482422,0.831,0.831,16.0,8.75,950
142,134500,0.0,0.22117552161216736,0.0,55.89799118041992,0.831,0.831,-17.0,-25.75,950
142,135000,0.0,0.3708696961402893,0.0,53.70346450805664,0.831,0.831,-51.5,-58.75,950
142,135500,0.0,0.3123657703399658,0.0,53.74015426635742,0.831,0.831,-84.5,-93.25,950
142,136000,0.0,0.28209391236305237,0.0,50.60174560546875,0.831,0.831,-117.5,-127.75,950
142,136500,0.0,0.4176083207130432,0.0,49.91909408569336,0.831,0.831,-150.5,-162.25,950
142,137000,0.0,0.4463314414024353,0.0,53.531959533691406,0.831,0.831,-183.5,-196.75,950
142,137500,0.0,0.37256699800491333,0.0,57.87547302246094,0.831,0.831,-218.0,-229.75,950
142,138000,0.0,0.37282732129096985,0.0,57.27223587036133,0.831,0.831,-252.5,-264.25,950
142,138500,0.0,0.4511096477508545,0.0,64.92085266113281,0.831,0.831,-287.0,-298.75,950
144,139000,0.0,0.46052369475364685,0.0,59.16694641113281,0.829,0.829,-7.5,-6.0,700
145,139500,0.0,0.4405488967895508,0.0,54.79949188232422,0.828,0.828,17.5,13.75,750
