episode,step,dbg2_distance,dbg2_move_toward,dbg2_balance_penalty,dbg2_mercy,dbg2_duration,dbg2_terminal,dbg2_reward_total
1,1559,0.2,0.2,-1.0,0.1,-0.4058251628321502,-1.5,-2.40582516283215
2,6794,0.2,0.2,-0.01234567901234568,-0.13502980261833905,-1.5,-1.2473754816306846
3,9281,0.2,0.2,-0.01234567901234568,0.21680962648613467,-1.5,-0.895536052526211
4,12044,-0.012,0.0,-1.0,0.1,0.4137377032994566,-1.5,-1.9982622967005435
5,14638,0.2,0.0,-0.6049382716049385,0.2933852832097349,-1.5,-1.6115529883952036
6,16442,-0.22499999999999998,0.0,-0.19753086419753088,-0.26841005902806425,-1.5,-2.190940923225595
7,21885,-0.144,0.0,-0.04938271604938267,-0.26345947020349303,-0.4568421862528757
8,23861,0.2,0.0,0.5,-0.3086419753086421,0.1,-0.16025165790138535,-1.5,-1.1688936332100275
9,25437,0.2,0.0,-0.19753086419753088,-0.39333654437016846,-1.5,-1.8908674085676993
10,30878,-0.168,0.0,-0.012345679012345696,-0.26316738039758897,-0.4435130594099347
11,32837,0.2,-0.2,-0.11111111111111113,-0.16956467225189226,-1.5,-1.7806757833630034
12,38234,0.2,0.0,-0.01234567901234568,-0.23791236009011352,-1.5,-1.5502580391024592
13,39402,0.2,0.2,-1.0,0.1,-0.5609526822689991,-1.5,-2.560952682268999
14,42220,0.2,0.2,-0.11111111111111113,0.45103937394155114,-1.5,-0.76007173716956
15,44894,0.2,0.0,0.5,-0.04938271604938272,0.3502577418253477,-1.5,-0.4991249742240351
16,46561,0.2,0.0,-0.01234567901234568,-0.3449151375419083,-1.5,-1.657260816554254
17,51983,-0.2625,0.0,-0.7901234567901235,0.1,-0.26313086232176275,-1.2157543191118863
18,56323,0.2,0.2,-0.049382716049382734,-0.2632404119829259,0.0873768719676914
19,57097,0.2,0.2,-0.11111111111111113,-0.613253892596497,-1.5,-1.8243650037076082
20,59282,-0.075,0.0,0.5,-0.3086419753086421,0.1,0.7416990866031572,1.5,2.458057111294515
21,63752,-0.564,0.2,-0.0,-0.2632038969513325,-0.6272038969513325
22,67993,-0.516,0.0,-0.0,-0.2632038969513325,-0.7792038969513325
23,69834,-0.048,0.0,0.5,-0.6049382716049385,0.1,0.1817178027526089,-1.5,-1.3712204688523295
24,72038,-0.012,0.0,0.5,-0.11111111111111113,0.5538304823526781,-1.5,-0.5692806287584331
25,73419,0.2,0.0,-0.04938271604938272,-0.31046782359194447,-1.5,-1.6598505396413272
26,75580,-0.06,-0.2,-0.04938271604938272,0.47856632098555046,-1.5,-1.3308163950638323
27,77142,-0.22499999999999998,0.0,-0.11111111111111113,-0.08907766145766244,-1.5,-1.9251887725687735
28,77950,0.2,-0.2,-0.11111111111111113,-0.5880177314510628,-1.5,-2.199128842562174
29,79910,0.2,0.2,-0.01234567901234568,0.24519458001163968,-1.5,-0.867151099000706
30,82680,-0.075,0.0,0.5,-0.01234567901234568,0.749666129661982,1.5,2.662320450649636
31,86018,-0.072,0.0,-0.19753086419753088,0.44718792014744013,-1.5,-1.3223429440500907
32,87915,-0.15,0.0,-0.6049382716049385,0.23644195642018123,-1.5,-2.0184963151847573
33,90168,0.2,0.0,-0.04938271604938272,0.5799554651962242,-1.5,-0.7694272508531586
34,92700,-0.024,0.0,0.5,-0.01234567901234568,0.6901579525713863,-1.5,-0.3461877264409594
35,93989,0.2,0.0,0.5,-0.19753086419753088,-0.3200125307042586,-1.5,-1.3175433949017896
36,95636,0.2,-0.2,-0.6049382716049385,0.1,0.025199090313989037,-1.5,-1.9797391812909495
37,96932,0.2,0.0,0.5,-0.3086419753086421,0.1,-0.29936733128813264,-1.5,-1.3080093065967748
38,98694,-0.048,0.2,-0.11111111111111113,0.13992009325890564,-1.5,-1.3191910178522055
39,100500,-0.048,-0.2,-0.19753086419753088,0.17567031121013293,-1.5,-1.7698605529873979
40,102137,0.2,0.0,0.5,-0.11111111111111113,-0.04648180775718086,-1.5,-0.9575929188682921
41,105975,-0.2625,0.0,-0.04938271604938272,0.16566409219391537,-1.5,-1.6462186238554675
42,108712,0.2,0.0,0.5,-0.11111111111111113,0.7497583675891643,1.5,2.838647256478053
43,111514,0.2,0.2,-0.01234567901234568,0.7474529973584547,1.5,2.635107318346109
44,112708,0.2,0.0,-0.11111111111111113,-0.38033967549908804,-1.5,-1.7914507866101992
45,113997,0.2,-0.2,-0.6049382716049385,-0.318208999585621,-1.5,-2.4231472711905595
46,115378,-0.075,0.0,-0.4444444444444447,-0.2096206808450662,-1.5,-2.2290651252895106
47,117330,0.2,0.0,-0.11111111111111113,0.27071754642358226,-1.5,-1.1403935646875287
48,118284,-0.1875,0.0,-0.4444444444444447,-0.522433777068745,-1.5,-2.6543782215131895
49,119697,-0.048,0.0,-0.11111111111111113,-0.20295923417119316,-1.5,-1.8620703452823042
50,120869,0.2,0.0,-0.19753086419753088,-0.38216194409347637,-1.5,-1.8796928082910074
51,122420,0.2,0.0,-0.01234567901234568,-0.08433246973505179,-1.5,-1.3966781487473974
52,123974,-0.2625,0.0,-0.6049382716049385,0.1,-0.04825576004680912,-1.5,-2.3156940316517476
53,125354,-0.012,-0.2,-0.19753086419753088,-0.2614859746669168,-1.5,-2.171016838864448
54,129407,-0.132,0.0,-0.012345679012345684,-0.26316738039758897,-0.40751305940993465
55,130508,0.2,0.0,0.5,-0.04938271604938272,-0.43390300716551555,-1.5,-1.2832857232148984
56,132002,0.2,0.0,-0.4444444444444447,0.1,-0.12037800848305116,-1.5,-1.7648224529274958
57,135372,0.2,0.2,-0.01234567901234568,0.37630302303453655,-1.5,-0.736042655977809
58,139395,0.2,-0.2,-0.049382716049382734,-0.26345947020349303,-0.31284218625287574
59,140771,0.2,0.0,-1.0,-0.21224281685290347,-1.5,-2.5122428168529036
60,142877,0.2,0.0,0.5,-0.04938271604938272,0.45411746342027864,-1.5,-0.39526525262910406
61,144052,0.2,0.0,-1.0,-0.35798940956540803,-1.5,-2.657989409565408
62,145520,0.2,-0.2,-0.3086419753086421,-0.1375732998148953,-1.5,-1.9462152751235373
63,146851,0.2,0.2,-0.6049382716049385,-0.27228510248092547,-1.5,-1.977223374085864
64,147807,0.2,0.0,-0.3086419753086421,-0.5195254919701093,-1.5,-2.128167467278751
65,150652,0.2,-0.2,-1.0,0.7126228503833423,-1.5,-1.7873771496166577
66,153247,-0.072,0.0,-0.7901234567901235,0.739185108211077,-1.5,-1.6229383485790465
67,154457,-0.075,0.0,-0.19753086419753088,-0.37941087575002624,-1.5,-2.1519417399475573
68,158502,0.2,0.0,-0.012345679012345668,-0.2638244454201748,-0.07617012443252047
69,159550,0.2,0.2,-0.04938271604938272,-0.471651533019319,-1.5,-1.6210342490687017
70,160569,0.2,0.0,-0.04938271604938272,-0.4768786663397199,-1.5,-1.8262613823891027
71,163302,0.2,0.0,-0.01234567901234568,0.7465309158357423,1.5,2.4341852368233967
72,164996,0.2,-0.2,-0.4444444444444447,0.04978205723019907,-1.5,-1.8946623872142456
73,167008,0.2,-0.2,-0.19753086419753088,0.3802624324404059,-1.5,-1.317268431757125
74,167813,0.2,-0.2,-0.3086419753086421,0.1,-0.5999304496191907,-1.5,-2.3085724249278328
75,169557,-0.036,0.0,-0.11111111111111113,0.10359571139868734,-1.5,-1.5435153997124238
76,171143,0.2,0.0,0.5,-0.01234567901234568,-0.06329287873734779,-1.5,-0.8756385577496936
77,172514,-0.11249999999999999,0.0,-0.11111111111111113,-0.2574889554512945,-1.5,-1.9811000665624057
78,175203,0.2,0.0,0.5,-0.04938271604938272,0.7420258492381995,1.5,2.892643133188817
79,176745,-0.048,0.0,0.5,-0.04938271604938272,-0.1413389271956331,-1.5,-1.2387216432450159
80,178233,0.2,0.0,-0.01234567901234568,-0.14052119001515256,-1.5,-1.4528668690274982
81,179481,0.2,0.0,-0.4444444444444447,-0.3730866629437497,-1.5,-2.1175311073881944
82,183520,-0.216,-0.2,-0.012345679012345696,-0.26338645688642504,-0.6917321358987707
83,186400,0.2,-0.2,-0.04938271604938272,0.7163406696515132,1.5,2.1669579536021306
84,187644,-0.1875,0.0,-0.04938271604938272,-0.3325101737041699,-1.5,-2.0693928897535527
85,189863,-0.2625,0.0,-0.01234567901234568,0.5512352272022678,-1.5,-1.2236104518100779
86,192738,-0.024,0.0,0.5,-0.01234567901234568,0.7025693924690943,-1.5,-0.3337762865432514
87,196824,-0.336,0.2,-0.012345679012345644,-0.26316738039758897,-0.41151305940993466
88,197868,0.2,0.0,-0.04938271604938272,-0.47526217972542184,-1.5,-1.8246448957748045
89,198812,0.2,0.0,-0.01234567901234568,-0.5456743374877595,-1.5,-1.858020016500105
90,199728,0.2,-0.2,-1.0,-0.5448571417724613,-1.5,-3.0448571417724613
91,202594,0.2,0.2,-0.3086419753086421,0.7266340219429072,1.5,2.317992046634265
92,204052,0.2,0.0,-0.3086419753086421,-0.4497724935480486,-1.5,-2.0584144688566908
93,205269,-0.048,-0.2,-0.3086419753086421,0.1,-0.543215413634545,-1.5,-2.499857388943187
94,207257,0.2,0.0,0.5,-0.7901234567901235,0.1,-0.1504639284250122,-1.5,-1.6405873852151358
95,208279,0.2,0.0,-0.01234567901234568,-0.6021076512424115,-1.5,-1.9144533302547573
96,210375,-0.11249999999999999,0.0,-0.04938271604938272,-0.07638072606661228,-1.5,-1.738263442115995
97,211798,-0.024,0.0,-0.4444444444444447,-0.46414833402409295,-1.5,-2.4325927784685377
