episode,episode_step,loss_p1,loss_p2,q_p1,q_p2,eps_p1,eps_p2,reward_p1,reward_p2,lr,opponent_ep,grad_norm_p2,rms_mean_p2,rms_std_p2
3,585,0.0,2.2265005111694336,0.0,21.803550720214844,0.992,0.992,0.0,-35.28045123739672,0.0001,1100,10.00000080198763,0.4107068570849444,0.3825847483025909
3,1085,0.0,1.723178505897522,0.0,24.512266159057617,0.992,0.992,0.0,-82.41165170655353,0.0001,1100,10.000000391488824,0.4121054566349404,0.3817585181520968
3,1585,0.0,0.19322089850902557,0.0,28.442459106445312,0.992,0.992,0.0,-126.67347509925675,0.0001,1100,10.000000852828949,0.41331894486405285,0.3809242032162484
3,2085,0.0,1.9420720338821411,0.0,29.215715408325195,0.992,0.992,0.0,-135.23877078540394,0.0001,1100,10.000000921342805,0.41433849122398364,0.38002824619622727
4,439,0.0,1.6125681400299072,0.0,25.322616577148438,0.989,0.989,0.0,20.0254381397529,0.0001,1000,9.999999818822902,0.4152906328039649,0.3792166847665955
4,939,0.0,0.6080220937728882,0.0,23.630828857421875,0.989,0.989,0.0,-3.198938897292381,0.0001,1000,10.000001469651936,0.4157924533075867,0.37856129112215264
4,1439,0.0,1.1087126731872559,0.0,24.553808212280273,0.989,0.989,0.0,-48.2409213733457,0.0001,1000,9.999999355063908,0.41621488876014195,0.3779333293381273
4,1939,0.0,1.7149827480316162,0.0,22.711875915527344,0.989,0.989,0.0,-87.14965274696625,0.0001,1000,9.999999997834259,0.4164894976123447,0.37742539766858774
4,2439,0.0,1.2401912212371826,0.0,24.115930557250977,0.989,0.989,0.0,-127.0097373819165,0.0001,1000,10.000001117841709,0.41651490179937434,0.37691735844430874
5,272,0.0,0.5441391468048096,0.0,29.765499114990234,0.986,0.986,0.0,-13.104037688617689,0.0001,100,10.000002380122881,0.416371915681455,0.376422877846781
5,772,0.0,0.48435738682746887,0.0,23.547698974609375,0.986,0.986,0.0,-34.108860929133954,0.0001,100,9.999999922035164,0.416421255695071,0.3761589696983189
5,1272,0.0,0.6565479636192322,0.0,28.416667938232422,0.986,0.986,0.0,-60.232013728197984,0.0001,100,10.00000058066173,0.4163534700075335,0.3758841794102507
6,292,0.0,0.7497689723968506,0.0,27.480327606201172,0.983,0.983,0.0,-11.210996751961773,0.0001,1200,10.00000120002823,0.41607421482387236,0.37559390306860035
6,792,0.0,0.6295947432518005,0.0,30.979312896728516,0.983,0.983,0.0,-53.629329958757125,0.0001,1200,10.000000623818872,0.4159140016248834,0.37537052306298335
6,1292,0.0,0.5801920890808105,0.0,30.304141998291016,0.983,0.983,0.0,-99.46184493998604,0.0001,1200,9.999999226589104,0.4157276507330261,0.37513299683438756
6,1792,0.0,0.565948486328125,0.0,28.687305450439453,0.983,0.983,0.0,-139.79895527433501,0.0001,1200,9.999999068940493,0.4156139420950898,0.37487347350341715
6,2292,0.0,0.5950275659561157,0.0,31.122791290283203,0.983,0.983,0.0,-166.06484445261827,0.0001,1200,10.000000781307865,0.41548869830009555,0.37462951721838333
6,2792,0.0,0.6135140061378479,0.0,31.994373321533203,0.983,0.983,0.0,-131.10733548387293,0.0001,1200,10.0000002415672,0.4152888761289239,0.374383554960549
7,608,0.0,0.13488297164440155,0.0,32.518375396728516,0.98,0.98,0.0,-12.60318828817078,0.0001,350,10.00000035000167,0.4149613741904737,0.37417657441701135
7,1108,0.0,0.6097284555435181,0.0,33.59146499633789,0.98,0.98,0.0,86.82416214876946,0.0001,350,9.999998543690868,0.4146871493812773,0.37404767355652835
8,558,0.0,0.1990494430065155,0.0,33.62600326538086,0.978,0.978,0.0,-38.873824744478696,0.0001,700,10.000000772869637,0.41434035020297083,0.3738792287891427
8,1058,0.0,0.28574639558792114,0.0,35.591556549072266,0.978,0.978,0.0,-82.39227703365509,0.0001,700,10.000000306055899,0.4141189727349435,0.3737277697565911
8,1558,0.0,0.28612422943115234,0.0,36.87651824951172,0.978,0.978,0.0,-121.52263080510052,0.0001,700,9.999997543539065,0.41395125372000124,0.3735450922266877
8,2058,0.0,0.4556518793106079,0.0,37.26560592651367,0.978,0.978,0.0,-157.8696347349148,0.0001,700,9.99999905013872,0.41380231395427125,0.3733617915605719
8,2558,0.0,0.14599019289016724,0.0,35.418983459472656,0.978,0.978,0.0,-196.93091209425214,0.0001,700,9.99999898131382,0.4136085859245528,0.3732074534831233
9,282,0.0,0.33084383606910706,0.0,34.820228576660156,0.975,0.975,0.0,-10.211940062772026,0.0001,200,10.000001194420534,0.4133291113234785,0.37299958014594053
9,782,0.0,0.20383018255233765,0.0,36.635520935058594,0.975,0.975,0.0,-56.18078480309486,0.0001,200,10.000000292158898,0.41308677494718743,0.37285095236074467
9,1282,0.0,0.31761297583580017,0.0,38.36213302612305,0.975,0.975,0.0,-95.95239241810297,0.0001,200,9.999998867025596,0.41285964652529533,0.3727119059349952
9,1782,0.0,0.3319474756717682,0.0,35.588165283203125,0.975,0.975,0.0,-132.23666319044764,0.0001,200,9.999997653411715,0.41264735595049934,0.3725621779123383
9,2282,0.0,0.19870278239250183,0.0,34.385677337646484,0.975,0.975,0.0,-173.90324466471674,0.0001,200,9.999998531063026,0.412483082225517,0.3723877533642283
10,237,0.0,0.1958453506231308,0.0,32.65087890625,0.972,0.972,0.0,-7.504642417557696,0.0001,1050,9.999998565029951,0.41224339644933167,0.3722741048426252
10,737,0.0,0.2430824339389801,0.0,33.14054870605469,0.972,0.972,0.0,-48.86062323505547,0.0001,1050,9.999998915453597,0.412060622394129,0.37215075401672204
10,1237,0.0,0.29850468039512634,0.0,33.28645706176758,0.972,0.972,0.0,-95.47894331964332,0.0001,1050,9.999997511182878,0.41192148729341405,0.37206323360065424
10,1737,0.0,0.2730141282081604,0.0,33.623043060302734,0.972,0.972,0.0,-140.7964972325467,0.0001,1050,9.999998816457284,0.41183642614387955,0.37195145319109973
10,2237,0.0,0.24208731949329376,0.0,32.495361328125,0.972,0.972,0.0,-187.6183711131084,0.0001,1050,9.999999430764714,0.4118140635277139,0.37187160083004595
10,2737,0.0,0.09401656687259674,0.0,29.71912956237793,0.972,0.972,0.0,-231.86276021926878,0.0001,1050,10.000002418197438,0.4118382501646316,0.37179732815633243
10,3237,0.0,0.17754308879375458,0.0,32.74345397949219,0.972,0.972,0.0,-281.02823131320434,0.0001,1050,9.999998726672642,0.41184440803777056,0.3717084565945702
10,3737,0.0,0.04750755429267883,0.0,29.66967010498047,0.972,0.972,0.0,-323.889290087776,0.0001,1050,9.999997029613265,0.4119097873431423,0.371644736536868
10,4237,0.0,0.11431840062141418,0.0,28.809322357177734,0.972,0.972,0.0,-356.3220548053053,0.0001,1050,9.999997569187451,0.41197266573960684,0.37155228252866884
10,4737,0.0,0.38404732942581177,0.0,30.398439407348633,0.972,0.972,0.0,-356.10684812231545,0.0001,1050,9.99999820060407,0.4120605560508432,0.3714929440502507
11,184,0.0,0.20218051970005035,0.0,27.864078521728516,0.969,0.969,0.0,-3.9139988720741177,0.0001,400,9.9999997268619,0.41209915135815756,0.3713967410197571
11,684,0.0,0.27850696444511414,0.0,29.177595138549805,0.969,0.969,0.0,-49.48857838762967,0.0001,400,9.99999833399454,0.41217566336532974,0.3713276780006986
11,1184,0.0,0.2194463014602661,0.0,30.027162551879883,0.969,0.969,0.0,-83.11118521214364,0.0001,400,9.999998782482292,0.4122278830329534,0.371265787502853
11,1684,0.0,0.11169074475765228,0.0,28.933944702148438,0.969,0.969,0.0,-131.50100918796073,0.0001,400,9.999998203109975,0.4122558491284521,0.37118802601510054
11,2184,0.0,0.13457176089286804,0.0,28.57632827758789,0.969,0.969,0.0,-177.1940568440819,0.0001,400,10.000001061416254,0.41228787310364234,0.3711012418905519
11,2684,0.0,0.44887059926986694,0.0,29.439180374145508,0.969,0.969,0.0,-223.53729178931482,0.0001,400,10.000001992546999,0.4123169646030636,0.3710015449685182
11,3184,0.0,0.1890581250190735,0.0,28.861942291259766,0.969,0.969,0.0,-270.5210726647148,0.0001,400,10.000001279077313,0.4123370590684885,0.37090652387176626
11,3684,0.0,0.03657076135277748,0.0,27.828521728515625,0.969,0.969,0.0,-317.0755200894424,0.0001,400,10.000000385843272,0.4123708477770032,0.3708079062633013
11,4184,0.0,0.13409726321697235,0.0,26.938268661499023,0.969,0.969,0.0,-332.1406501421522,0.0001,400,9.999999664961157,0.4123918251302028,0.3706971963439267
12,242,0.0,0.08841518312692642,0.0,27.00113296508789,0.966,0.966,0.0,-7.306594521043386,0.0001,950,9.999996549971835,0.4123860060608928,0.37058100966844565
12,742,0.0,0.20522527396678925,0.0,28.769119262695312,0.966,0.966,0.0,-51.046455829363,0.0001,950,9.999998868056215,0.4123906095292762,0.37049235127846675
12,1242,0.0,0.144714817404747,0.0,29.012636184692383,0.966,0.966,0.0,-95.2569732482936,0.0001,950,10.000002419927432,0.41239396161252895,0.3704253659551682
12,1742,0.0,0.1352739781141281,0.0,27.793468475341797,0.966,0.966,0.0,-80.56368091614024,0.0001,950,9.999999267550262,0.4123963953559144,0.37035172344296935
13,356,0.0,0.16297610104084015,0.0,25.827659606933594,0.963,0.963,0.0,-15.463725708805294,0.0001,900,10.00000244837549,0.41236576220444615,0.37026754085117364
13,856,0.0,0.15216249227523804,0.0,29.107807159423828,0.963,0.963,0.0,40.59577282341774,0.0001,900,10.000000608406927,0.4123574553709786,0.3701983923699089
14,361,0.0,0.1943378448486328,0.0,26.976444244384766,0.961,0.961,0.0,-16.791561587152447,0.0001,500,10.000000400321921,0.4123033021385076,0.3701383668217582
14,861,0.0,0.12337083369493484,0.0,29.080568313598633,0.961,0.961,0.0,93.66785063879662,0.0001,500,9.999999003424003,0.4122591135620104,0.3700785270140402
15,423,0.0,0.19164371490478516,0.0,27.70947265625,0.958,0.958,0.0,16.330505690478155,0.0001,950,9.999999331267562,0.4121981812960265,0.37004145801654026
15,923,0.0,0.22123703360557556,0.0,26.66663932800293,0.958,0.958,0.0,22.43917464996967,0.0001,950,9.999999408999132,0.4121318217411794,0.3699948980847573
15,1423,0.0,0.3416481614112854,0.0,27.862159729003906,0.958,0.958,0.0,10.059880065482451,0.0001,950,10.000001800601646,0.4120458900358676,0.36995199975625903
16,429,0.0,0.1605542004108429,0.0,28.578792572021484,0.955,0.955,0.0,-18.894381198726357,0.0001,400,9.999999908339424,0.41193533469348625,0.3699242951770435
16,929,0.0,0.08304829895496368,0.0,29.388336181640625,0.955,0.955,0.0,17.98596003737774,0.0001,400,9.999999185437227,0.41184590011207917,0.3698985874643624
17,227,0.0,0.06321045011281967,0.0,28.193992614746094,0.952,0.952,0.0,-6.562467464237885,0.0001,750,9.999997464111754,0.411694257428918,0.3698760525589479
17,727,0.0,0.16515964269638062,0.0,28.726970672607422,0.952,0.952,0.0,-49.36232680001828,0.0001,750,9.999999173627886,0.4115809901371086,0.36988045807042774
17,1227,0.0,0.37581712007522583,0.0,26.573749542236328,0.952,0.952,0.0,-95.73627448917364,0.0001,750,10.000000688982697,0.4114665827100459,0.3698498980039292
17,1727,0.0,0.2556016743183136,0.0,25.446483612060547,0.952,0.952,0.0,-138.10424202151947,0.0001,750,9.999999393059893,0.4113747329285562,0.3698410329196253
17,2227,0.0,0.1445894092321396,0.0,28.179718017578125,0.952,0.952,0.0,-142.3560524884513,0.0001,750,10.000001589312527,0.4112960482282288,0.3698127439875328
17,2727,0.0,0.21223632991313934,0.0,24.15300941467285,0.952,0.952,0.0,-154.47773780528826,0.0001,750,9.99999927510026,0.41121560150611797,0.3698000474858854
18,441,0.0,0.3442756235599518,0.0,26.239816665649414,0.949,0.949,0.0,-27.130797042182262,0.0001,250,9.999999469845369,0.41110059791443215,0.3697960217214786
18,941,0.0,0.32189950346946716,0.0,27.63420867919922,0.949,0.949,0.0,-73.1495924828918,0.0001,250,9.999999608991926,0.4110263872938173,0.3697882598039884
18,1441,0.0,0.08506695926189423,0.0,25.71986961364746,0.949,0.949,0.0,-94.29534698704703,0.0001,250,9.999999657430761,0.41095246653888734,0.3697794915854161
18,1941,0.0,0.46935147047042847,0.0,25.334409713745117,0.949,0.949,0.0,-73.97975978093433,0.0001,250,10.000000347007756,0.4108718104430491,0.3697607205045721
19,375,0.0,0.290541410446167,0.0,25.83222007751465,0.947,0.947,0.0,-18.846011443230804,0.0001,700,9.999999341407845,0.41077839105743313,0.36973881625694943
19,875,0.0,0.4160289764404297,0.0,24.890737533569336,0.947,0.947,0.0,22.311929576887486,0.0001,700,10.000000811951276,0.4106899063230321,0.36973257639431534
20,203,0.0,0.15645389258861542,0.0,27.292068481445312,0.944,0.944,0.0,-3.698707955987189,0.0001,850,9.999998593697516,0.41054657010981127,0.36971885310518576
20,703,0.0,0.2337554544210434,0.0,27.387508392333984,0.944,0.944,0.0,-37.57041143040573,0.0001,850,9.999998951144411,0.4104547213566763,0.36972825305500734
20,1203,0.0,0.1736731082201004,0.0,30.452442169189453,0.944,0.944,0.0,16.89476239440675,0.0001,850,10.000001172405065,0.4103592181194462,0.3697513690376878
21,562,0.0,0.4145392179489136,0.0,28.973861694335938,0.941,0.941,0.0,-39.229222756702164,0.0001,650,10.000000702217337,0.4102567082175415,0.36975221275803294
21,1062,0.0,0.19422079622745514,0.0,29.240737915039062,0.941,0.941,0.0,-86.91791820588395,0.0001,650,9.999998352203244,0.4101617078792878,0.36975309474876156
21,1562,0.0,0.19343560934066772,0.0,29.890182495117188,0.941,0.941,0.0,-106.82408882576217,0.0001,650,9.99999806823101,0.4100861012908992,0.3697486652559665
21,2062,0.0,0.41816312074661255,0.0,31.737747192382812,0.941,0.941,0.0,-26.938453425163285,0.0001,650,10.000002456303829,0.4100104540355094,0.3697558105153391
22,433,0.0,0.13086792826652527,0.0,32.63963317871094,0.938,0.938,0.0,-23.76313112170429,0.0001,850,9.999998782702237,0.40989861401149685,0.3697460858239665
22,933,0.0,0.1668318808078766,0.0,32.67020034790039,0.938,0.938,0.0,42.81929822386499,0.0001,850,9.999999607594173,0.4098327696099209,0.36976164804806233
23,392,0.0,0.2445627599954605,0.0,29.44002914428711,0.935,0.935,0.0,23.6970436973651,0.0001,600,9.999998736958291,0.40973212612945303,0.3697670547881091
23,892,0.0,0.1672208607196808,0.0,31.39615249633789,0.935,0.935,0.0,21.015491680419217,0.0001,600,9.999999028334932,0.4096359919150856,0.36979038749764626
24,354,0.0,0.16998519003391266,0.0,34.3608512878418,0.932,0.932,0.0,-20.94641871663547,0.0001,1000,9.999998187006119,0.40949025946899137,0.3698256295996563
24,854,0.0,0.3851722478866577,0.0,34.481502532958984,0.932,0.932,0.0,-67.78146820498911,0.0001,1000,10.000000495791241,0.4093776469085731,0.3698546698597837
24,1354,0.0,0.21256528794765472,0.0,35.964115142822266,0.932,0.932,0.0,-112.38605257232058,0.0001,1000,9.9999992559975,0.4092835735655708,0.369869971009015
24,1854,0.0,0.14917510747909546,0.0,34.375938415527344,0.932,0.932,0.0,-115.6173765978153,0.0001,1000,9.999999804515182,0.4092050018430271,0.3698835256221791
25,261,0.0,0.461850643157959,0.0,38.58062744140625,0.93,0.93,0.0,-11.51621884967185,0.0001,800,9.999999986970026,0.409098948316233,0.36991234142465124
25,761,0.0,0.24356281757354736,0.0,40.05146789550781,0.93,0.93,0.0,42.96338815996494,0.0001,800,9.999999662463686,0.40901404304443795,0.3699326098552333
26,245,0.0,0.5424669981002808,0.0,37.61608123779297,0.927,0.927,0.0,-7.910256636371223,0.0001,850,10.000001437843544,0.40890218909392084,0.3699423638753092
26,745,0.0,0.3930024802684784,0.0,45.081363677978516,0.927,0.927,0.0,14.52634978897149,0.0001,850,9.999999168867218,0.4088245305897218,0.3699551732518857
26,1245,0.0,0.25331854820251465,0.0,43.54436492919922,0.927,0.927,0.0,6.247945887435227,0.0001,850,9.999999405199352,0.4087363319133501,0.36998695672035814
27,556,0.0,0.16581115126609802,0.0,47.3426513671875,0.924,0.924,0.0,26.638476340558487,0.0001,50,10.000000402607071,0.4086154004662401,0.37002335956728927
28,137,0.0,0.23029042780399323,0.0,47.001365661621094,0.921,0.921,0.0,0.46775357552356356,0.0001,1000,10.000000187400822,0.4084872731812877,0.37005265391539605
28,637,0.0,0.4773537814617157,0.0,55.169410705566406,0.921,0.921,0.0,-10.290588131645288,0.0001,1000,9.999999504417536,0.40837969751712616,0.3700652932877231
28,1137,0.0,0.457927405834198,0.0,60.35353469848633,0.921,0.921,0.0,34.76296682107334,0.0001,1000,9.999998255016848,0.4082659668200003,0.3701028500588827
29,377,0.0,0.4211261570453644,0.0,55.296302795410156,0.918,0.918,0.0,3.2684622726634185,0.0001,200,9.999997643712765,0.40812393499993815,0.37014925220752154
29,877,0.0,0.2155337929725647,0.0,55.39944076538086,0.918,0.918,0.0,84.21377437959873,0.0001,200,10.000002886760216,0.4080343447265142,0.3701700065360765
30,445,0.0,0.22369793057441711,0.0,59.51734924316406,0.916,0.916,0.0,-25.807870597365863,0.0001,650,10.000000636072969,0.40789467700974585,0.3702158914041771
30,945,0.0,0.44665074348449707,0.0,61.02691650390625,0.916,0.916,0.0,0.1280351332239185,0.0001,650,10.000000084965118,0.407783533230391,0.37025348270299463
30,1445,0.0,0.38020971417427063,0.0,65.2658462524414,0.916,0.916,0.0,31.82817003428883,0.0001,650,9.999999760532937,0.40766741709909443,0.370279947673788
31,556,0.0,0.48353952169418335,0.0,67.23450469970703,0.913,0.913,0.0,-29.78172328911791,0.0001,750,9.99999993560875,0.40750903124684895,0.37031166294303197
31,1056,0.0,0.14081552624702454,0.0,68.857421875,0.913,0.913,0.0,-14.641460530868859,0.0001,750,9.999999992681017,0.40738929336522517,0.37035572463623695
32,284,0.0,0.17722885310649872,0.0,63.91936111450195,0.91,0.91,0.0,-8.188628910305907,0.0001,550,10.00000039222478,0.4072417539609449,0.37039780408749345
32,784,0.0,0.47233080863952637,0.0,65.35002899169922,0.91,0.91,0.0,24.563283358468066,0.0001,550,9.999999624707229,0.40711341971058895,0.3704310961496577
32,1284,0.0,0.09582091122865677,0.0,62.5198974609375,0.91,0.91,0.0,17.410839647508716,0.0001,550,10.000000723517388,0.40698660469139303,0.37047421914060447
32,1784,0.0,0.3232060670852661,0.0,64.62736511230469,0.91,0.91,0.0,-29.991398455468648,0.0001,550,9.999998882236136,0.4068338228283947,0.3705246342705928
32,2284,0.0,0.3036603331565857,0.0,66.1028060913086,0.91,0.91,0.0,-75.63826241494006,0.0001,550,9.999998991863341,0.40666972376002164,0.3706073925340525
32,2784,0.0,0.1837397664785385,0.0,61.882728576660156,0.91,0.91,0.0,-119.66839621082033,0.0001,550,9.999998162037842,0.406478946843934,0.37072488929362185
32,3284,0.0,0.41487231850624084,0.0,59.612770080566406,0.91,0.91,0.0,-167.4061076555063,0.0001,550,10.0000000737917,0.4062849142360166,0.3708481970439619
32,3784,0.0,0.3337138891220093,0.0,61.933677673339844,0.91,0.91,0.0,-212.9554346666354,0.0001,550,9.999998470978497,0.40606032580443724,0.3709998370342167
32,4284,0.0,0.31836649775505066,0.0,60.1683349609375,0.91,0.91,0.0,-258.5399918152596,0.0001,550,10.000000222911678,0.40582228037545914,0.3711717085724127
32,4784,0.0,0.10332250595092773,0.0,60.65855407714844,0.91,0.91,0.0,-304.616471376256,0.0001,550,9.999998820888319,0.40556441276043126,0.37138027823064407
32,5284,0.0,0.361826092004776,0.0,58.26356506347656,0.91,0.91,0.0,-350.62392238297895,0.0001,550,9.999997752716348,0.40529881531620654,0.37161512593420765
33,347,0.0,0.22794069349765778,0.0,55.097450256347656,0.907,0.907,0.0,-3.6454114614984836,0.0001,150,10.000000047198299,0.4050132406427244,0.3718536331993769
33,847,0.0,0.1257338970899582,0.0,54.021385192871094,0.907,0.907,0.0,18.98819239034346,0.0001,150,9.999998876373821,0.4047310639030634,0.3720935795627467
33,1347,0.0,0.1503538191318512,0.0,54.21314239501953,0.907,0.907,0.0,-29.88886337285044,0.0001,150,9.999998262831092,0.4044317554617895,0.3723302742317678
33,1847,0.0,0.133230060338974,0.0,55.074371337890625,0.907,0.907,0.0,-74.96958975398417,0.0001,150,10.000000439215764,0.40413284051458725,0.37257854755240666
33,2347,0.0,0.13817547261714935,0.0,56.16385269165039,0.907,0.907,0.0,-120.36825699614155,0.0001,150,9.999999647449952,0.4038328594751424,0.37284374292752315
33,2847,0.0,0.12104436755180359,0.0,53.71461868286133,0.907,0.907,0.0,-166.63245290846604,0.0001,150,9.9999974185733,0.4035060042364771,0.3731261972387159
33,3347,0.0,0.4192850887775421,0.0,57.13084411621094,0.907,0.907,0.0,-211.61511673524373,0.0001,150,10.00000110563916,0.40319062828869145,0.37341106746743535
33,3847,0.0,0.29573288559913635,0.0,53.73768615722656,0.907,0.907,0.0,-256.74111993368496,0.0001,150,9.999999327963572,0.4028529028434054,0.3737058745611199
33,4347,0.0,0.08345344662666321,0.0,49.734092712402344,0.907,0.907,0.0,-301.5796742754365,0.0001,150,9.99999768307559,0.40250286263614243,0.374009857871324
33,4847,0.0,0.18139363825321198,0.0,52.36371612548828,0.907,0.907,0.0,-346.3308103370585,0.0001,150,10.000000150777353,0.40215144272660225,0.3743290833006857
33,5347,0.0,0.08330082893371582,0.0,51.05141067504883,0.907,0.907,0.0,-390.76734223311536,0.0001,150,10.000000455615881,0.40178563638101705,0.37466423184020353
34,406,0.0,0.12402626872062683,0.0,50.42067337036133,0.904,0.904,0.0,-18.59512965461037,0.0001,1050,9.999999703686964,0.40141344155068315,0.37499792654831193
34,906,0.0,0.10519770532846451,0.0,48.85906219482422,0.904,0.904,0.0,6.828616213124291,0.0001,1050,9.999999000061836,0.4010573813108013,0.37532302059568984
34,1406,0.0,0.1768002063035965,0.0,48.18629455566406,0.904,0.904,0.0,4.090936564631475,0.0001,1050,10.000000057407624,0.4006962652601121,0.37565183932463214
35,595,0.0,0.08665258437395096,0.0,49.040443420410156,0.902,0.902,0.0,-39.965092110416705,0.0001,650,9.999998352445786,0.4002322466284463,0.37605963241483176
35,1095,0.0,0.0804842859506607,0.0,49.00328063964844,0.902,0.902,0.0,-44.49773020192468,0.0001,650,9.999999121579116,0.39989702376187825,0.3763466975065097
36,137,0.0,0.35403770208358765,0.0,49.16796112060547,0.899,0.899,0.0,0.3522725735834753,0.0001,1100,10.000001585015596,0.3994497604067382,0.37672450171121297
36,637,0.0,0.2572234272956848,0.0,53.78116989135742,0.899,0.899,0.0,-5.329349805422432,0.0001,1100,9.999999771100883,0.3991153811328423,0.37701733707416557
37,336,0.0,0.16747179627418518,0.0,46.6276741027832,0.896,0.896,0.0,-4.0612229391377905,0.0001,500,10.000000767412535,0.39868015207863494,0.3773832061794036
37,836,0.0,0.0892290472984314,0.0,51.15708923339844,0.896,0.896,0.0,131.6699298503065,0.0001,500,10.00000037753003,0.39834561562984167,0.37767215689408984
38,478,0.0,0.1443418562412262,0.0,50.57126235961914,0.893,0.893,0.0,12.566412845610952,0.0001,950,9.99999948775372,0.3979221188266762,0.3780155468660617
38,978,0.0,0.07954302430152893,0.0,45.864646911621094,0.893,0.893,0.0,94.763416329105,0.0001,950,10.000000148602243,0.3975976763305673,0.37828488995741494
39,562,0.0,0.16467955708503723,0.0,45.42926788330078,0.89,0.89,0.0,7.235883120756513,0.0001,850,9.999999248020346,0.3971850943671679,0.3786154184984449
39,1062,0.0,0.05850090831518173,0.0,47.88980484008789,0.89,0.89,0.0,93.50082747628694,0.0001,850,9.999998800338334,0.39686946402013823,0.37887707844335866
40,588,0.0,0.16408009827136993,0.0,50.40446472167969,0.887,0.887,0.0,-7.621023131775255,0.0001,650,10.000000314345252,0.39648576510248223,0.37920041663392656
40,1088,0.0,0.18882080912590027,0.0,45.3818473815918,0.887,0.887,0.0,-16.51489709549177,0.0001,650,10.000001804910676,0.39617683525695196,0.3794548575459683
41,233,0.0,0.08253912627696991,0.0,51.50416564941406,0.885,0.885,0.0,-8.312885277411347,0.0001,250,9.99999921018927,0.39580933279166747,0.3797489714023309
41,733,0.0,0.09145432710647583,0.0,49.189308166503906,0.885,0.885,0.0,30.460016331114595,0.0001,250,9.999999414840024,0.3955090203210672,0.3799806126867448
42,303,0.0,0.08020294457674026,0.0,48.71575927734375,0.882,0.882,0.0,6.785738345411997,0.0001,900,9.999999689650855,0.3951464059558482,0.38027153717048295
