episode,elapsed_time,step,loss_p1,loss_p2,q_p1,q_p2,eps_p1,eps_p2,reward_p1,reward_p2
315,31.87,754000,0.07278288155794144,0.14921686053276062,13.041274070739746,8.61037826538086,0.626,0.626,107.5,49.0
316,9.775,754500,0.2234828919172287,0.03387818858027458,13.60741901397705,8.431305885314941,0.625,0.625,28.0,29.5
316,23.028,755000,0.060848772525787354,0.03792618587613106,13.428662300109863,9.120646476745605,0.625,0.625,92.5,125.0
317,8.984,755500,0.0713934600353241,0.03923345357179642,13.130358695983887,8.59985637664795,0.624,0.624,21.5,28.0
317,22.282,756000,0.04938195273280144,0.05218477547168732,13.009583473205566,8.953729629516602,0.624,0.624,91.0,104.0
318,6.605,756500,0.015391222201287746,0.031264081597328186,13.555437088012695,8.727924346923828,0.622,0.622,22.5,14.5
318,19.724,757000,0.045634109526872635,0.07620169967412949,13.369884490966797,9.10619831085205,0.622,0.622,77.5,77.5
319,5.742,757500,0.05063818395137787,0.08768145740032196,13.721192359924316,9.125134468078613,0.621,0.621,-15.0,-15.0
319,18.838,758000,0.10252026468515396,0.0154288774356246,13.688738822937012,9.177204132080078,0.621,0.621,54.5,46.5
320,0.421,758500,0.04165872931480408,0.015255052596330643,13.559553146362305,9.140719413757324,0.62,0.62,-1.5,-1.5
320,13.334,759000,0.022341277450323105,0.19710801541805267,13.657891273498535,8.390594482421875,0.62,0.62,63.0,68.0
321,3.563,759500,0.0387004129588604,0.06395450979471207,13.846173286437988,8.272114753723145,0.619,0.619,17.0,15.5
321,17.008,760000,0.035870227962732315,0.09652867168188095,13.827224731445312,8.811761856079102,0.619,0.619,65.5,109.5
322,8.806,760500,0.005287958774715662,0.07733042538166046,13.446199417114258,9.005074501037598,0.618,0.618,47.5,34.5
322,22.757,761000,0.025084324181079865,0.13637134432792664,13.330683708190918,8.569043159484863,0.618,0.618,92.5,73.0
323,6.523,761500,0.13191933929920197,0.03253556787967682,13.42250919342041,9.075492858886719,0.616,0.616,27.5,27.5
323,21.245,762000,0.0374998115003109,0.08200247585773468,13.25619125366211,9.387721061706543,0.616,0.616,121.5,110.0
324,5.723,762500,0.04135696589946747,0.054312072694301605,13.383539199829102,9.236869812011719,0.615,0.615,25.5,24.0
324,19.884,763000,0.006560045760124922,0.07639631628990173,13.069825172424316,9.206340789794922,0.615,0.615,114.5,93.5
325,9.783,763500,0.006578571628779173,0.02788374572992325,13.132813453674316,9.090426445007324,0.614,0.614,75.5,56.0
325,23.372,764000,0.057986825704574585,0.06384067982435226,12.772785186767578,9.054672241210938,0.614,0.614,107.5,104.5
326,6.364,764500,0.02634408138692379,0.03382505103945732,13.065276145935059,9.057165145874023,0.613,0.613,1.5,1.5
326,19.493,765000,0.014645056799054146,0.12392949312925339,12.785112380981445,9.14332103729248,0.613,0.613,64.5,84.0
327,4.05,765500,0.005266343243420124,0.05450179800391197,12.702375411987305,9.143913269042969,0.612,0.612,2.5,2.5
327,14.569,766000,0.09503373503684998,0.0922396183013916,12.688002586364746,9.123412132263184,0.612,0.612,2.0,3.5
327,24.171,766500,0.01262982189655304,0.03419113531708717,12.629400253295898,9.206991195678711,0.612,0.612,84.5,86.0
328,6.074,767000,0.02205253392457962,0.014210211113095284,12.088841438293457,8.88758373260498,0.611,0.611,54.0,55.5
328,15.459,767500,0.04401509091258049,0.07645325362682343,12.256388664245605,8.962674140930176,0.611,0.611,89.5,99.0
329,5.007,768000,0.018289392814040184,0.05523959547281265,11.867034912109375,8.98983383178711,0.609,0.609,21.0,13.0
329,14.366,768500,0.020818332210183144,0.03298644721508026,12.09606647491455,8.764472961425781,0.609,0.609,58.0,69.5
330,4.625,769000,0.00748827587813139,0.009654057212173939,12.202016830444336,8.549763679504395,0.608,0.608,11.0,29.0
330,14.268,769500,0.0638328567147255,0.024365218356251717,12.32202434539795,8.825490951538086,0.608,0.608,100.0,111.5
331,7.103,770000,0.007011706009507179,0.07064178586006165,12.330650329589844,8.629998207092285,0.607,0.607,41.0,8.5
331,16.846,770500,0.07355599105358124,0.054448481649160385,12.0172758102417,8.58317756652832,0.607,0.607,84.5,78.0
332,5.452,771000,0.0758676752448082,0.022563794627785683,12.193582534790039,8.216658592224121,0.606,0.606,26.0,31.0
332,14.987,771500,0.022739004343748093,0.05989239737391472,12.301126480102539,8.288670539855957,0.606,0.606,100.5,112.0
333,6.276,772000,0.08076584339141846,0.0729476734995842,12.025100708007812,8.70340347290039,0.605,0.605,8.5,47.5
333,15.525,772500,0.026237107813358307,0.07561635226011276,12.556146621704102,8.699004173278809,0.605,0.605,-13.0,27.5
333,24.675,773000,0.05718151479959488,0.01486072689294815,12.353058815002441,8.523665428161621,0.605,0.605,-46.0,-5.5
333,33.976,773500,0.04714756831526756,0.04767512530088425,12.54758358001709,8.302325248718262,0.605,0.605,-77.5,-37.0
333,43.153,774000,0.011775895021855831,0.03189549222588539,13.070966720581055,8.707500457763672,0.605,0.605,-109.0,-73.0
333,52.531,774500,0.031157445162534714,0.005983288865536451,12.541998863220215,9.094831466674805,0.605,0.605,-140.5,-103.0
333,62.302,775000,0.011795300990343094,0.04140067845582962,13.361625671386719,9.470148086547852,0.605,0.605,-173.5,-137.5
333,72.209,775500,0.01980222761631012,0.06849920749664307,12.828216552734375,10.150291442871094,0.605,0.605,-208.0,-170.5
333,81.981,776000,0.030642494559288025,0.00431458605453372,13.109264373779297,9.240004539489746,0.605,0.605,-241.0,-205.0
334,2.384,776500,0.07720841467380524,0.01972479559481144,13.194686889648438,10.19289493560791,0.603,0.603,17.0,17.0
334,16.146,777000,0.01690072938799858,0.007782992906868458,13.63677978515625,9.768426895141602,0.603,0.603,107.5,73.5
335,8.831,777500,0.006527713034301996,0.05772984027862549,13.770071029663086,9.381268501281738,0.602,0.602,47.5,39.5
335,21.452,778000,0.06101016327738762,0.026981469243764877,14.040915489196777,10.129935264587402,0.602,0.602,110.5,83.0
335,37.227,778500,0.011531459167599678,0.004576017614454031,13.555252075195312,9.787130355834961,0.602,0.602,97.0,74.5
335,50.532,779000,0.0727582722902298,0.10740689188241959,13.60944938659668,10.5120210647583,0.602,0.602,65.5,41.5
335,63.713,779500,0.06254048645496368,0.00801030732691288,13.63570499420166,11.65945053100586,0.602,0.602,34.0,8.5
335,77.627,780000,0.022827666252851486,0.011806748807430267,14.253329277038574,10.522034645080566,0.602,0.602,2.5,-20.0
335,87.185,780500,0.0427342914044857,0.04379447177052498,14.386862754821777,10.991127014160156,0.602,0.602,-29.0,-53.0
336,6.887,781000,0.15406979620456696,0.0037599154748022556,14.006564140319824,11.80167007446289,0.601,0.601,59.0,47.5
336,16.596,781500,0.018220389261841774,0.04660162702202797,14.27087116241455,11.896574020385742,0.601,0.601,39.0,52.0
336,25.836,782000,0.00577448820695281,0.013659635558724403,13.951478004455566,11.717662811279297,0.601,0.601,6.0,20.5
336,34.947,782500,0.011094503104686737,0.01415499672293663,13.923229217529297,11.935543060302734,0.601,0.601,-25.5,-12.5
336,44.091,783000,0.0212126225233078,0.012120612896978855,13.482744216918945,12.148167610168457,0.601,0.601,-58.5,-45.5
336,53.199,783500,0.00394609197974205,0.044428735971450806,13.457695960998535,11.36656379699707,0.601,0.601,-93.0,-78.5
336,62.257,784000,0.020800791680812836,0.017378835007548332,13.179496765136719,12.221784591674805,0.601,0.601,-126.0,-111.5
336,71.327,784500,0.040924321860075,0.009037255309522152,13.089668273925781,11.88827133178711,0.601,0.601,-157.5,-146.0
336,80.489,785000,0.00570718152448535,0.00996573455631733,12.940282821655273,11.812378883361816,0.601,0.601,-189.0,-177.5
336,89.735,785500,0.013189153745770454,0.049080245196819305,12.431415557861328,11.622482299804688,0.601,0.601,-222.0,-212.0
337,9.129,786000,0.01058090478181839,0.006310702301561832,12.23268985748291,11.405593872070312,0.6,0.6,64.5,33.5
337,18.496,786500,0.00300988694652915,0.05112846940755844,12.183778762817383,11.952951431274414,0.6,0.6,51.0,30.0
337,27.833,787000,0.0037331106141209602,0.017685867846012115,12.062158584594727,11.469586372375488,0.6,0.6,16.5,-1.5
337,37.248,787500,0.0034436138812452555,0.01972200535237789,11.911089897155762,12.29259967803955,0.6,0.6,-16.5,-34.5
337,46.64,788000,0.004268629010766745,0.025592803955078125,11.738312721252441,12.124228477478027,0.6,0.6,-51.0,-66.0
337,55.941,788500,0.005816242657601833,0.027193019166588783,11.76591682434082,12.087262153625488,0.6,0.6,-81.0,-97.5
337,65.672,789000,0.006336816120892763,0.027449149638414383,11.611278533935547,12.047382354736328,0.6,0.6,-114.0,-130.5
337,75.102,789500,0.007354050874710083,0.004139469005167484,11.825008392333984,12.23807430267334,0.6,0.6,-147.0,-163.5
337,84.431,790000,0.004203737713396549,0.009341752156615257,11.37879467010498,11.48188591003418,0.6,0.6,-180.0,-193.5
338,3.894,790500,0.0034081600606441498,0.02702903002500534,11.163454055786133,11.746668815612793,0.599,0.599,32.0,25.5
338,13.437,791000,0.005674330051988363,0.03491583839058876,11.10718822479248,11.402810096740723,0.599,0.599,36.5,62.5
339,0.288,791500,0.02099946327507496,0.01583755388855934,10.939144134521484,11.621603965759277,0.597,0.597,-1.5,-1.5
339,9.945,792000,0.007824729196727276,0.010662144050002098,11.12720775604248,11.386248588562012,0.597,0.597,35.5,63.0
339,20.135,792500,0.038183748722076416,0.003907613921910524,11.049163818359375,11.054117202758789,0.597,0.597,67.5,82.0
340,6.172,793000,0.04519859328866005,0.006414406001567841,10.988706588745117,11.207220077514648,0.596,0.596,44.0,37.5
340,16.817,793500,0.009328765794634819,0.06627364456653595,10.95210075378418,10.730700492858887,0.596,0.596,94.0,87.5
341,4.834,794000,0.0036972849629819393,0.008479068987071514,10.647971153259277,10.887651443481445,0.595,0.595,29.0,27.5
341,14.647,794500,0.010198697447776794,0.008716880343854427,10.9758939743042,9.966702461242676,0.595,0.595,74.0,105.0
342,3.914,795000,0.0132868941873312,0.036028556525707245,10.48476791381836,10.113922119140625,0.594,0.594,32.0,32.0
342,14.142,795500,0.020120894536376,0.053016286343336105,10.911983489990234,10.410492897033691,0.594,0.594,121.0,116.0
343,2.165,796000,0.007862715981900692,0.010816042311489582,10.722338676452637,10.25456714630127,0.593,0.593,-1.0,5.5
343,12.048,796500,0.02812812477350235,0.06328491121530533,11.10504150390625,10.330376625061035,0.593,0.593,26.0,3.5
343,21.95,797000,0.06856632232666016,0.017115039750933647,10.667701721191406,9.93075942993164,0.593,0.593,-5.5,-29.5
343,31.863,797500,0.016458826139569283,0.013238616287708282,10.28003215789795,10.135137557983398,0.593,0.593,-38.5,-61.0
343,41.716,798000,0.01920829899609089,0.056271981447935104,11.091203689575195,9.575507164001465,0.593,0.593,-71.5,-94.0
343,51.664,798500,0.016783108934760094,0.07182274758815765,10.491057395935059,9.73440170288086,0.593,0.593,-104.5,-125.5
343,61.88,799000,0.00756346620619297,0.034448932856321335,11.172405242919922,9.758496284484863,0.593,0.593,-136.0,-160.0
343,71.746,799500,0.0355403870344162,0.04454533010721207,10.824094772338867,9.60357666015625,0.593,0.593,-167.5,-193.0
343,81.445,800000,0.004269437398761511,0.03177867457270622,10.552919387817383,9.69491958618164,0.593,0.593,-200.5,-226.0
344,1.535,800500,0.07801908254623413,0.03086300566792488,10.515043258666992,9.67192268371582,0.592,0.592,8.5,8.5
344,11.565,801000,0.0025667815934866667,0.05521983653306961,10.542367935180664,10.109894752502441,0.592,0.592,24.5,58.5
344,21.663,801500,0.042385298758745193,0.04247520491480827,10.562382698059082,9.228760719299316,0.592,0.592,-4.0,25.5
344,32.018,802000,0.02594870887696743,0.008593342266976833,10.984034538269043,8.888128280639648,0.592,0.592,-37.0,-6.0
344,42.533,802500,0.02642662264406681,0.01852976717054844,10.52431869506836,9.107345581054688,0.592,0.592,-63.5,-31.0
344,52.652,803000,0.003302688477560878,0.008054892532527447,10.556190490722656,9.499146461486816,0.592,0.592,-93.5,-64.0
344,62.838,803500,0.014875270426273346,0.06444040685892105,10.241413116455078,8.84799575805664,0.592,0.592,-118.5,-97.0
344,73.091,804000,0.01105457916855812,0.012483254075050354,10.034867286682129,9.24308967590332,0.592,0.592,-151.5,-128.5
344,83.463,804500,0.012939629144966602,0.0033903950825333595,10.351605415344238,9.0907564163208,0.592,0.592,-184.5,-160.0
345,3.859,805000,0.005247214343398809,0.003837120719254017,10.570850372314453,8.740805625915527,0.59,0.59,12.5,19.0
345,13.591,805500,0.00701641570776701,0.00822520349174738,10.722559928894043,8.852433204650879,0.59,0.59,49.5,75.5
345,23.399,806000,0.011425948701798916,0.018883883953094482,10.827037811279297,8.929309844970703,0.59,0.59,57.0,75.0
346,2.743,806500,0.02306457981467247,0.012627050280570984,10.084627151489258,9.388396263122559,0.589,0.589,5.5,9.0
346,12.89,807000,0.03226296603679657,0.11460147798061371,10.360966682434082,9.02206802368164,0.589,0.589,81.5,73.5
346,23.359,807500,0.028661202639341354,0.06390375643968582,10.947456359863281,9.484951972961426,0.589,0.589,74.5,65.0
346,33.312,808000,0.038755983114242554,0.006713556591421366,10.415265083312988,9.563220977783203,0.589,0.589,56.0,30.5
347,3.982,808500,0.03878889977931976,0.005157852079719305,10.522408485412598,9.662353515625,0.588,0.588,12.5,1.0
347,14.068,809000,0.04207395762205124,0.009651942178606987,10.559514999389648,9.552193641662598,0.588,0.588,88.5,61.0
348,1.455,809500,0.05095882713794708,0.00820695236325264,10.744601249694824,10.05502986907959,0.587,0.587,-6.0,-6.0
348,11.798,810000,0.01137276366353035,0.03368415683507919,10.513799667358398,10.259452819824219,0.587,0.587,76.5,55.5
349,0.884,810500,0.06602659076452255,0.07409094274044037,10.602407455444336,10.87498664855957,0.586,0.586,8.5,3.5
349,10.85,811000,0.0033866148442029953,0.02644447423517704,10.501401901245117,10.765397071838379,0.586,0.586,96.0,97.5
349,20.974,811500,0.06279134750366211,0.009272828698158264,10.236227035522461,11.348349571228027,0.586,0.586,123.0,121.5
350,9.067,812000,0.03349000960588455,0.077630415558815,10.677969932556152,11.25517463684082,0.584,0.584,40.0,31.5
350,19.371,812500,0.040913138538599014,0.11768300831317902,10.822072982788086,11.340003967285156,0.584,0.584,129.0,130.5
351,9.97,813000,0.026962703093886375,0.01344167347997427,10.47998046875,11.360239028930664,0.583,0.583,32.0,20.5
351,20.004,813500,0.011518195271492004,0.1322537511587143,10.708709716796875,11.78012466430664,0.583,0.583,57.5,38.0
352,2.339,814000,0.004722394049167633,0.023068031296133995,10.142261505126953,12.15040397644043,0.582,0.582,23.5,-1.0
352,12.645,814500,0.018973231315612793,0.014283574186265469,10.515767097473145,11.841018676757812,0.582,0.582,106.0,73.5
353,3.214,815000,0.065574511885643,0.07551170885562897,10.209293365478516,12.065458297729492,0.581,0.581,7.5,7.5
353,13.154,815500,0.040242332965135574,0.17649923264980316,10.71789264678955,13.206610679626465,0.581,0.581,60.5,44.5
353,23.033,816000,0.008669435046613216,0.021108094602823257,10.356426239013672,13.337958335876465,0.581,0.581,110.5,106.0
354,9.356,816500,0.008563538081943989,0.01845068484544754,10.157157897949219,12.229012489318848,0.58,0.58,40.0,56.5
355,1.814,817000,0.01641438715159893,0.04040258005261421,10.145147323608398,13.244499206542969,0.578,0.578,7.0,7.0
355,12.387,817500,0.022493895143270493,0.2664255201816559,10.252965927124023,13.611692428588867,0.578,0.578,70.0,63.5
356,2.194,818000,0.01350287813693285,0.04105212911963463,9.966930389404297,13.746667861938477,0.577,0.577,-7.5,-7.5
356,12.082,818500,0.015117025002837181,0.11720212548971176,9.98898696899414,14.058182716369629,0.577,0.577,81.5,75.0
357,2.955,819000,0.021525703370571136,0.05907346308231354,10.007137298583984,13.721930503845215,0.576,0.576,15.5,2.5
357,12.944,819500,0.06131884828209877,0.021036775782704353,9.989851951599121,13.99140739440918,0.576,0.576,81.5,101.5
358,6.829,820000,0.006021625827997923,0.031399209052324295,10.112447738647461,14.56577205657959,0.575,0.575,18.0,49.0
358,16.82,820500,0.0033438866958022118,0.10536790639162064,10.156509399414062,14.500862121582031,0.575,0.575,64.5,117.0
359,6.827,821000,0.06348423659801483,0.07523144781589508,9.680285453796387,14.690486907958984,0.574,0.574,42.5,33.0
359,16.617,821500,0.009233362041413784,0.05431006848812103,9.652915954589844,14.566646575927734,0.574,0.574,53.5,63.5
360,4.021,822000,0.005267611239105463,0.09063652157783508,9.429523468017578,14.659299850463867,0.573,0.573,24.0,37.0
360,14.34,822500,0.03824568912386894,0.21820220351219177,9.10525894165039,13.680322647094727,0.573,0.573,75.5,119.5
361,5.282,823000,0.023480534553527832,0.1366516649723053,9.050704956054688,15.049031257629395,0.571,0.571,13.0,32.5
361,15.259,823500,0.09740718454122543,0.09747394174337387,8.876544952392578,15.388063430786133,0.571,0.571,82.5,102.0
362,7.293,824000,0.007974385283887386,0.08365744352340698,8.912322044372559,14.952704429626465,0.57,0.57,46.0,59.0
363,1.464,824500,0.006146653555333614,0.12966665625572205,8.895974159240723,15.817920684814453,0.569,0.569,-4.5,-6.0
363,11.985,825000,0.0039329612627625465,0.06109420582652092,8.737275123596191,14.837552070617676,0.569,0.569,45.5,24.5
363,21.837,825500,0.010796417482197285,0.05020695924758911,8.575674057006836,15.28830337524414,0.569,0.569,95.5,68.0
364,4.588,826000,0.026001544669270515,0.01458978932350874,8.412894248962402,15.111289978027344,0.568,0.568,17.5,22.5
364,14.614,826500,0.0030566637869924307,0.03010299988090992,8.078484535217285,15.732172012329102,0.568,0.568,92.0,80.5
365,5.77,827000,0.014213764108717442,0.01432671770453453,8.675806045532227,15.289207458496094,0.567,0.567,19.5,24.5
365,16.182,827500,0.021348100155591965,0.14280419051647186,7.871832370758057,15.747526168823242,0.567,0.567,110.0,121.5
366,8.812,828000,0.031864188611507416,0.15320706367492676,7.75364875793457,15.541845321655273,0.565,0.565,61.0,80.5
366,18.845,828500,0.04049963131546974,0.06417512148618698,7.706258773803711,15.116135597229004,0.565,0.565,104.5,125.5
367,8.486,829000,0.0067560430616140366,0.20772823691368103,7.606534004211426,15.697822570800781,0.564,0.564,43.0,61.0
367,18.462,829500,0.0107181491330266,0.02239973284304142,8.239057540893555,15.341374397277832,0.564,0.564,125.5,130.5
368,9.834,830000,0.0026664435863494873,0.037726644426584244,7.734569072723389,15.640498161315918,0.563,0.563,53.0,14.0
368,19.724,830500,0.013948226347565651,0.14281073212623596,7.263260841369629,15.43501091003418,0.563,0.563,104.5,67.0
369,6.242,831000,0.0871170237660408,0.056626226752996445,7.527953624725342,15.064925193786621,0.562,0.562,19.5,11.5
369,16.24,831500,0.07178503274917603,0.037252482026815414,7.876338958740234,15.242350578308105,0.562,0.562,81.0,61.5
370,3.166,832000,0.027383439242839813,0.02477606013417244,7.202804088592529,15.23926067352295,0.561,0.561,-12.0,-10.5
370,13.345,832500,0.012241678312420845,0.015814149752259254,7.172327518463135,15.750503540039062,0.561,0.561,57.5,57.5
371,0.541,833000,0.03636828064918518,0.010181756690144539,7.180836200714111,15.75606918334961,0.559,0.559,-1.5,-1.5
371,10.844,833500,0.058596353977918625,0.05271541327238083,6.8518147468566895,15.639988899230957,0.559,0.559,16.0,3.0
371,21.053,834000,0.00643147062510252,0.07753397524356842,6.924456596374512,15.246574401855469,0.559,0.559,100.0,98.5
372,8.533,834500,0.0030470017809420824,0.04648609459400177,6.82021427154541,15.616069793701172,0.558,0.558,-19.0,-22.0
372,19.671,835000,0.025221634656190872,0.04812420532107353,6.743912220001221,15.494549751281738,0.558,0.558,5.0,21.5
372,29.509,835500,0.01839240826666355,0.24883517622947693,6.808906078338623,15.2774019241333,0.558,0.558,81.0,91.0
373,9.517,836000,0.09477834403514862,0.06699524819850922,6.667038917541504,15.302794456481934,0.557,0.557,7.5,12.5
373,19.496,836500,0.0187228936702013,0.03863438963890076,6.451055526733398,15.219953536987305,0.557,0.557,114.5,108.0
374,9.113,837000,0.18760862946510315,0.02511390671133995,6.4321746826171875,15.042655944824219,0.556,0.556,-30.0,-22.0
374,19.595,837500,0.025795400142669678,0.008825787343084812,6.654897689819336,15.358001708984375,0.556,0.556,-24.0,-4.5
374,29.449,838000,0.08371773362159729,0.07478009164333344,6.694526672363281,14.57055950164795,0.556,0.556,-5.0,-11.5
374,39.407,838500,0.003691538469865918,0.05916748195886612,6.132654190063477,14.622823715209961,0.556,0.556,20.5,14.0
374,49.665,839000,0.09702140092849731,0.09406380355358124,6.270946025848389,14.887809753417969,0.556,0.556,13.5,5.5
374,59.606,839500,0.010079462081193924,0.04073311388492584,6.382752418518066,15.141500473022461,0.556,0.556,-5.0,-8.0
375,4.219,840000,0.03918964043259621,0.012417707592248917,5.705413341522217,15.162334442138672,0.555,0.555,-12.0,-13.5
375,14.133,840500,0.012135574594140053,0.0595441572368145,5.755474090576172,14.868908882141113,0.555,0.555,51.0,44.5
375,24.416,841000,0.0803498923778534,0.02420472353696823,6.243937969207764,14.504265785217285,0.555,0.555,99.5,83.0
376,4.452,841500,0.002237261738628149,0.03611107915639877,5.944223880767822,14.264143943786621,0.554,0.554,-15.0,-15.0
376,14.505,842000,0.004526978824287653,0.06516492366790771,5.478117942810059,13.93570327758789,0.554,0.554,-48.0,-46.5
376,24.668,842500,0.11595187336206436,0.017609402537345886,6.016891002655029,14.164588928222656,0.554,0.554,-79.5,-78.0
376,34.984,843000,0.03099588118493557,0.08052579313516617,6.196203708648682,14.05084228515625,0.554,0.554,-115.5,-109.5
376,44.991,843500,0.0014156810939311981,0.016615238040685654,5.796821594238281,14.006869316101074,0.554,0.554,-147.0,-141.0
376,54.998,844000,0.0019775312393903732,0.15320853888988495,5.760244846343994,13.976110458374023,0.554,0.554,-181.5,-172.5
376,65.324,844500,0.013787645846605301,0.04785967618227005,5.605842113494873,13.786591529846191,0.554,0.554,-214.5,-202.5
376,75.619,845000,0.12817952036857605,0.048407502472400665,6.348693370819092,13.85214614868164,0.554,0.554,-246.0,-231.0
376,86.04,845500,0.018099423497915268,0.025339849293231964,6.288936138153076,13.537327766418457,0.554,0.554,-277.5,-262.5
377,6.664,846000,0.008065242320299149,0.0855984017252922,5.996783256530762,13.756000518798828,0.552,0.552,-24.0,-22.5
377,16.305,846500,0.009455879218876362,0.017963644117116928,5.993960857391357,14.13836669921875,0.552,0.552,-57.0,-55.5
377,26.173,847000,0.0204453207552433,0.03568222001194954,6.178448677062988,14.580741882324219,0.552,0.552,-88.5,-88.5
377,36.182,847500,0.008927197195589542,0.019727885723114014,6.409815788269043,14.05026626586914,0.552,0.552,-120.0,-121.5
377,46.255,848000,0.02146565541625023,0.010716660879552364,5.96344518661499,14.168042182922363,0.552,0.552,-154.5,-154.5
377,56.297,848500,0.05513060837984085,0.009006137028336525,6.360487461090088,15.118138313293457,0.552,0.552,-186.0,-187.5
377,66.833,849000,0.010604520328342915,0.024853508919477463,6.377054214477539,14.209345817565918,0.552,0.552,-217.5,-222.0
377,76.637,849500,0.004351916257292032,0.011953559704124928,6.113341331481934,14.909085273742676,0.552,0.552,-252.0,-253.5
377,86.624,850000,0.0029046761337667704,0.0261919554322958,6.130829334259033,14.672290802001953,0.552,0.552,-280.5,-286.5
378,6.771,850500,0.00633534649387002,0.00890318676829338,6.166690826416016,14.842874526977539,0.551,0.551,-22.5,-22.5
378,16.772,851000,0.010919155552983284,0.026264453306794167,6.140672206878662,14.896727561950684,0.551,0.551,-55.5,-55.5
378,26.905,851500,0.0023860102519392967,0.011590264737606049,5.987430572509766,15.359651565551758,0.551,0.551,-88.5,-88.5
378,37.472,852000,0.008715483359992504,0.024208663031458855,5.921575546264648,15.517995834350586,0.551,0.551,-120.0,-121.5
378,47.613,852500,0.004947010427713394,0.009175660088658333,6.140817642211914,15.534205436706543,0.551,0.551,-150.0,-153.0
378,57.803,853000,0.0016668954631313682,0.05196811258792877,5.996142387390137,16.176332473754883,0.551,0.551,-183.0,-186.0
378,67.709,853500,0.007622943725436926,0.007054986897855997,5.959382057189941,16.692096710205078,0.551,0.551,-216.0,-219.0
378,77.669,854000,0.004920718725770712,0.01041590515524149,6.115302085876465,15.679805755615234,0.551,0.551,-249.0,-252.0
378,88.207,854500,0.001650663441978395,0.02809564769268036,5.922934055328369,15.985450744628906,0.551,0.551,-282.0,-285.0
379,8.278,855000,0.0014070767210796475,0.005990021396428347,5.764373302459717,16.283668518066406,0.55,0.55,-28.5,-27.0
379,18.366,855500,0.001511929091066122,0.005099072121083736,5.748596668243408,15.660908699035645,0.55,0.55,-61.5,-61.5
379,28.723,856000,0.0012798442039638758,0.018875429406762123,6.047471523284912,15.949994087219238,0.55,0.55,-94.5,-91.5
379,38.99,856500,0.004572929814457893,0.01387898437678814,5.726682186126709,15.800814628601074,0.55,0.55,-127.5,-124.5
379,49.296,857000,0.0035296978894621134,0.010292133316397667,5.465021133422852,16.22830581665039,0.55,0.55,-157.5,-156.0
379,59.854,857500,0.0028203953988850117,0.05766104534268379,5.706421375274658,15.7075834274292,0.55,0.55,-190.5,-189.0
379,69.64,858000,0.004544716328382492,0.037052907049655914,5.581502437591553,15.932964324951172,0.55,0.55,-223.5,-223.5
379,79.667,858500,0.0015591447008773685,0.007418832741677761,5.2736101150512695,16.14468002319336,0.55,0.55,-256.5,-256.5
379,89.681,859000,0.0015324208652600646,0.04481935501098633,5.595404148101807,15.722108840942383,0.55,0.55,-288.0,-288.0
380,9.744,859500,0.007528408896178007,0.0025007068179547787,5.49618673324585,15.70565414428711,0.549,0.549,-30.0,-33.0
380,20.056,860000,0.0016054639127105474,0.011511585675179958,5.289296627044678,15.75343132019043,0.549,0.549,-61.5,-66.0
380,30.477,860500,0.029100386425852776,0.03888653218746185,5.665560722351074,15.623444557189941,0.549,0.549,-90.0,-97.5
380,40.464,861000,0.003753011580556631,0.012304853647947311,5.5628156661987305,15.493330955505371,0.549,0.549,-123.0,-130.5
380,50.439,861500,0.004732293542474508,0.0030595457646995783,5.501087188720703,15.149407386779785,0.549,0.549,-154.5,-160.5
380,61.508,862000,0.008213350549340248,0.005809430032968521,5.430414199829102,15.702655792236328,0.549,0.549,-187.5,-192.0
380,71.625,862500,0.005069164093583822,0.005326949059963226,5.161465167999268,15.32912826538086,0.549,0.549,-217.5,-225.0
380,81.735,863000,0.005075482651591301,0.03021232970058918,5.485001087188721,15.21426010131836,0.549,0.549,-249.0,-256.5
381,1.777,863500,0.0029499323572963476,0.006307570729404688,5.394928455352783,15.165240287780762,0.548,0.548,-4.5,-6.0
381,11.624,864000,0.02248206175863743,0.00451671564951539,5.349204063415527,14.86237907409668,0.548,0.548,-36.0,-39.0
381,21.708,864500,0.004301238339394331,0.0023956215009093285,5.8227763175964355,14.522510528564453,0.548,0.548,-67.5,-72.0
381,31.616,865000,0.029371313750743866,0.02657451666891575,5.292583465576172,14.492003440856934,0.548,0.548,-99.0,-105.0
381,41.539,865500,0.007841252721846104,0.005249558947980404,5.7246294021606445,14.202620506286621,0.548,0.548,-130.5,-136.5
381,51.811,866000,0.00821323785930872,0.004912729375064373,5.730633735656738,14.702375411987305,0.548,0.548,-160.5,-166.5
381,61.821,866500,0.0069137816317379475,0.006416162941604853,5.896544456481934,13.921051979064941,0.548,0.548,-190.5,-199.5
381,71.82,867000,0.06970199942588806,0.005909841042011976,6.145300388336182,14.044672012329102,0.548,0.548,-222.0,-231.0
381,82.111,867500,0.009020648896694183,0.023391753435134888,5.661977767944336,14.166168212890625,0.548,0.548,-253.5,-262.5
382,2.256,868000,0.032214757055044174,0.0030322831589728594,6.0933518409729,14.351072311401367,0.546,0.546,-7.5,-7.5
382,12.563,868500,0.011557157151401043,0.004441991914063692,6.117696762084961,14.026143074035645,0.546,0.546,-37.5,-40.5
382,23.024,869000,0.03287816420197487,0.021648745983839035,6.464608192443848,13.476543426513672,0.546,0.546,-69.0,-72.0
382,32.711,869500,0.05223497003316879,0.012996337376534939,6.024085998535156,13.700529098510742,0.546,0.546,-103.5,-103.5
