episode,step,loss_p1,loss_p2,q_p1,q_p2,eps_p1,eps_p2,reward_p1,reward_p2
84,63000,0.1441587507724762,0.16651606559753418,12.225811004638672,9.99305248260498,0.9,0.9,39.5,25.0
84,63000,0.10553905367851257,0.10977553576231003,12.257111549377441,10.12161636352539,0.9,0.9,39.5,25.0
84,63000,0.08481673151254654,0.13016033172607422,12.049838066101074,10.263835906982422,0.9,0.9,39.5,25.0
84,63000,0.06517905741930008,0.15698464214801788,11.932960510253906,10.354214668273926,0.9,0.9,39.5,25.0
84,63000,0.10546468198299408,0.1030011922121048,12.289388656616211,10.405176162719727,0.9,0.9,39.5,25.0
84,63000,0.07067333161830902,0.18260833621025085,12.216381072998047,9.877737045288086,0.9,0.9,39.5,25.0
84,63000,0.1319376677274704,0.05513165518641472,12.151875495910645,9.510868072509766,0.9,0.9,39.5,25.0
84,63000,0.17448493838310242,0.22677868604660034,11.799180030822754,10.381048202514648,0.9,0.9,39.5,25.0
84,63000,0.14428916573524475,0.2614009380340576,12.357403755187988,11.371049880981445,0.9,0.9,39.5,25.0
84,63000,0.2059866487979889,0.0946553647518158,12.12492561340332,10.678951263427734,0.9,0.9,39.5,25.0
84,63000,0.08959540724754333,0.12293238192796707,11.819147109985352,10.432156562805176,0.9,0.9,39.5,25.0
84,63000,0.06368456780910492,0.1145465150475502,12.130538940429688,9.387439727783203,0.9,0.9,39.5,25.0
84,63000,0.02227652817964554,0.215433731675148,12.278912544250488,9.423312187194824,0.9,0.9,39.5,25.0
84,63000,0.10438666492700577,0.3013181686401367,12.238484382629395,10.764299392700195,0.9,0.9,39.5,25.0
84,63000,0.18485622107982635,0.24126838147640228,11.915604591369629,9.574125289916992,0.9,0.9,39.5,25.0
84,63000,0.01959904655814171,0.15235193073749542,12.01666259765625,11.06572151184082,0.9,0.9,39.5,25.0
84,63000,0.09607459604740143,0.19515058398246765,11.953889846801758,10.672334671020508,0.9,0.9,39.5,25.0
84,63000,0.09227930754423141,0.1571734994649887,12.74411392211914,10.278419494628906,0.9,0.9,39.5,25.0
84,63000,0.2077701836824417,0.09259643405675888,12.09732723236084,10.596230506896973,0.9,0.9,39.5,25.0
84,63000,0.09095928072929382,0.20407231152057648,11.85226058959961,10.402088165283203,0.9,0.9,39.5,25.0
84,63000,0.1298307329416275,0.08461175858974457,11.91404914855957,10.019183158874512,0.9,0.9,39.5,25.0
84,63000,0.059361014515161514,0.147722527384758,12.502588272094727,11.027589797973633,0.9,0.9,39.5,25.0
84,63000,0.24894852936267853,0.0887858122587204,11.669927597045898,10.606391906738281,0.9,0.9,39.5,25.0
84,63000,0.13600164651870728,0.11728023737668991,12.449951171875,9.964689254760742,0.9,0.9,39.5,25.0
84,63000,0.11600322276353836,0.18779604136943817,12.02199649810791,10.272282600402832,0.9,0.9,39.5,25.0
84,63000,0.028798004612326622,0.10245417803525925,12.235715866088867,10.988405227661133,0.9,0.9,39.5,25.0
84,63000,0.06288108974695206,0.17536726593971252,12.124361991882324,10.6039400100708,0.9,0.9,39.5,25.0
84,63000,0.13287760317325592,0.0990077555179596,12.302132606506348,10.141127586364746,0.9,0.9,39.5,25.0
84,63000,0.10182923078536987,0.08033768832683563,11.184052467346191,9.545891761779785,0.9,0.9,39.5,25.0
84,63000,0.23244041204452515,0.14864489436149597,12.351726531982422,10.307984352111816,0.9,0.9,39.5,25.0
84,63000,0.12065085023641586,0.1771354079246521,11.703929901123047,10.691634178161621,0.9,0.9,39.5,25.0
84,63000,0.07553189247846603,0.1222413033246994,12.279427528381348,10.566061019897461,0.9,0.9,39.5,25.0
84,63000,0.09170276671648026,0.15918779373168945,12.251134872436523,9.905694961547852,0.9,0.9,39.5,25.0
84,63000,0.06366439163684845,0.15626487135887146,11.752069473266602,10.775103569030762,0.9,0.9,39.5,25.0
84,63000,0.04359514266252518,0.19962705671787262,12.482131958007812,11.40881633758545,0.9,0.9,39.5,25.0
84,63000,0.16721802949905396,0.2141653299331665,11.81027603149414,10.835495948791504,0.9,0.9,39.5,25.0
84,63000,0.03184783458709717,0.14376461505889893,12.30611801147461,10.114480018615723,0.9,0.9,39.5,25.0
84,63000,0.1650780737400055,0.159321129322052,11.850025177001953,10.698626518249512,0.9,0.9,39.5,25.0
84,63000,0.11280569434165955,0.19529488682746887,12.08740520477295,10.486093521118164,0.9,0.9,39.5,25.0
84,63000,0.05784294381737709,0.14660295844078064,11.940469741821289,10.400825500488281,0.9,0.9,39.5,25.0
84,63000,0.07668203860521317,0.19904042780399323,11.840475082397461,9.615375518798828,0.9,0.9,39.5,25.0
84,63000,0.11434576660394669,0.16709914803504944,12.241172790527344,9.590686798095703,0.9,0.9,39.5,25.0
84,63000,0.21999341249465942,0.10426336526870728,12.10820198059082,10.635705947875977,0.9,0.9,39.5,25.0
84,63000,0.045231353491544724,0.08256872743368149,12.226954460144043,11.098003387451172,0.9,0.9,39.5,25.0
84,63000,0.10860829800367355,0.12447553128004074,11.783845901489258,10.866009712219238,0.9,0.9,39.5,25.0
84,63000,0.023223917931318283,0.14820080995559692,11.96289348602295,10.478838920593262,0.9,0.9,39.5,25.0
84,63000,0.16148845851421356,0.08640081435441971,12.156604766845703,10.081229209899902,0.9,0.9,39.5,25.0
84,63000,0.1161549910902977,0.11873312294483185,11.815881729125977,10.098581314086914,0.9,0.9,39.5,25.0
84,63000,0.09360840171575546,0.18016782402992249,11.829416275024414,10.484248161315918,0.9,0.9,39.5,25.0
84,63000,0.06956078857183456,0.10263952612876892,11.916526794433594,9.445191383361816,0.9,0.9,39.5,25.0
84,63000,0.20008091628551483,0.15433645248413086,12.61628532409668,10.101746559143066,0.9,0.9,39.5,25.0
84,63000,0.10141339898109436,0.13172166049480438,12.149103164672852,10.072250366210938,0.9,0.9,39.5,25.0
84,63000,0.1918354630470276,0.09711258858442307,12.122922897338867,10.854995727539062,0.9,0.9,39.5,25.0
84,63000,0.039311088621616364,0.06992439925670624,12.615615844726562,10.459075927734375,0.9,0.9,39.5,25.0
84,63000,0.04586183652281761,0.11950969696044922,12.11021900177002,10.251520156860352,0.9,0.9,39.5,25.0
84,63000,0.20411553978919983,0.1261252760887146,11.825011253356934,10.130059242248535,0.9,0.9,39.5,25.0
84,63000,0.03777923062443733,0.1437230259180069,12.004999160766602,10.626075744628906,0.9,0.9,39.5,25.0
84,63000,0.09169488400220871,0.10902394354343414,12.166268348693848,10.169487953186035,0.9,0.9,39.5,25.0
84,63000,0.03506980091333389,0.17805761098861694,11.576591491699219,10.597489356994629,0.9,0.9,39.5,25.0
84,63000,0.15203480422496796,0.13882336020469666,12.20458698272705,10.768257141113281,0.9,0.9,39.5,25.0
84,63000,0.15198972821235657,0.09951067715883255,11.65200424194336,11.261186599731445,0.9,0.9,39.5,25.0
84,63000,0.1594182550907135,0.13270145654678345,11.925430297851562,10.18551254272461,0.9,0.9,39.5,25.0
84,63000,0.20779182016849518,0.06005600839853287,11.700448989868164,10.538322448730469,0.9,0.9,39.5,25.0
84,63000,0.12060416489839554,0.20398174226284027,12.405814170837402,11.073719024658203,0.9,0.9,39.5,25.0
84,63000,0.0782664567232132,0.12960383296012878,12.295702934265137,10.647309303283691,0.9,0.9,39.5,25.0
84,63000,0.04393436014652252,0.12048780918121338,11.958765029907227,10.388623237609863,0.9,0.9,39.5,25.0
84,63000,0.08273808658123016,0.07230544090270996,12.371280670166016,11.000791549682617,0.9,0.9,39.5,25.0
84,63000,0.052765343338251114,0.15141481161117554,11.951995849609375,9.953112602233887,0.9,0.9,39.5,25.0
84,63000,0.15371538698673248,0.1273837685585022,12.124053001403809,10.283276557922363,0.9,0.9,39.5,25.0
84,63000,0.1816013753414154,0.12212412804365158,12.091882705688477,11.030230522155762,0.9,0.9,39.5,25.0
84,63000,0.06893379241228104,0.10144443809986115,11.876830101013184,10.210267066955566,0.9,0.9,39.5,25.0
84,63000,0.3179537355899811,0.14253459870815277,12.357290267944336,10.978525161743164,0.9,0.9,39.5,25.0
84,63000,0.11732844263315201,0.20815865695476532,12.01292610168457,10.36208724975586,0.9,0.9,39.5,25.0
84,63000,0.15456119179725647,0.07007795572280884,12.121295928955078,10.072260856628418,0.9,0.9,39.5,25.0
84,63000,0.03527740389108658,0.13102272152900696,12.009370803833008,9.69006633758545,0.9,0.9,39.5,25.0
84,63000,0.09962289035320282,0.10866124927997589,12.043400764465332,10.933311462402344,0.9,0.9,39.5,25.0
84,63000,0.10774567723274231,0.16267962753772736,11.861029624938965,10.440051078796387,0.9,0.9,39.5,25.0
84,63000,0.14277642965316772,0.10220463573932648,12.147379875183105,10.578398704528809,0.9,0.9,39.5,25.0
84,63000,0.11690700054168701,0.1264616698026657,12.090002059936523,9.618189811706543,0.9,0.9,39.5,25.0
84,63000,0.12570561468601227,0.16073155403137207,12.101061820983887,11.471840858459473,0.9,0.9,39.5,25.0
84,63000,0.09179947525262833,0.19317932426929474,11.594976425170898,9.763461112976074,0.9,0.9,39.5,25.0
84,63000,0.1411237120628357,0.08889766037464142,12.100343704223633,10.536266326904297,0.9,0.9,39.5,25.0
84,63000,0.16160376369953156,0.10028895735740662,11.974082946777344,9.729109764099121,0.9,0.9,39.5,25.0
84,63000,0.19976308941841125,0.11749943345785141,12.16590690612793,10.205916404724121,0.9,0.9,39.5,25.0
84,63000,0.16719716787338257,0.09975108504295349,12.482053756713867,10.904093742370605,0.9,0.9,39.5,25.0
84,63000,0.042564574629068375,0.13749131560325623,11.990793228149414,10.283465385437012,0.9,0.9,39.5,25.0
84,63000,0.06947106122970581,0.17992687225341797,11.644804000854492,10.493377685546875,0.9,0.9,39.5,25.0
84,63000,0.2531953752040863,0.07815473526716232,11.52124309539795,10.675653457641602,0.9,0.9,39.5,25.0
84,63000,0.19137443602085114,0.2737632989883423,11.851991653442383,9.815966606140137,0.9,0.9,39.5,25.0
84,63000,0.05726446211338043,0.16681694984436035,11.987667083740234,10.432024955749512,0.9,0.9,39.5,25.0
84,63000,0.13734768331050873,0.10987161844968796,12.272972106933594,10.615851402282715,0.9,0.9,39.5,25.0
84,63000,0.1863592565059662,0.24320024251937866,12.102840423583984,10.783578872680664,0.9,0.9,39.5,25.0
84,63000,0.07041680067777634,0.11425185203552246,12.39478874206543,11.114514350891113,0.9,0.9,39.5,25.0
84,63000,0.12598779797554016,0.21531136333942413,11.759113311767578,9.686277389526367,0.9,0.9,39.5,25.0
84,63000,0.11924666166305542,0.188710018992424,11.537347793579102,10.735471725463867,0.9,0.9,39.5,25.0
84,63000,0.04241457208991051,0.2526511549949646,12.16080093383789,10.736198425292969,0.9,0.9,39.5,25.0
84,63000,0.14005295932292938,0.05420694872736931,11.41954231262207,10.365591049194336,0.9,0.9,39.5,25.0
84,63000,0.07285410165786743,0.16636963188648224,12.386635780334473,10.558659553527832,0.9,0.9,39.5,25.0
84,63000,0.06998276710510254,0.20907466113567352,11.479599952697754,10.170509338378906,0.9,0.9,39.5,25.0
84,63000,0.02823062613606453,0.10793571174144745,11.912284851074219,10.282670974731445,0.9,0.9,39.5,25.0
84,63000,0.11721955239772797,0.12907887995243073,11.885684967041016,10.232397079467773,0.9,0.9,39.5,25.0
84,63000,0.12108517438173294,0.1353505551815033,11.926728248596191,10.843399047851562,0.9,0.9,39.5,25.0
84,63000,0.07976701110601425,0.12222544103860855,12.238525390625,9.939899444580078,0.9,0.9,39.5,25.0
84,63000,0.19976875185966492,0.08415132761001587,11.877352714538574,9.892387390136719,0.9,0.9,39.5,25.0
84,63000,0.10193607956171036,0.1655225306749344,12.22653865814209,10.011576652526855,0.9,0.9,39.5,25.0
84,63000,0.1893916130065918,0.06757648289203644,12.34148120880127,10.77781867980957,0.9,0.9,39.5,25.0
86,63500,0.2147480547428131,0.0955633670091629,11.71343994140625,10.099404335021973,0.898,0.898,7.5,7.5
87,64000,0.10515551269054413,0.18789193034172058,11.62484359741211,10.913272857666016,0.897,0.897,7.0,26.5
89,64500,0.06302285939455032,0.17189158499240875,12.405611038208008,11.507375717163086,0.894,0.894,-4.5,-4.5
90,65000,0.02961031161248684,0.12177383154630661,12.722667694091797,9.932088851928711,0.893,0.893,14.0,-12.0
91,65500,0.19267483055591583,0.16098758578300476,12.920703887939453,10.578775405883789,0.892,0.892,8.0,13.0
92,66000,0.022515317425131798,0.08816792070865631,12.766122817993164,9.841586112976074,0.891,0.891,26.5,20.0
93,66500,0.12182442843914032,0.1136341243982315,12.83053207397461,11.407161712646484,0.89,0.89,27.0,20.5
95,67000,0.03583686798810959,0.3096158802509308,12.394400596618652,10.885725021362305,0.887,0.887,12.5,-0.5
97,67500,0.06505542993545532,0.08911234140396118,12.364225387573242,10.740243911743164,0.885,0.885,-7.5,-7.5
98,68000,0.20584946870803833,0.24938589334487915,12.922016143798828,11.300909996032715,0.884,0.884,-9.0,-2.5
99,68500,0.18229788541793823,0.04929617419838905,12.606006622314453,10.931703567504883,0.882,0.882,-9.0,-9.0
