episode,step,loss_p1,loss_p2,q_p1,q_p2,eps_p1,eps_p2,reward_p1,reward_p2
100,69000,0.09614881128072739,0.21662940084934235,13.750804901123047,10.736992835998535,0.881,0.881,17.5,12.5
102,69500,0.033589329570531845,0.10215049982070923,12.85206127166748,11.204331398010254,0.879,0.879,-4.5,-6.0
103,70000,0.03334726020693779,0.1505853235721588,13.230830192565918,10.973043441772461,0.878,0.878,13.0,13.0
104,70500,0.26577362418174744,0.09174638986587524,13.479204177856445,10.83651351928711,0.877,0.877,21.5,2.0
106,71000,0.08876044303178787,0.07485561072826385,13.565921783447266,11.221753120422363,0.874,0.874,-3.0,-3.0
107,71500,0.06764932721853256,0.0824073851108551,13.802677154541016,10.930988311767578,0.873,0.873,-1.0,-1.0
108,72000,0.08193716406822205,0.13784220814704895,13.222463607788086,10.142541885375977,0.872,0.872,18.0,11.5
110,72500,0.024311617016792297,0.07880546152591705,13.579516410827637,10.975113868713379,0.869,0.869,4.0,10.5
111,73000,0.045876603573560715,0.30763208866119385,13.685585975646973,10.95284652709961,0.868,0.868,39.0,39.0
113,73500,0.056003160774707794,0.1734435260295868,13.458108901977539,10.706446647644043,0.866,0.866,-4.0,-10.5
114,74000,0.14157184958457947,0.0890999510884285,13.810632705688477,11.080567359924316,0.865,0.865,39.0,39.0
116,74500,0.14038890600204468,0.16473019123077393,12.9901123046875,10.457260131835938,0.862,0.862,34.0,29.0
118,75000,0.16262546181678772,0.0839267447590828,13.817147254943848,10.80717945098877,0.86,0.86,0.5,5.5
119,75500,0.0735611543059349,0.11358879506587982,13.325246810913086,11.51845932006836,0.859,0.859,31.0,5.0
121,76000,0.14990386366844177,0.2684899866580963,13.975083351135254,11.293747901916504,0.856,0.856,-4.5,-6.0
122,76500,0.12603044509887695,0.07174795866012573,12.865278244018555,10.224579811096191,0.855,0.855,21.0,29.0
124,77000,0.05294327437877655,0.13688457012176514,13.748418807983398,10.85659122467041,0.853,0.853,19.0,27.0
126,77500,0.046081919223070145,0.042927585542201996,13.969144821166992,10.662063598632812,0.85,0.85,15.5,15.5
128,78000,0.07107379287481308,0.27912890911102295,13.85222339630127,11.028894424438477,0.848,0.848,-3.0,-3.0
129,78500,0.06036079302430153,0.15759889781475067,13.846781730651855,10.089717864990234,0.847,0.847,37.0,32.0
131,79000,0.09563080966472626,0.27709224820137024,13.63070297241211,10.633824348449707,0.844,0.844,24.0,30.5
133,79500,0.09957246482372284,0.10841347277164459,13.658769607543945,10.677682876586914,0.842,0.842,27.0,22.0
135,80000,0.15035223960876465,0.22244656085968018,13.436078071594238,9.950419425964355,0.84,0.84,-10.5,-9.0
136,80500,0.1461859941482544,0.06466512382030487,13.543096542358398,10.294153213500977,0.839,0.839,14.0,27.0
137,81000,0.12862130999565125,0.18582642078399658,13.738673210144043,10.348910331726074,0.837,0.837,28.0,34.5
139,81500,0.07529076933860779,0.10556129366159439,13.494606971740723,10.758920669555664,0.835,0.835,12.5,-0.5
140,82000,0.07170284539461136,0.183892160654068,14.036441802978516,10.589170455932617,0.834,0.834,-4.5,28.0
142,82500,0.01811078004539013,0.26963120698928833,13.198942184448242,10.694774627685547,0.831,0.831,17.0,4.0
143,83000,0.052574675530195236,0.06821703165769577,13.54450798034668,11.158126831054688,0.83,0.83,31.5,34.5
145,83500,0.1077931821346283,0.12482000887393951,13.83830451965332,11.029102325439453,0.828,0.828,6.0,12.5
147,84000,0.11354339122772217,0.0705580785870552,13.464570045471191,11.119548797607422,0.825,0.825,-1.5,-1.5
148,84500,0.16646331548690796,0.11061599850654602,13.209833145141602,10.681341171264648,0.824,0.824,12.5,11.0
149,85000,0.156588613986969,0.18909452855587006,13.454559326171875,11.572025299072266,0.823,0.823,-6.0,-19.0
151,85500,0.0676141232252121,0.0757472887635231,14.694046020507812,11.826620101928711,0.821,0.821,-1.5,-1.5
152,86000,0.27064329385757446,0.15292127430438995,13.638113975524902,11.188146591186523,0.82,0.82,27.5,29.0
154,86500,0.12519824504852295,0.13112187385559082,13.448773384094238,11.58797836303711,0.817,0.817,42.0,30.5
156,87000,0.0887228474020958,0.1267167329788208,13.617058753967285,11.889488220214844,0.815,0.815,5.5,-7.5
157,87500,0.11310094594955444,0.13014601171016693,13.823227882385254,11.89948558807373,0.814,0.814,23.0,23.0
158,88000,0.17790961265563965,0.11225796490907669,13.667439460754395,12.572066307067871,0.812,0.812,20.5,15.5
158,88500,0.0818556547164917,0.13277757167816162,13.495659828186035,11.534822463989258,0.812,0.812,-14.0,-19.0
159,89000,0.13235589861869812,0.1216731145977974,13.799088478088379,12.393869400024414,0.811,0.811,-3.0,-3.0
160,89500,0.13510335981845856,0.15194518864154816,13.372537612915039,13.042062759399414,0.81,0.81,34.0,29.0
162,90000,0.10959481447935104,0.1110568642616272,13.919598579406738,13.07967758178711,0.808,0.808,6.0,6.0
163,90500,0.1947557032108307,0.08141754567623138,13.427925109863281,12.058833122253418,0.806,0.806,27.0,19.0
165,91000,0.10428336262702942,0.07957055419683456,13.395853996276855,13.108208656311035,0.804,0.804,9.0,10.5
167,91500,0.15066389739513397,0.19720640778541565,13.51533031463623,12.718123435974121,0.802,0.802,-1.5,-1.5
168,92000,0.08657234907150269,0.07324321568012238,12.934128761291504,13.14588737487793,0.8,0.8,37.0,19.0
169,92500,0.05867357552051544,0.0756489634513855,13.297102928161621,11.904949188232422,0.799,0.799,19.0,19.0
171,93000,0.048107072710990906,0.11305468529462814,13.409494400024414,12.507221221923828,0.797,0.797,5.5,5.5
173,93500,0.053841788321733475,0.11082414537668228,12.875065803527832,11.96091079711914,0.795,0.795,-1.5,-1.5
174,94000,0.13079817593097687,0.11497414112091064,13.131386756896973,13.261720657348633,0.793,0.793,39.0,40.5
176,94500,0.13477212190628052,0.05293319374322891,13.528036117553711,13.136899948120117,0.791,0.791,25.5,24.0
178,95000,0.07327860593795776,0.07572823017835617,13.748163223266602,13.5118408203125,0.789,0.789,-1.5,-1.5
179,95500,0.12838897109031677,0.17878715693950653,14.2451753616333,12.483707427978516,0.787,0.787,20.5,20.5
181,96000,0.19108042120933533,0.10995254665613174,13.683635711669922,12.417612075805664,0.785,0.785,-6.0,-4.5
181,96500,0.050336454063653946,0.07667780667543411,14.807626724243164,13.168414115905762,0.785,0.785,5.0,18.0
181,97000,0.10768631845712662,0.06645787507295609,15.615702629089355,13.374000549316406,0.785,0.785,-29.5,-18.0
181,97500,0.10199379920959473,0.2536121606826782,15.202526092529297,13.848427772521973,0.785,0.785,-64.0,-52.5
181,98000,0.19109627604484558,0.1660003513097763,18.227767944335938,14.463748931884766,0.785,0.785,-98.5,-85.5
181,98500,0.08324459195137024,0.17696411907672882,18.33096694946289,15.086716651916504,0.785,0.785,-131.5,-118.5
182,99000,0.09487511962652206,0.2168576717376709,18.09642791748047,16.285608291625977,0.784,0.784,15.0,-4.5
182,99500,0.06072792410850525,0.11652613431215286,21.056577682495117,20.776506423950195,0.784,0.784,-18.0,-37.5
182,100000,0.08881296217441559,0.09973633289337158,21.7563419342041,22.051490783691406,0.784,0.784,-54.0,-70.5
182,100500,0.07186393439769745,0.09291230142116547,19.846431732177734,21.914377212524414,0.784,0.784,-85.5,-103.5
182,101000,0.09571290761232376,0.17716731131076813,25.396053314208984,29.84591293334961,0.784,0.784,-120.0,-136.5
183,101500,0.2009993940591812,0.1902177482843399,22.63818359375,25.227890014648438,0.783,0.783,35.5,22.5
184,102000,0.05544307827949524,0.17252732813358307,22.751251220703125,26.43480110168457,0.781,0.781,12.5,12.5
184,102500,0.05336735397577286,0.20872634649276733,24.139253616333008,29.242666244506836,0.781,0.781,-20.5,-23.5
184,103000,0.1313299983739853,0.11498460173606873,24.486305236816406,26.669313430786133,0.781,0.781,-55.0,-58.0
184,103500,0.07081890851259232,0.1770542860031128,25.651947021484375,33.00849914550781,0.781,0.781,-89.5,-92.5
184,104000,0.07678518444299698,0.19369807839393616,26.177940368652344,31.82682228088379,0.781,0.781,-124.0,-125.5
185,104500,0.09840008616447449,0.2023252695798874,26.97440528869629,34.67853546142578,0.78,0.78,29.5,10.0
187,105000,0.07969872653484344,0.2644718587398529,25.897550582885742,30.722841262817383,0.778,0.778,35.5,34.0
189,105500,0.07294623553752899,0.2145080864429474,24.08788299560547,34.42216873168945,0.776,0.776,12.5,11.0
189,106000,0.0995267853140831,0.33377233147621155,26.387598037719727,34.47331619262695,0.776,0.776,-17.0,-9.0
189,106500,0.1328772008419037,0.1896769404411316,28.243091583251953,33.88646697998047,0.776,0.776,-50.0,-42.0
189,107000,0.11291651427745819,0.2808968424797058,26.910228729248047,33.058162689208984,0.776,0.776,-84.5,-76.5
189,107500,0.11248287558555603,0.22347411513328552,25.065643310546875,32.094173431396484,0.776,0.776,-119.0,-109.5
190,108000,0.12142538279294968,0.2657763361930847,27.849769592285156,35.403045654296875,0.774,0.774,-4.5,-4.5
192,108500,0.08281120657920837,0.19696824252605438,24.539304733276367,34.89734649658203,0.772,0.772,-3.0,-3.0
192,109000,0.1485261768102646,0.2394460290670395,25.007827758789062,34.76648712158203,0.772,0.772,1.5,3.0
192,109500,0.11083013564348221,0.18407240509986877,25.980985641479492,34.50105285644531,0.772,0.772,-31.5,-31.5
192,110000,0.09955926239490509,0.17185896635055542,23.455652236938477,32.110599517822266,0.772,0.772,-66.0,-64.5
192,110500,0.16132229566574097,0.17141078412532806,26.2851505279541,29.51120376586914,0.772,0.772,-100.5,-99.0
192,111000,0.041952479630708694,0.16694192588329315,25.678232192993164,29.542383193969727,0.772,0.772,-133.5,-132.0
193,111500,0.08106877654790878,0.1255715787410736,24.800430297851562,28.204891204833984,0.771,0.771,19.0,17.5
193,112000,0.11314239352941513,0.13260774314403534,23.712549209594727,27.939359664916992,0.771,0.771,-1.0,-10.5
193,112500,0.04806114360690117,0.227815181016922,25.053634643554688,29.648151397705078,0.771,0.771,-35.5,-45.0
193,113000,0.08501845598220825,0.1652524322271347,26.02549934387207,28.956890106201172,0.771,0.771,-67.0,-76.5
193,113500,0.06358209252357483,0.18037761747837067,23.97815704345703,30.408334732055664,0.771,0.771,-100.0,-109.5
193,114000,0.07286494225263596,0.16424018144607544,24.440221786499023,30.486656188964844,0.771,0.771,-134.5,-144.0
194,114500,0.11352628469467163,0.12892720103263855,24.151941299438477,29.6987361907959,0.77,0.77,26.5,15.0
194,115000,0.11851315945386887,0.10755885392427444,26.067014694213867,29.72651481628418,0.77,0.77,-8.0,-18.0
194,115500,0.03625515103340149,0.154320627450943,25.701156616210938,32.501319885253906,0.77,0.77,-41.0,-51.0
194,116000,0.056696921586990356,0.18626733124256134,25.926185607910156,31.150917053222656,0.77,0.77,-74.0,-87.0
194,116500,0.13260765373706818,0.16515173017978668,25.40878677368164,32.16548538208008,0.77,0.77,-107.0,-118.5
194,117000,0.0681130588054657,0.11366523802280426,25.981489181518555,32.39154815673828,0.77,0.77,-140.0,-153.0
195,117500,0.0656713917851448,0.09930633753538132,24.716344833374023,29.200634002685547,0.768,0.768,20.5,27.0
195,118000,0.04902711138129234,0.0809919610619545,23.418819427490234,29.324726104736328,0.768,0.768,-12.5,-6.0
195,118500,0.07552217692136765,0.12984386086463928,24.73623275756836,30.668407440185547,0.768,0.768,-45.5,-39.0
195,119000,0.056352656334638596,0.1112920492887497,24.808727264404297,29.731426239013672,0.768,0.768,-78.5,-73.5
195,119500,0.09476262331008911,0.17833033204078674,23.921634674072266,29.316116333007812,0.768,0.768,-113.0,-106.5
196,120000,0.10940515995025635,0.08454874157905579,25.01337242126465,28.535852432250977,0.767,0.767,-6.0,-6.0
197,120500,0.13318727910518646,0.06497006118297577,23.867223739624023,26.018198013305664,0.766,0.766,-10.5,-10.5
198,121000,0.06287077814340591,0.1233670562505722,23.190853118896484,27.14501190185547,0.765,0.765,-12.0,-12.0
199,121500,0.12870056927204132,0.14484670758247375,22.67745018005371,26.49979591369629,0.764,0.764,-12.0,-12.0
200,122000,0.06601588428020477,0.0855771154165268,22.093088150024414,25.47800636291504,0.762,0.762,13.0,8.0
202,122500,0.05669731646776199,0.09646019339561462,22.659822463989258,24.921791076660156,0.76,0.76,-3.0,-3.0
203,123000,0.057780906558036804,0.11010843515396118,20.868053436279297,24.501319885253906,0.759,0.759,-7.5,-7.5
203,123500,0.07967042177915573,0.06659417599439621,19.598709106445312,21.411130905151367,0.759,0.759,-1.5,-1.5
203,124000,0.05800715833902359,0.10869116336107254,19.69285011291504,22.831464767456055,0.759,0.759,-36.0,-36.0
203,124500,0.06473048031330109,0.0876888707280159,20.63105010986328,24.459304809570312,0.759,0.759,-70.5,-70.5
203,125000,0.05389051139354706,0.2543060779571533,20.852214813232422,21.32438850402832,0.759,0.759,-105.0,-105.0
203,125500,0.05211862921714783,0.12350298464298248,21.22647476196289,20.76604461669922,0.759,0.759,-138.0,-136.5
204,126000,0.08472925424575806,0.14394702017307281,20.604454040527344,20.9876708984375,0.758,0.758,12.5,-0.5
205,126500,0.057904329150915146,0.2394205629825592,20.17281150817871,19.4471435546875,0.757,0.757,3.5,10.0
205,127000,0.08791865408420563,0.10441012680530548,20.355783462524414,19.070743560791016,0.757,0.757,-23.0,-16.5
205,127500,0.07860533893108368,0.10818083584308624,20.915912628173828,18.393850326538086,0.757,0.757,-57.5,-49.5
205,128000,0.0492120198905468,0.07509654015302658,19.06979751586914,21.360986709594727,0.757,0.757,-92.0,-82.5
205,128500,0.04519101604819298,0.05959639325737953,19.1436767578125,19.644859313964844,0.757,0.757,-126.5,-115.5
205,129000,0.23773232102394104,0.09204155951738358,20.11542510986328,20.11410903930664,0.757,0.757,-161.0,-148.5
207,129500,0.04163573682308197,0.12857648730278015,19.72991180419922,18.254623413085938,0.754,0.754,-6.0,-6.0
208,130000,0.0340813510119915,0.06385102868080139,18.62050437927246,18.081588745117188,0.753,0.753,-10.0,-15.0
209,130500,0.0719044953584671,0.08825583755970001,19.074676513671875,17.965038299560547,0.752,0.752,1.5,-6.5
210,131000,0.03998076915740967,0.07022766768932343,18.585365295410156,19.921846389770508,0.751,0.751,10.0,10.0
212,131500,0.0814070776104927,0.050882551819086075,19.258567810058594,17.972454071044922,0.748,0.748,-1.5,-1.5
213,132000,0.04765651375055313,0.12961642444133759,19.126726150512695,18.685407638549805,0.747,0.747,-4.5,-3.0
213,132500,0.06241212040185928,0.10285634547472,18.07206916809082,19.088008880615234,0.747,0.747,19.5,14.5
213,133000,0.13463746011257172,0.051361095160245895,18.16132354736328,18.190139770507812,0.747,0.747,-15.0,-20.0
213,133500,0.06381110846996307,0.0350668728351593,19.329336166381836,20.004316329956055,0.747,0.747,-48.0,-53.0
213,134000,0.022251037880778313,0.040894366800785065,18.812915802001953,19.2855167388916,0.747,0.747,-81.0,-86.0
213,134500,0.03512587398290634,0.08971776068210602,18.28615951538086,19.96647834777832,0.747,0.747,-117.0,-120.5
214,135000,0.047963947057724,0.11585436016321182,18.91965103149414,19.75194549560547,0.746,0.746,-12.0,-10.5
215,135500,0.09244079142808914,0.1347586214542389,19.350765228271484,18.114683151245117,0.745,0.745,7.5,-5.5
215,136000,0.08534055948257446,0.11212071776390076,17.899234771728516,18.892032623291016,0.745,0.745,12.0,-6.0
215,136500,0.0536920540034771,0.0529906302690506,17.9523983001709,18.597322463989258,0.745,0.745,-21.0,-39.0
215,137000,0.12191100418567657,0.09473774582147598,18.407085418701172,20.267942428588867,0.745,0.745,-54.0,-75.0
215,137500,0.08384498208761215,0.08766135573387146,19.541433334350586,19.73090171813965,0.745,0.745,-87.0,-108.0
215,138000,0.09535519778728485,0.06017603352665901,17.98806381225586,20.973337173461914,0.745,0.745,-120.0,-139.5
216,138500,0.08102668821811676,0.07851271331310272,18.16082000732422,19.620567321777344,0.744,0.744,9.5,8.0
217,139000,0.10198057442903519,0.0687585324048996,19.356918334960938,18.058265686035156,0.742,0.742,-6.5,1.5
218,139500,0.11155642569065094,0.08029133826494217,18.291492462158203,18.24601936340332,0.741,0.741,-24.0,-24.0
218,140000,0.304207444190979,0.05436020717024803,17.895994186401367,18.35440444946289,0.741,0.741,-58.5,-58.5
218,140500,0.12364567071199417,0.1169799268245697,18.414581298828125,19.83026695251465,0.741,0.741,-93.0,-93.0
218,141000,0.03193770349025726,0.0681999996304512,19.486379623413086,19.112720489501953,0.741,0.741,-124.5,-126.0
218,141500,0.21817097067832947,0.04939613491296768,19.82152557373047,20.57267951965332,0.741,0.741,-157.5,-160.5
219,142000,0.05585959926247597,0.1105247288942337,19.274478912353516,20.19296646118164,0.74,0.74,-1.5,-1.5
219,142500,0.06917072832584381,0.13096509873867035,20.919933319091797,19.981611251831055,0.74,0.74,-34.5,-34.5
219,143000,0.07873234152793884,0.054082367569208145,20.735048294067383,17.58051872253418,0.74,0.74,-69.0,-67.5
219,143500,0.07311072200536728,0.08895105123519897,19.390478134155273,19.164146423339844,0.74,0.74,-100.5,-100.5
219,144000,0.27707138657569885,0.09213413298130035,20.817325592041016,18.919946670532227,0.74,0.74,-135.0,-135.0
219,144500,0.07218065112829208,0.10483702272176743,19.78036880493164,17.474990844726562,0.74,0.74,-168.0,-168.0
220,145000,0.1376691609621048,0.07306484133005142,20.992198944091797,18.305994033813477,0.739,0.739,-4.5,-4.5
220,145500,0.20203183591365814,0.07848304510116577,22.455095291137695,16.70307159423828,0.739,0.739,-37.5,-39.0
220,146000,0.13665086030960083,0.07840678095817566,22.31186294555664,17.675249099731445,0.739,0.739,-70.5,-72.0
220,146500,0.08870378136634827,0.07721839845180511,20.660701751708984,17.09930992126465,0.739,0.739,-105.0,-106.5
220,147000,0.12419841438531876,0.08981028944253922,20.913463592529297,16.187442779541016,0.739,0.739,-138.0,-139.5
220,147500,0.07129169255495071,0.08614612370729446,21.339794158935547,15.815258026123047,0.739,0.739,-171.0,-175.5
221,148000,0.0716763585805893,0.060974616557359695,23.047195434570312,15.156301498413086,0.738,0.738,-9.0,-10.5
221,148500,0.094231016933918,0.061066195368766785,20.610370635986328,14.86893081665039,0.738,0.738,-42.0,-43.5
221,149000,0.061180707067251205,0.06886430829763412,20.533557891845703,15.158278465270996,0.738,0.738,-76.5,-76.5
221,149500,0.08512184768915176,0.02174863964319229,21.147951126098633,15.106935501098633,0.738,0.738,-109.5,-111.0
221,150000,0.08938608318567276,0.054191768169403076,20.763551712036133,14.676202774047852,0.738,0.738,-142.5,-145.5
221,150500,0.13011418282985687,0.0857529267668724,20.16045379638672,14.78465747833252,0.738,0.738,-177.0,-178.5
222,151000,0.08880684524774551,0.08360261470079422,20.314098358154297,14.497465133666992,0.736,0.736,-21.0,-22.5
222,151500,0.07025029510259628,0.05208835378289223,20.00571632385254,14.32776927947998,0.736,0.736,-52.5,-55.5
222,152000,0.11403164267539978,0.06799028813838959,19.95117950439453,14.220941543579102,0.736,0.736,-85.5,-88.5
222,152500,0.048929665237665176,0.07723460346460342,19.784889221191406,14.12224292755127,0.736,0.736,-120.0,-123.0
222,153000,0.10087411105632782,0.06789562106132507,19.977563858032227,14.126219749450684,0.736,0.736,-154.5,-154.5
223,153500,0.10316719859838486,0.03798125684261322,19.71246910095215,13.996725082397461,0.735,0.735,-4.5,2.0
224,154000,0.07965435087680817,0.03345915302634239,19.347196578979492,13.692093849182129,0.734,0.734,-13.5,-13.5
224,154500,0.1280873715877533,0.022973446175456047,19.97398567199707,13.189372062683105,0.734,0.734,-46.5,-46.5
224,155000,0.11700010299682617,0.023326268419623375,19.23685073852539,13.427974700927734,0.734,0.734,-81.0,-81.0
224,155500,0.0636000856757164,0.06649447977542877,18.838863372802734,13.333402633666992,0.734,0.734,-114.0,-112.5
224,156000,0.11029796302318573,0.034492287784814835,18.84296989440918,13.566165924072266,0.734,0.734,-148.5,-147.0
224,156500,0.14249758422374725,0.035202715545892715,19.33135414123535,13.171106338500977,0.734,0.734,-181.5,-180.0
225,157000,0.06929678469896317,0.024226753041148186,18.738216400146484,12.993062973022461,0.733,0.733,-27.0,-25.5
225,157500,0.052694279700517654,0.09861110150814056,17.665748596191406,12.86860179901123,0.733,0.733,-60.0,-58.5
225,158000,0.08933150768280029,0.07169204950332642,18.143260955810547,12.632514953613281,0.733,0.733,-93.0,-91.5
225,158500,0.060633450746536255,0.09621553122997284,18.11962890625,12.677807807922363,0.733,0.733,-124.5,-124.5
225,159000,0.0885569229722023,0.05895392596721649,17.743812561035156,12.606058120727539,0.733,0.733,-156.0,-157.5
226,159500,0.186909019947052,0.046837687492370605,19.617782592773438,12.252751350402832,0.732,0.732,-3.0,-3.0
227,160000,0.09305048733949661,0.04144018515944481,19.15617561340332,13.059657096862793,0.73,0.73,3.0,11.0
227,160500,0.13029736280441284,0.05704225227236748,19.120445251464844,12.950386047363281,0.73,0.73,4.0,9.0
227,161000,0.22092871367931366,0.042279988527297974,18.991186141967773,13.135984420776367,0.73,0.73,-29.0,-25.5
227,161500,0.10914118587970734,0.0619010329246521,15.878813743591309,12.861408233642578,0.73,0.73,-63.5,-58.5
227,162000,0.2485676109790802,0.056082386523485184,17.01500129699707,13.758898735046387,0.73,0.73,-98.0,-91.5
227,162500,0.23519977927207947,0.07692557573318481,17.476308822631836,13.727988243103027,0.73,0.73,-131.0,-126.0
229,163000,0.1416921466588974,0.09256194531917572,14.57900619506836,13.938471794128418,0.728,0.728,-3.0,-3.0
230,163500,0.5376973152160645,0.07371214777231216,17.622041702270508,13.425086975097656,0.727,0.727,34.0,22.5
231,164000,0.39305469393730164,0.10115916281938553,14.930037498474121,14.737764358520508,0.726,0.726,12.5,20.5
231,164500,0.2739197611808777,0.06429660320281982,14.315768241882324,14.512219429016113,0.726,0.726,-20.5,-14.0
231,165000,0.14556293189525604,0.08849406242370605,13.721841812133789,15.267648696899414,0.726,0.726,-52.0,-45.5
231,165500,0.0917791798710823,0.1562206745147705,12.644879341125488,16.12566566467285,0.726,0.726,-85.0,-78.5
231,166000,0.0799916461110115,0.1513678878545761,13.77994155883789,16.680522918701172,0.726,0.726,-119.5,-113.0
232,166500,0.09167233109474182,0.12224610149860382,13.516693115234375,17.474950790405273,0.725,0.725,-2.0,12.5
234,167000,0.16263741254806519,0.07797513157129288,13.875226020812988,18.537273406982422,0.722,0.722,4.0,10.5
235,167500,0.1569673717021942,0.14948342740535736,15.618301391601562,18.88312530517578,0.721,0.721,32.5,32.5
236,168000,0.1521574854850769,0.17635849118232727,13.649177551269531,18.51165008544922,0.72,0.72,12.0,20.0
236,168500,0.29025888442993164,0.22449606657028198,12.851804733276367,18.820005416870117,0.72,0.72,-19.5,-14.5
236,169000,0.21928705275058746,0.19383305311203003,14.439821243286133,20.20427703857422,0.72,0.72,-55.5,-47.5
236,169500,0.5652403831481934,0.17846494913101196,14.070308685302734,21.281490325927734,0.72,0.72,-90.0,-82.0
236,170000,0.13827626407146454,0.1170322597026825,13.597847938537598,20.405929565429688,0.72,0.72,-126.0,-116.5
237,170500,0.10943373292684555,0.1399562805891037,13.214073181152344,20.99275779724121,0.719,0.719,-5.5,-5.5
238,171000,0.5732957720756531,0.2322252243757248,16.105255126953125,22.746318817138672,0.717,0.717,-3.0,-4.5
239,171500,0.6650236248970032,0.1582951694726944,24.845626831054688,21.776884078979492,0.716,0.716,-3.0,3.5
239,172000,0.29566285014152527,0.11941221356391907,26.225875854492188,21.925029754638672,0.716,0.716,3.0,-16.5
239,172500,0.3526679277420044,0.12290087342262268,15.447748184204102,22.27457046508789,0.716,0.716,-30.0,-49.5
239,173000,0.28529199957847595,0.10749158263206482,22.816761016845703,23.700483322143555,0.716,0.716,-63.0,-84.0
239,173500,0.28112950921058655,0.18620729446411133,15.787026405334473,26.882034301757812,0.716,0.716,-97.5,-115.5
239,174000,0.05624454468488693,0.11621852219104767,18.748565673828125,29.1356258392334,0.716,0.716,-132.0,-147.0
240,174500,0.3380073308944702,0.17974290251731873,14.949952125549316,27.91501808166504,0.715,0.715,16.0,34.0
240,175000,0.5153839588165283,0.2823910415172577,39.172935485839844,25.13370132446289,0.715,0.715,-18.5,1.0
240,175500,0.5867729783058167,0.2442755252122879,42.505859375,25.10220718383789,0.715,0.715,-51.5,-32.0
240,176000,1.148709774017334,0.12358470261096954,57.76267623901367,24.72997283935547,0.715,0.715,-86.0,-63.5
240,176500,1.617920994758606,0.11552627384662628,73.1220932006836,22.472732543945312,0.715,0.715,-117.5,-96.5
240,177000,0.5973440408706665,0.12064221501350403,66.20037078857422,22.580677032470703,0.715,0.715,-150.5,-128.0
241,177500,1.6601046323776245,0.07261081039905548,104.88343811035156,24.884355545043945,0.714,0.714,24.5,32.5
241,178000,0.8723379373550415,0.051666442304849625,88.63990020751953,21.930423736572266,0.714,0.714,-7.0,-0.5
241,178500,1.0892401933670044,0.08451852202415466,110.57943725585938,23.635616302490234,0.714,0.714,-40.0,-35.0
241,179000,1.465299367904663,0.06393979489803314,146.6576690673828,20.720077514648438,0.714,0.714,-74.5,-68.0
241,179500,1.6674671173095703,0.05843360349535942,114.15501403808594,21.5113468170166,0.714,0.714,-109.0,-101.0
241,180000,2.029423236846924,0.03969060257077217,167.5137481689453,19.480159759521484,0.714,0.714,-143.5,-134.0
242,180500,1.4861717224121094,0.06850813329219818,140.5033416748047,19.291667938232422,0.713,0.713,29.5,28.0
242,181000,1.6118717193603516,0.10478724539279938,181.7519073486328,18.343225479125977,0.713,0.713,-5.0,-5.0
242,181500,2.221231460571289,0.03801089897751808,194.7509765625,17.875652313232422,0.713,0.713,-38.0,-38.0
242,182000,1.997901439666748,0.022055987268686295,180.0216827392578,16.37957763671875,0.713,0.713,-72.5,-71.0
242,182500,1.5300568342208862,0.11912237852811813,198.93453979492188,17.29601287841797,0.713,0.713,-107.0,-105.5
242,183000,2.4859580993652344,0.03708307817578316,214.67221069335938,16.396617889404297,0.713,0.713,-141.5,-138.5
244,183500,1.5735809803009033,0.07173139601945877,197.92877197265625,16.43585205078125,0.71,0.71,9.0,22.0
244,184000,1.5456275939941406,0.0865960642695427,221.8737030029297,14.145403861999512,0.71,0.71,-6.0,8.5
244,184500,2.1084964275360107,0.015698034316301346,233.84347534179688,13.392218589782715,0.71,0.71,-39.0,-19.5
244,185000,2.063493013381958,0.029626011848449707,210.6986083984375,12.877318382263184,0.71,0.71,-73.5,-52.5
244,185500,1.9138435125350952,0.02284788154065609,216.79345703125,12.761549949645996,0.71,0.71,-108.0,-87.0
246,186000,2.223675489425659,0.053170666098594666,223.4843292236328,13.168648719787598,0.708,0.708,-4.5,-4.5
247,186500,1.7377349138259888,0.10040369629859924,184.3784637451172,14.030019760131836,0.707,0.707,-18.0,-18.0
248,187000,1.828397512435913,0.051563628017902374,176.5894775390625,14.599915504455566,0.706,0.706,-7.5,-7.5
248,187500,1.3298556804656982,0.0401134267449379,187.34503173828125,14.840622901916504,0.706,0.706,-19.5,11.5
249,188000,1.3978233337402344,0.09081952273845673,186.62692260742188,15.566712379455566,0.704,0.704,14.0,22.0
249,188500,1.3349437713623047,0.10840947180986404,168.8180694580078,15.338199615478516,0.704,0.704,-20.5,-12.5
249,189000,1.4394052028656006,0.030402896925807,173.3997039794922,14.40219783782959,0.704,0.704,-55.0,-47.0
249,189500,1.5529875755310059,0.050117313861846924,155.32278442382812,14.33961296081543,0.704,0.704,-88.0,-78.5
249,190000,1.6594849824905396,0.02709743194282055,167.42269897460938,14.960246086120605,0.704,0.704,-121.0,-113.0
250,190500,1.413793921470642,0.13345137238502502,186.3778533935547,13.645963668823242,0.703,0.703,23.0,36.0
251,191000,1.0484179258346558,0.05584254860877991,151.69776916503906,14.915584564208984,0.702,0.702,11.0,19.0
253,191500,1.336198329925537,0.03006783314049244,139.66925048828125,13.98465347290039,0.7,0.7,-4.5,-6.0
254,192000,1.4164313077926636,0.053680893033742905,149.88951110839844,14.42744255065918,0.698,0.698,-6.0,-6.0
