episode,raw_total,after_scale,health_diff_reward,duration_reward,on_hit,episode_reward
1,-1.2504815209544136,-0.555650650454616,1.0,-0.2504815209544137,0.0,12.965945633715341
2,6.474030969153107,0.8662033908974676,1.0,0.47403096915310705,0.0,36.208977857284225
3,-1.0022297829566043,-0.5005568249397708,1.0,-0.0022297829566042537,0.0,49.90296355721193
4,0.5759859577494206,0.3654765798623959,1.0,-0.42401404225057937,0.0,12.405715764539025
5,0.33622164158985673,0.25162116158350434,1.0,-0.3637783584101433,-0.3,54.39083052283764
6,0.3377512198358636,0.2524768543117488,1.0,-0.3622487801641364,-0.3,78.46950221616555
7,0.34075590830325847,0.2541520840542026,1.0,-0.35924409169674154,-0.3,76.63202612761037
8,0.19423641405824443,0.16264485973777323,0.0,0.19423641405824443,0.0,29.833922736926255
9,0.3311913941199874,0.24879322055633374,0.7901234567901239,-0.4589320626701365,0.0,11.812561253471907
10,0.5310396180482663,0.3468490376004922,1.0,-0.46896038195173373,0.0,13.165825724101783
11,-0.693558781603933,-0.40952743367258765,1.0,0.30644121839606686,0.0,37.51632803169934
12,0.34086743489631327,0.25421411992354925,1.0,-0.35913256510368674,-0.3,53.7287925833224
13,0.3458018340891608,0.2569485531450473,1.0,-0.3541981659108392,-0.3,48.89934593583074
14,-1.1978748429075003,-0.5450150388558381,1.0,-0.19787484290750035,0.0,47.18449987150753
15,0.34027338647436395,0.253883565777177,1.0,-0.35972661352563606,-0.3,55.25293436896353
16,0.3383556268818309,0.25281443891721744,1.0,-0.36164437311816905,-0.3,58.253638635461364
17,0.3385024477812623,0.25289639801733127,1.0,-0.3614975522187377,-0.3,56.25772663596032
18,0.3363667652209233,0.2517024322775016,1.0,-0.36363323477907666,-0.3,55.8811682127091
19,0.3381172910044697,0.25268135557134824,1.0,-0.3618827089955304,-0.3,51.37742986774747
20,0.34071874739392977,0.25413141127191224,1.0,-0.35928125260607024,-0.3,75.76225907602507
21,0.33914615795289443,0.25325552101895676,1.0,-0.3608538420471056,-0.3,81.48340712508885
22,0.3350648156279244,0.2509726956367527,1.0,-0.3649351843720756,-0.3,85.23968350439355
23,0.3370576842449729,0.25208911194830536,1.0,-0.3629423157550271,-0.3,80.5265565363442
24,-1.3442882877833702,-0.5734313031331377,1.0,-0.3442882877833701,0.0,19.111452343078252
25,-0.683870206133137,-0.4061299995939628,1.0,0.31612979386686313,0.0,58.85725905347028
26,0.34023632054524905,0.2538629309843137,1.0,-0.3597636794547509,-0.3,87.07697201363835
27,0.3358593387705487,0.2514181912892529,1.0,-0.3641406612294513,-0.3,87.65640071184035
28,-1.465159890203578,-0.5943467991776314,1.0,-0.465159890203578,0.0,14.482969232340228
29,0.3388332203290642,0.25308097766335996,1.0,-0.3611667796709358,-0.3,87.77718021189179
30,1.4834548442217677,0.5973351388583967,1.0,0.48345484422176777,0.0,57.45381840980643
31,0.3365846677626119,0.2518244267503389,1.0,-0.3634153322373881,-0.3,86.69224818384453
32,0.337806084212899,0.25250751076651584,1.0,-0.36219391578710103,-0.3,86.94456289371252
33,0.3415379770463081,0.25458688675983615,1.0,-0.3584620229536919,-0.3,87.43471455581621
34,0.34044027353271306,0.2539764585224578,1.0,-0.3595597264672869,-0.3,86.47930747780887
35,0.3402177903189399,0.25385261468434633,1.0,-0.35978220968106017,-0.3,87.38275495659863
36,0.3383372824494059,0.2528041973322194,1.0,-0.3616627175505941,-0.3,88.27781509388737
37,0.33966273199478375,0.25354346574157466,1.0,-0.36033726800521626,-0.3,87.44984905874995
38,0.3395149936377499,0.2534611372402198,1.0,-0.3604850063622501,-0.3,88.28853435930156
39,0.33538942547038514,0.25115477109027257,1.0,-0.3646105745296149,-0.3,88.11602884300788
40,-0.5710994553240547,-0.3635030572945236,1.0,0.4289005446759454,0.0,44.56299045407719
41,0.3385024477812623,0.25289639801733127,1.0,-0.3614975522187377,-0.3,88.63060089431234
42,1.4317291958703038,0.5887699988558532,1.0,0.4317291958703039,0.0,62.71697120285301
43,0.3352090145105316,0.2510535885150644,1.0,-0.3647909854894684,-0.3,88.10400439752635
44,0.33949653454508494,0.2534508494718753,1.0,-0.3605034654549151,-0.3,87.28384013700993
45,0.3411651609286542,0.25437967736384043,1.0,-0.35883483907134583,-0.3,88.41752185081907
46,0.336475683920835,0.2517634162513995,1.0,-0.363524316079165,-0.3,86.54528706983457
47,-3.1811480127286496,-0.7608312365513719,-0.9876543209876538,-0.19349369174099545,0.0,68.1425245855012
48,-0.8280637312162006,-0.4529731196325931,-0.4691358024691339,-0.3589279287470667,0.0,84.5590703808425
