episode,episode_step,loss_p1,loss_p2,q_p1,q_p2,eps_p1,eps_p2,reward_p1,reward_p2,lr,opponent_ep
0,623,0.0,0.1516789197921753,0.0,3.5036346912384033,0.0,1.0,1.5342580405928132,4.0189273216899855,5e-05,600
0,1123,0.0,0.10347709059715271,0.0,3.47729754447937,0.0,1.0,1.5342580405928132,7.975345879713643,5e-05,600
0,1623,0.0,0.034517236053943634,0.0,3.652513027191162,0.0,1.0,1.5342580405928132,12.398732821229597,5e-05,600
0,2123,0.0,0.01458427868783474,0.0,3.637673854827881,0.0,1.0,1.5342580405928132,18.10626815040671,5e-05,600
0,2623,0.0,0.003259363118559122,0.0,3.633192777633667,0.0,1.0,1.5342580405928132,26.467528344553873,5e-05,600
0,3123,0.0,0.0025257845409214497,0.0,3.7937419414520264,0.0,1.0,1.5342580405928132,36.997256284230154,5e-05,600
0,3623,0.0,0.060796864330768585,0.0,4.2328948974609375,0.0,1.0,1.5342580405928132,48.62940768536393,5e-05,600
0,4123,0.0,0.004195491783320904,0.0,3.7515265941619873,0.0,1.0,1.5342580405928132,61.02388516611959,5e-05,600
0,4623,0.0,0.02187499962747097,0.0,4.089420795440674,0.0,1.0,1.5342580405928132,72.15872363913846,5e-05,600
0,5123,0.0,0.02063755691051483,0.0,4.276137351989746,0.0,1.0,1.5342580405928132,81.32784377292207,5e-05,600
1,254,0.0,0.015218210406601429,0.0,4.1373982429504395,0.999,0.999,1.1688522398995516,1.1688494334625101,5e-05,150
1,754,0.0,0.011844350025057793,0.0,4.344611167907715,0.999,0.999,5.032572730384498,5.0324187697626535,5e-05,150
1,1254,0.0,0.007735925260931253,0.0,4.111502170562744,0.999,0.999,9.223285017554408,9.050733412476038,5e-05,150
